  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2009 052    0.25    0.79    0.36    0.20    0.91    0.20
2009 053    0.25    0.77    0.36    0.20    0.90    0.20
2009 054    0.20    0.71    0.33    0.20    1.06    0.20
2009 055    0.20    0.71    0.31    0.20    1.04    0.20
2009 056    0.20    0.73    0.30    0.20    1.06    0.20
2009 057    0.20    0.72    0.30    0.20    1.06    0.21
2009 058    0.20    0.72    0.29    0.20    1.04    0.21
2009 059    0.20    0.73    0.30    0.20    1.02    0.21
2009 060    0.20    0.73    0.30    0.20    1.01    0.21
2009 061    0.20    0.66    0.20    0.20    0.67    0.21
2009 062    0.20    0.66    0.20    0.20    0.68    0.21
2009 063    0.20    0.68    0.20    0.20    0.71    0.21
2009 064    0.20    0.70    0.20    0.20    0.73    0.21
2009 065    0.20    0.75    0.20    0.20    0.75    0.21
2009 066    0.20    0.75    0.20    0.20    0.76    0.21
2009 067    0.20    0.73    0.20    0.20    0.77    0.21
2009 068    0.20    0.76    0.20    0.20    0.92    0.21
2009 069    0.20    0.92    0.27    0.20    1.28    0.21
2009 070    0.20    0.89    0.27    0.20    1.29    0.21
2009 071    0.20    0.95    0.27    0.20    1.25    0.21
2009 072    0.20    0.97    0.27    0.20    1.24    0.21
2009 073    0.20    1.02    0.28    0.20    1.30    0.21
2009 074    0.20    1.04    0.28    0.20    1.37    0.21
2009 075    0.20    1.09    0.28    0.20    1.36    0.21
2009 076    0.20    1.25    0.20    0.20    1.36    0.21
2009 077    0.20    1.23    0.20    0.20    1.35    0.21
2009 078    0.20    1.12    0.20    0.20    1.39    0.21
2009 079    0.20    1.08    0.20    0.20    1.36    0.21
2009 080    0.20    1.10    0.20    0.20    1.34    0.21
2009 081    0.20    1.11    0.20    0.20    1.37    0.21
2009 082    0.20    1.13    0.20    0.20    1.40    0.21
2009 083    0.20    1.28    0.20    0.20    1.46    0.21
2009 084    0.20    1.28    0.20    0.20    1.51    0.21
2009 085    0.20    1.20    0.20    0.20    1.58    0.21
2009 086    0.20    1.19    0.20    0.20    1.64    0.21
2009 087    0.20    1.18    0.20    0.20    1.67    0.21
2009 088    0.20    1.18    0.20    0.20    1.63    0.21
2009 089    0.20    1.20    0.20    0.20    1.54    0.22
2009 090    0.20    1.54    0.20    2.29    1.35    4.66
2009 091    0.20    1.56    0.45    2.58    1.46    4.90
2009 092    0.20    1.60    0.47    2.71    1.54    5.03
2009 093    0.20    1.60    0.49    2.76    1.56    5.06
2009 094    0.20    1.58    0.50    2.82    1.60    5.16
2009 095    0.20    1.63    0.50    2.84    1.65    5.21
2009 096    0.20    1.69    0.50    2.89    1.65    5.14
2009 097    0.20    1.83    0.67    3.40    1.75    5.07
2009 098    0.20    1.91    0.68    3.47    1.74    5.00
2009 099    0.20    1.91    0.69    3.51    1.78    5.01
2009 100    0.20    1.91    0.68    3.63    1.75    5.14
2009 101    0.20    1.89    0.69    3.76    1.78    5.21
2009 102    0.20    1.89    0.72    3.88    1.80    5.36
2009 103    0.20    1.97    0.74    4.01    1.83    5.63
2009 104    0.20    2.13    0.79    3.95    2.57    5.95
2009 105    0.20    2.23    0.81    4.11    2.64    6.09
2009 106    0.20    2.54    1.01    4.39    2.78    6.27
2009 107    0.20    2.66    1.06    4.70    2.86    6.77
2009 108    0.20    2.68    1.08    4.90    2.91    7.06
2009 109    0.20    2.65    1.08    4.91    2.94    7.15
2009 110    0.20    2.60    1.10    4.88    3.03    7.19
2009 111    0.61    2.97    2.45    5.46    3.76    7.25
2009 112    0.61    2.90    2.53    5.65    3.90    7.30
2009 113    0.62    3.36    2.60    5.83    4.00    7.44
2009 114    0.65    4.14    2.81    6.32    4.18    7.79
2009 115    0.68    4.41    2.93    7.03    4.58    8.01
2009 116    0.70    4.14    3.02    7.73    5.19    8.45
2009 117    1.17    3.91    3.26    8.00    5.79    8.92
2009 118    1.18    3.80    3.19    7.90    5.52    9.21
2009 119    1.14    3.78    3.20    7.76    4.89    9.55
2009 120    1.38    3.81    3.24    7.87    4.74    9.97
2009 121    2.12    3.82    3.55    8.09    4.85   10.34
2009 122    2.20    3.87    3.60    8.32    4.89   10.81
2009 123    2.36    4.02    3.73    8.84    5.04   11.59
2009 124    2.57    4.18    3.92    9.08    5.27   12.00
2009 125    2.65    4.30    4.05    9.07    5.50   12.28
2009 126    2.72    4.41    4.15    9.11    5.72   12.31
2009 127    2.74    4.62    4.36    9.29    5.91   12.30
2009 128    2.65    4.77    4.59    9.55    6.09   12.52
2009 129    2.59    4.67    4.58    9.65    5.89   12.77
2009 130    2.58    4.56    4.51    9.65    5.57   13.05
2009 131    2.61    4.64    4.57    9.95    5.53   13.21
2009 132    2.64    4.84    4.64   10.28    5.68   13.32
2009 133    2.75    4.96    4.75   10.45    5.82   13.39
2009 134    2.82    5.01    4.82   10.41    5.88   13.34
2009 135    2.90    5.08    4.87   10.45    5.99   13.29
2009 136    2.96    5.12    4.98   10.66    6.01   13.23
2009 137    2.97    5.21    5.06   10.79    5.96   13.17
2009 138    3.05    5.45    5.18   11.00    6.04   13.25
2009 139    3.25    5.92    5.53   11.53    6.34   13.55
2009 140    3.51    6.28    6.00   12.24    6.81   13.96
2009 141    3.55    6.45    6.10   12.75    7.20   14.34
2009 142    3.55    6.52    6.19   13.14    7.41   14.63
2009 143    3.57    6.61    6.26   13.59    7.79   14.73
2009 144    3.57    6.75    6.32   13.85    8.19   14.74
2009 145    3.61    6.82    6.35   13.76    8.23   14.67
2009 146    3.61    6.88    6.39   13.55    8.17   14.58
2009 147    3.67    6.99    6.49   13.51    8.14   14.63
2009 148    3.73    7.07    6.58   13.50    8.16   14.76
2009 149    3.73    7.12    6.59   13.42    8.15   14.83
2009 150    3.72    7.16    6.53   13.46    8.06   14.93
2009 151    3.67    7.25    6.54   13.70    8.07   15.10
2009 152    3.69    7.41    6.67   13.83    8.24   15.27
2009 153    3.72    7.47    6.84   13.96    8.75   15.25
2009 154    3.84    7.62    7.11   14.11    9.50   15.19
2009 155    3.97    7.83    7.49   14.28   10.07   15.24
2009 156    4.05    7.95    7.73   14.69   10.57   15.53
2009 157    4.08    7.98    7.76   14.94   10.94   15.69
2009 158    4.20    8.08    7.82   15.11   11.27   15.96
2009 159    4.36    8.36    8.03   15.39   11.59   16.48
2009 160    4.53    8.72    8.34   15.63   11.82   16.89
2009 161    4.75    9.05    8.60   15.90   12.38   16.98
2009 162    4.91    9.55    8.94   16.38   13.21   16.87
2009 163    5.08   10.09    9.29   16.78   13.62   16.80
2009 164    5.31   10.64    9.78   16.94   13.91   16.77
2009 165    5.60   11.43   10.29   17.21   14.26   16.92
2009 166    5.76   12.13   10.68   17.58   14.80   17.19
2009 167    5.96   12.73   11.12   17.86   15.02   17.50
2009 168    6.25   13.37   11.73   18.20   15.13   18.12
2009 169    6.64   13.86   12.42   18.59   15.30   18.86
2009 170    7.35   14.47   13.25   18.98   15.53   19.55
2009 171    8.23   15.02   14.32   19.30   15.81   19.95
2009 172    8.34   16.10   15.27   19.51   15.97   20.15
2009 173    8.42   17.38   16.13   20.08   16.23   20.54
2009 174    8.62   18.31   17.10   21.12   16.91   21.59
2009 175    8.37   18.78   17.61   21.71   17.48   22.27
2009 176    8.14   18.71   17.45   21.70   17.59   22.18
2009 177    8.04   18.20   16.81   21.34   17.44   21.67
2009 178    7.89   17.68   16.44   21.18   17.41   21.44
2009 179    7.74   17.02   16.16   21.07   17.49   21.38
2009 180    7.56   16.71   15.82   20.93   17.54   21.25
2009 181    7.34   16.49   15.56   20.88   17.61   20.98
2009 182    7.20   16.38   15.20   20.79   17.66   20.68
2009 183    7.15   16.27   14.84   20.64   17.64   20.39
2009 184    7.17   16.25   14.54   20.43   17.47   20.15
2009 185    7.30   16.39   14.38   20.35   17.14   20.14
2009 186    7.33   16.57   14.41   20.53   17.01   20.41
2009 187    7.29   16.73   14.41   20.62   17.12   20.60
2009 188    7.35   16.68   14.24   20.61   17.16   20.57
2009 189    7.59   16.73   14.23   20.60   17.13   20.54
2009 190    7.81   16.99   14.63   20.72   17.28   20.69
2009 191    7.85   17.19   14.81   20.92   17.64   21.01
2009 192    7.74   17.27   14.68   21.06   17.75   21.18
2009 193    7.78   17.38   14.48   21.08   17.51   21.13
2009 194    7.94   17.44   14.34   21.02   17.30   21.09
2009 195    8.17   17.51   14.34   20.95   17.13   21.10
2009 196    8.37   17.37   14.47   21.06   17.17   21.22
2009 197    8.49   17.21   14.61   21.18   17.42   21.28
2009 198    8.72   17.18   14.78   21.16   17.48   21.11
2009 199    9.00   17.20   14.95   21.03   17.42   20.88
2009 200    9.25   17.26   15.16   20.99   17.48   20.81
2009 201    9.48   17.35   15.52   21.05   17.69   20.90
2009 202    9.74   17.55   15.76   21.12   18.00   20.94
2009 203   10.10   17.85   15.94   21.20   18.44   21.06
2009 204   10.36   18.20   16.11   21.29   18.91   21.13
2009 205   10.58   18.34   16.45   21.39   19.28   21.20
2009 206   10.77   18.36   16.76   21.44   19.46   21.44
2009 207   10.95   18.47   16.99   21.49   19.60   21.57
2009 208   11.05   18.57   17.16   21.61   19.72   21.66
2009 209   10.97   18.65   17.43   21.84   20.02   21.87
2009 210   10.84   18.71   17.61   22.03   20.27   22.13
2009 211   10.83   18.80   17.77   22.25   20.47   22.32
2009 212   10.80   18.86   17.95   22.39   20.59   22.44
2009 213   10.50   18.73   17.92   22.38   20.68   22.47
2009 214   10.27   18.49   17.75   22.37   20.71   22.45
2009 215   10.47   18.48   17.71   22.36   20.73   22.45
2009 216   10.56   18.47   17.60   22.47   20.78   22.49
2009 217   10.59   18.51   17.50   22.68   20.77   22.64
2009 218   10.72   18.60   17.56   22.72   20.72   22.73
2009 219   11.07   18.85   17.70   22.82   20.67   22.83
2009 220   11.67   19.18   18.01   23.02   20.90   22.98
2009 221   12.47   19.48   18.51   23.19   21.36   23.10
2009 222   13.19   19.58   18.79   23.35   21.75   23.34
2009 223   13.74   19.61   18.84   23.44   21.94   23.42
2009 224   14.28   19.93   19.02   23.53   22.22   23.34
2009 225   14.65   20.11   19.51   23.96   22.69   23.50
2009 226   14.84   20.11   19.86   24.46   23.23   23.87
2009 227   14.89   20.03   20.08   24.71   23.63   24.12
2009 228   14.62   20.02   20.23   24.82   23.99   24.22
2009 229   14.30   19.93   20.27   24.87   24.22   24.30
2009 230   14.01   19.77   20.21   24.71   24.09   24.22
2009 231   13.76   19.54   20.10   24.57   23.82   24.13
2009 232   13.55   19.28   19.92   24.33   23.63   23.80
2009 233   13.30   18.99   19.67   23.97   23.32   23.37
2009 234   13.17   18.68   19.39   23.67   23.02   22.61
2009 235   13.26   18.66   19.28   23.43   22.80   21.68
2009 236   13.37   18.73   19.31   23.31   22.66   21.38
2009 237   13.42   18.77   19.35   23.33   22.64   21.41
2009 238   13.45   18.68   19.26   23.17   22.46   21.19
2009 239   13.47   18.57   19.05   22.69   22.14   20.72
2009 240   13.37   18.43   18.72   22.20   21.64   20.30
2009 241   13.17   18.28   18.39   21.81   21.06   19.93
2009 242   13.11   18.10   18.16   21.54   20.74   19.68
2009 243   13.28   18.10   18.13   21.42   20.56   19.64
2009 244   13.54   18.26   18.26   21.45   20.54   19.85
2009 245   13.92   18.52   18.49   21.51   20.63   20.08
2009 246   14.30   18.73   18.73   21.65   20.82   20.29
2009 247   14.78   18.91   18.89   21.89   20.97   20.55
2009 248   15.18   19.13   19.06   22.05   21.00   20.75
2009 249   15.41   19.40   19.21   22.06   21.00   20.88
2009 250   15.67   19.62   19.40   22.01   21.02   20.90
2009 251   15.92   19.75   19.56   21.95   21.11   20.94
2009 252   16.08   19.89   19.62   21.89   21.02   20.97
2009 253   16.30   20.13   19.57   21.86   20.80   21.03
2009 254   16.58   20.34   19.53   21.82   20.62   21.11
2009 255   16.70   20.41   19.48   21.72   20.45   21.14
2009 256   16.75   20.50   19.43   21.63   20.39   21.07
2009 257   16.76   20.58   19.37   21.64   20.41   21.06
2009 258   16.58   20.49   19.24   21.60   20.31   20.95
2009 259   16.20   20.14   18.98   21.39   20.02   20.65
2009 260   15.93   19.77   18.81   21.14   19.77   20.33
2009 261   15.81   19.59   18.70   21.00   19.61   20.08
2009 262   15.77   19.46   18.58   20.96   19.49   19.88
2009 263   15.80   19.37   18.52   20.92   19.39   19.83
2009 264   15.84   19.28   18.47   20.88   19.34   19.85
2009 265   15.82   19.18   18.40   20.81   19.32   19.86
2009 266   15.82   19.15   18.39   20.70   19.27   19.81
2009 267   15.78   19.06   18.34   20.58   19.15   19.79
2009 268   15.65   18.93   18.20   20.44   18.96   19.62
2009 269   15.38   18.80   18.05   20.22   18.76   19.19
2009 270   14.88   18.67   17.81   19.96   18.52   18.58
2009 271   13.96   18.19   17.47   19.64   18.18   17.84
2009 272   12.88   17.31   17.02   19.06   17.82   16.73
2009 273   12.26   16.37   16.40   18.36   17.27   15.94
2009 274   12.04   15.87   15.79   17.87   16.33   15.61
2009 275   12.05   15.59   15.35   17.50   15.50   15.33
2009 276   12.02   15.18   14.88   17.13   15.05   14.84
2009 277   11.47   14.60   14.21   16.78   14.65   14.36
2009 278   10.98   14.09   13.78   16.48   14.25   14.12
2009 279   10.73   13.68   13.43   16.28   13.83   13.96
2009 280   10.58   13.23   13.05   16.06   13.25   13.73
2009 281   10.44   13.03   12.83   15.85   12.73   13.50
2009 282   10.25   12.76   12.67   15.72   12.56   13.29
2009 283   10.03   12.46   12.52   15.52   12.42   12.82
2009 284    9.64   12.25   12.25   15.31   12.18   12.51
2009 285    9.23   12.09   11.95   14.99   11.99   12.25
2009 286    8.95   11.89   11.64   14.59   11.88   11.86
2009 287    8.84   11.71   11.42   14.09   11.70   11.47
2009 288    8.79   11.48   11.24   13.59   11.59   10.91
2009 289    8.76   11.24   11.00   13.16   11.46   10.25
2009 290    8.76   11.10   10.87   12.95   11.36    9.80
2009 291    8.70   11.03   10.81   12.87   11.34    9.63
2009 292    8.63   11.01   10.75   12.80   11.18    9.64
2009 293    8.55   10.98   10.66   12.72   11.14    9.67
2009 294    8.45   10.93   10.57   12.78   11.05    9.84
2009 295    8.32   10.81   10.43   12.76   10.92   10.05
2009 296    8.21   10.62   10.24   12.67   10.77   10.27
2009 297    8.08   10.41   10.02   12.59   10.67   10.39
2009 298    8.03   10.30    9.90   12.55   10.62   10.47
2009 299    8.03   10.25    9.85   12.54   10.60   10.65
2009 300    8.04   10.21    9.74   12.53   10.56   10.88
2009 301    8.03   10.24    9.58   12.44   10.40   11.17
2009 302    7.94   10.17    9.43   12.31   10.31   11.20
2009 303    7.78    9.95    9.37   12.23   10.38   11.05
2009 304    7.59    9.75    9.32   12.11   10.41   10.81
2009 305    7.46    9.63    9.27   11.99   10.40   10.62
2009 306    7.39    9.57    9.20   11.92   10.39   10.49
2009 307    7.33    9.53    9.13   11.81   10.34   10.31
2009 308    7.29    9.49    9.06   11.61   10.22   10.07
2009 309    7.28    9.46    9.00   11.42   10.02    9.72
2009 310    7.32    9.50    9.00   11.36    9.92    9.55
2009 311    7.36    9.58    9.06   11.47   10.04    9.64
2009 312    7.25    9.54    9.08   11.60   10.24    9.86
2009 313    7.10    9.45    9.02   11.55   10.18    9.89
2009 314    7.07    9.33    8.94   11.31    9.95    9.76
2009 315    7.05    9.24    8.92   11.17    9.80    9.68
2009 316    6.99    9.17    8.90   11.14    9.78    9.62
2009 317    6.89    9.12    8.88   11.09    9.74    9.60
2009 318    6.80    9.08    8.87   11.12    9.68    9.66
2009 319    6.73    9.02    8.81   11.11    9.56    9.60
2009 320    6.70    8.92    8.70   10.92    9.48    9.25
2009 321    6.74    8.85    8.67   10.72    9.43    8.92
2009 322    6.81    8.74    8.62   10.59    9.39    8.76
2009 323    6.78    8.66    8.57   10.49    9.31    8.71
2009 324    6.71    8.61    8.52   10.38    9.17    8.64
2009 325    6.63    8.58    8.41   10.25    9.06    8.54
2009 326    6.61    8.56    8.31   10.17    8.99    8.51
2009 327    6.61    8.52    8.28   10.13    8.92    8.50
2009 328    6.62    8.49    8.26   10.07    8.88    8.34
2009 329    6.62    8.43    8.20    9.93    8.83    8.01
2009 330    6.58    8.33    8.10    9.74    8.77    7.75
2009 331    6.49    8.21    7.97    9.55    8.67    7.56
2009 332    6.35    8.12    7.80    9.42    8.54    7.27
2009 333    6.20    8.03    7.68    9.34    8.37    7.02
2009 334    6.17    7.94    7.64    9.19    8.24    6.76
2009 335    4.26    7.94    7.06    9.21    8.30    6.75
2009 336    4.00    7.80    7.00    8.90    8.10    6.43
2009 337    3.88    7.67    6.93    8.70    7.85    6.16
2009 338    3.77    7.51    6.82    8.46    7.60    5.85
2009 339    3.68    7.27    6.71    8.20    7.36    5.67
2009 340    3.63    7.01    6.57    7.89    7.22    5.54
2009 341    3.24    6.79    6.39    7.61    7.11    5.42
2009 342    4.41    6.50    6.64    7.25    6.98    5.38
2009 343    4.42    6.14    6.43    6.65    6.82    5.24
2009 344    4.31    5.89    6.19    6.18    6.50    4.98
2009 345    4.23    5.72    5.97    5.82    6.12    4.61
2009 346    4.13    5.63    5.76    5.61    5.87    3.71
2009 347    4.05    5.58    5.70    5.61    5.78    3.65
2009 348    3.99    5.45    5.58    5.53    5.72    3.66
2009 349    3.72    5.02    4.91    5.19    5.23    0.22
2009 350    3.68    4.86    4.77    4.96    5.11    0.22
2009 351    3.08    4.59    4.07    3.74    4.91    0.22
2009 352    3.08    4.58    3.98    3.62    4.81    0.22
2009 353    3.08    4.59    3.93    3.50    4.70    0.22
2009 354    3.08    4.56    3.86    3.38    4.62    0.22
2009 355    3.08    4.54    3.81    3.24    4.55    0.22
2009 356    3.08    4.45    3.79    3.09    4.48    0.22
2009 357    3.09    4.33    3.62    2.95    4.37    0.22
2009 358    3.24    4.24    3.50    3.19    4.30    0.22
2009 359    3.21    4.19    3.49    3.11    4.30    0.22
2009 360    3.19    4.09    3.48    3.04    4.27    0.22
2009 361    3.13    4.00    3.45    3.01    4.24    0.22
2009 362    3.10    3.96    3.42    2.98    4.17    0.22
2009 363    3.20    3.97    3.62    2.93    4.17    0.22
2009 364    3.11    3.92    3.58    2.92    4.13    0.22
2009 365    2.57    3.21    2.86    2.54    3.87    0.22
