  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2016 052    1.52    2.68    1.48    0.65    2.89    0.21
2016 053    1.50    2.62    1.53    0.84    2.81    0.25
2016 054    1.49    2.58    1.52    0.88    2.78    0.26
2016 055    1.50    2.49    1.44    0.73    2.71    0.26
2016 056    1.51    2.48    1.46    0.63    2.72    0.21
2016 057    1.57    2.40    1.51    0.97    2.66    0.21
2016 058    1.66    2.45    1.55    1.00    2.63    0.87
2016 059    1.65    2.52    1.53    1.21    2.59    1.21
2016 060    1.56    2.46    1.51    1.35    2.61    1.64
2016 061    1.50    2.39    1.52    1.33    2.61    1.58
2016 062    1.47    2.21    1.37    1.24    2.53    0.86
2016 063    1.50    2.23    1.29    1.17    2.46    0.21
2016 064    1.56    2.31    1.28    1.17    2.49    0.26
2016 065    1.64    2.47    1.29    1.26    2.48    0.26
2016 066    1.81    2.80    1.38    1.37    2.49    0.21
2016 067    1.93    3.03    1.64    1.84    2.68    1.72
2016 068    2.02    3.09    1.66    2.21    2.82    2.66
2016 069    2.11    3.04    1.72    2.43    2.94    2.91
2016 070    2.21    2.92    1.88    2.49    3.07    3.61
2016 071    2.28    2.92    1.88    2.47    3.14    3.75
2016 072    2.39    3.00    1.98    2.50    3.16    3.81
2016 073    2.39    2.99    1.98    2.63    3.15    3.97
2016 074    2.32    2.97    1.97    2.74    3.13    4.11
2016 075    2.22    2.95    1.94    2.81    3.13    4.23
2016 076    2.11    2.93    1.92    2.83    2.98    4.28
2016 077    2.03    2.97    1.97    2.85    3.16    4.32
2016 078    1.96    2.94    1.96    2.87    3.12    4.35
2016 079    1.83    2.97    1.94    2.85    2.91    4.31
2016 080    1.91    2.99    1.91    2.84    3.07    4.26
2016 081    1.88    3.01    1.97    2.87    3.08    4.23
2016 082    2.06    3.09    2.07    3.06    3.19    4.47
2016 083    2.08    3.15    2.11    3.34    3.27    4.60
2016 084    2.03    3.19    2.17    3.52    3.35    4.61
2016 085    2.00    3.21    2.17    3.58    3.37    4.56
2016 086    2.05    3.23    2.18    3.64    3.42    4.58
2016 087    2.10    3.28    2.31    3.83    3.56    4.83
2016 088    2.11    3.32    2.42    3.97    3.66    5.13
2016 089    2.07    3.36    2.47    4.03    3.69    5.34
2016 090    2.06    3.38    2.44    4.06    3.67    5.41
2016 091    2.07    3.40    2.43    4.10    3.66    5.39
2016 092    2.08    3.42    2.41    4.18    3.65    5.43
2016 093    2.03    3.42    2.39    4.22    3.63    5.41
2016 094    1.99    3.41    2.35    4.18    3.62    5.25
2016 095    1.96    3.31    2.30    4.04    3.58    4.90
2016 096    1.99    3.27    2.27    3.99    3.57    4.70
2016 097    2.03    3.36    2.30    4.02    3.61    4.72
2016 098    2.04    3.40    2.36    4.10    3.68    4.69
2016 099    2.03    3.43    2.37    4.17    3.73    4.58
2016 100    2.03    3.47    2.38    4.19    3.79    4.36
2016 101    2.12    3.55    2.41    4.24    3.88    4.28
2016 102    2.21    3.58    2.43    4.29    3.91    4.21
2016 103    2.25    3.61    2.43    4.28    3.90    4.25
2016 104    2.33    3.75    2.55    4.45    3.98    4.71
2016 105    2.41    3.93    2.73    4.72    4.14    5.17
2016 106    2.63    4.21    2.92    5.06    4.29    5.56
2016 107    2.74    4.51    3.17    5.43    4.48    6.05
2016 108    2.70    4.64    3.31    5.76    4.72    6.78
2016 109    2.68    4.62    3.33    6.01    4.90    7.47
2016 110    2.70    4.55    3.30    6.05    5.02    7.82
2016 111    2.76    4.52    3.38    6.10    5.11    8.11
2016 112    2.81    4.54    3.50    6.23    5.12    8.23
2016 113    2.79    4.55    3.56    6.45    5.15    8.42
2016 114    2.80    4.56    3.61    6.55    5.21    8.55
2016 115    2.86    4.59    3.63    6.61    5.20    8.70
2016 116    2.93    4.67    3.67    6.71    5.17    8.79
2016 117    2.96    4.70    3.70    6.85    5.15    8.84
2016 118    2.93    4.72    3.70    6.98    5.16    8.88
2016 119    2.89    4.77    3.76    7.07    5.17    8.82
2016 120    2.90    4.83    3.87    7.11    5.23    8.63
2016 121    2.96    4.86    3.95    7.16    5.32    8.57
2016 122    2.99    4.93    4.07    7.52    5.51    8.89
2016 123    3.05    5.01    4.20    7.94    5.72    9.18
2016 124    3.09    5.13    4.34    8.20    5.89    9.40
2016 125    3.11    5.20    4.55    8.36    6.20    9.76
2016 126    3.17    5.26    4.74    8.50    6.55    9.99
2016 127    3.33    5.41    4.92    8.71    6.80   10.18
2016 128    3.45    5.54    4.97    8.81    6.76   10.32
2016 129    3.48    5.62    4.97    8.78    6.58   10.41
2016 130    3.53    5.72    5.06    8.86    6.66   10.53
2016 131    3.59    5.81    5.15    9.09    6.93   10.74
2016 132    3.61    5.93    5.28    9.34    7.33   10.95
2016 133    3.64    6.13    5.43    9.61    7.52   11.16
2016 134    3.63    6.25    5.54    9.81    7.60   11.29
2016 135    3.61    6.27    5.58    9.93    7.52   11.23
2016 136    3.63    6.24    5.55    9.85    7.26   11.11
2016 137    3.69    6.35    5.59    9.86    7.09   11.15
2016 138    3.80    6.57    5.75   10.25    7.22   11.65
2016 139    3.98    6.90    5.95   10.58    7.50   12.11
2016 140    4.16    7.31    6.33   10.96    7.93   12.39
2016 141    4.34    7.73    6.73   11.41    8.45   12.77
2016 142    4.46    8.46    7.07   11.94    9.13   12.99
2016 143    4.59    8.95    7.51   12.56    9.96   13.29
2016 144    4.60    9.23    7.96   13.04   10.51   13.77
2016 145    4.60    9.39    8.39   13.53   10.92   14.39
2016 146    4.68    9.70    8.81   13.99   11.44   15.04
2016 147    4.77   10.12    9.45   14.62   12.47   15.80
2016 148    4.98   10.79   10.10   15.63   14.07   16.64
2016 149    5.21   11.52   10.83   16.54   15.14   17.39
2016 150    5.38   12.02   11.26   17.04   15.27   17.99
2016 151    5.32   12.54   11.36   17.24   14.98   18.45
2016 152    5.19   12.69   11.38   17.34   14.96   18.59
2016 153    5.21   12.74   11.49   17.27   15.19   18.48
2016 154    5.21   12.91   11.78   17.43   15.73   18.55
2016 155    5.20   13.32   12.12   17.70   16.26   18.64
2016 156    5.22   13.40   12.34   17.58   16.29   18.43
2016 157    5.16   13.25   12.02   17.34   15.69   18.26
2016 158    5.07   13.14   11.68   17.25   15.13   18.26
2016 159    5.01   12.98   11.41   17.11   14.59   18.14
2016 160    5.07   12.89   11.04   16.78   13.66   17.92
2016 161    5.34   13.17   10.94   16.60   12.79   17.83
2016 162    5.68   13.62   11.13   16.79   12.72   17.87
2016 163    6.01   14.14   11.53   17.16   13.19   18.29
2016 164    6.03   14.22   11.51   17.31   13.31   18.62
2016 165    6.15   14.30   11.63   17.41   13.31   18.52
2016 166    6.52   14.64   12.10   17.75   13.51   18.32
2016 167    6.98   15.03   12.57   18.08   13.98   18.70
2016 168    7.43   15.18   13.22   18.46   15.10   19.00
2016 169    7.84   15.31   13.79   18.79   16.18   19.19
2016 170    8.30   15.79   14.32   19.30   16.75   19.89
2016 171    8.22   16.28   14.70   20.04   17.19   20.72
2016 172    7.56   16.38   14.51   20.27   17.02   20.93
2016 173    7.28   16.33   14.31   20.31   16.51   20.94
2016 174    7.55   16.57   14.42   20.34   16.52   20.98
2016 175    8.31   16.97   14.81   20.40   16.99   21.07
2016 176    8.93   17.36   15.24   20.55   17.69   21.26
2016 177    9.00   17.65   15.71   20.86   18.31   21.54
2016 178    8.89   17.72   15.84   21.07   18.66   21.68
2016 179    8.75   17.74   15.81   21.21   18.86   21.78
2016 180    8.69   17.64   15.74   21.19   18.92   21.74
2016 181    9.01   17.71   15.78   21.04   18.83   21.75
2016 182    9.16   17.77   15.95   21.10   18.78   21.88
2016 183    9.20   17.75   15.95   21.02   18.51   21.79
2016 184    9.64   17.88   15.94   20.93   18.14   21.64
2016 185   10.26   18.18   16.26   21.10   18.28   21.65
2016 186   10.78   18.55   16.75   21.35   18.79   21.86
2016 187   11.37   18.95   17.15   21.81   19.46   22.54
2016 188   11.62   19.18   17.35   22.13   20.01   22.90
2016 189   11.69   19.33   17.66   22.54   20.29   23.05
2016 190   11.73   19.41   18.01   22.95   20.58   23.28
2016 191   11.84   19.35   18.12   22.99   20.67   23.33
2016 192   12.01   19.38   18.24   23.01   20.65   23.40
2016 193   12.31   19.67   18.61   23.35   21.11   23.65
2016 194   12.68   19.98   19.04   23.82   21.67   23.85
2016 195   12.79   20.14   19.26   23.92   21.99   24.08
2016 196   12.68   20.18   19.32   23.70   21.88   24.08
2016 197   12.57   20.10   19.23   23.46   21.56   23.96
2016 198   12.64   20.12   19.24   23.40   21.39   23.87
2016 199   12.88   20.23   19.20   23.46   21.41   23.84
2016 200   13.09   20.33   19.12   23.59   21.48   23.81
2016 201   13.60   20.54   19.17   23.67   21.45   23.70
2016 202   14.39   20.82   19.39   23.79   21.52   23.79
2016 203   14.90   21.15   19.67   23.94   21.65   24.07
2016 204   15.31   21.55   19.98   24.30   21.89   24.68
2016 205   15.70   21.85   20.29   24.62   22.10   25.14
2016 206   15.97   21.99   20.57   24.76   22.28   25.28
2016 207   16.06   22.11   20.83   24.88   22.45   25.43
2016 208   16.35   22.33   20.97   24.95   22.55   25.46
2016 209   16.62   22.46   21.17   25.01   22.86   25.41
2016 210   16.71   22.52   21.32   25.11   23.07   25.33
2016 211   17.04   22.49   21.38   25.25   23.19   25.25
2016 212   17.59   22.43   21.47   25.36   23.30   25.13
2016 213   18.20   22.50   21.71   25.44   23.36   25.01
2016 214   18.62   22.77   21.93   25.57   23.41   25.20
2016 215   18.85   23.15   22.19   25.75   23.57   25.52
2016 216   19.06   23.42   22.44   25.91   23.87   25.73
2016 217   18.97   23.58   22.53   26.09   24.21   25.89
2016 218   18.68   23.48   22.39   26.12   24.29   25.92
2016 219   18.58   23.38   22.14   25.96   24.06   25.82
2016 220   18.68   23.38   22.02   25.86   23.89   25.71
2016 221   18.88   23.46   22.07   25.80   23.93   25.56
2016 222   19.02   23.61   22.25   25.81   24.12   25.59
2016 223   19.05   23.81   22.47   26.10   24.46   25.90
2016 224   19.08   23.92   22.62   26.28   24.72   26.10
2016 225   19.07   23.87   22.60   26.35   24.76   26.12
2016 226   19.10   23.81   22.44   26.29   24.53   25.84
2016 227   19.14   23.83   22.33   26.07   24.19   25.49
2016 228   19.37   23.94   22.34   25.84   23.83   25.33
2016 229   19.87   24.16   22.42   25.63   23.42   25.19
2016 230   20.18   24.23   22.46   25.51   23.18   25.14
2016 231   20.28   24.20   22.58   25.50   23.19   25.18
2016 232   20.06   24.02   22.58   25.61   23.29   25.20
2016 233   19.39   23.57   22.42   25.70   23.46   25.17
2016 234   18.54   23.01   22.06   25.52   23.16   24.88
2016 235   18.26   22.77   21.72   25.33   22.70   24.58
2016 236   18.32   22.58   21.53   25.11   22.57   24.28
2016 237   18.35   22.45   21.46   25.07   22.69   24.17
2016 238   18.25   22.34   21.43   25.23   22.90   24.28
2016 239   18.18   22.28   21.43   25.45   23.09   24.49
2016 240   18.22   22.30   21.42   25.52   23.23   24.47
2016 241   18.24   22.34   21.39   25.50   23.30   24.31
2016 242   18.33   22.41   21.40   25.49   23.32   24.34
2016 243   18.39   22.37   21.45   25.40   23.38   24.22
2016 244   18.32   22.19   21.38   25.09   23.26   23.74
2016 245   18.21   21.99   21.18   24.68   23.04   23.24
2016 246   18.19   21.87   21.01   24.36   22.83   22.79
2016 247   18.20   21.79   20.97   24.20   22.76   22.56
2016 248   18.26   21.82   20.98   24.19   22.84   22.61
2016 249   18.29   21.97   21.04   24.31   23.03   22.98
2016 250   18.28   22.16   21.19   24.59   23.39   23.48
2016 251   18.27   22.17   21.35   24.93   23.66   23.75
2016 252   18.25   22.05   21.38   24.96   23.68   23.67
2016 253   18.21   21.93   21.35   24.85   23.63   23.60
2016 254   18.01   21.70   21.09   24.63   23.39   23.36
2016 255   17.91   21.57   20.75   24.38   22.91   23.20
2016 256   17.93   21.41   20.56   24.26   22.73   23.04
2016 257   17.83   21.24   20.40   24.17   22.60   22.85
2016 258   17.68   21.04   20.19   23.98   22.35   22.55
2016 259   17.61   20.93   20.09   23.72   22.08   22.23
2016 260   17.57   20.84   20.05   23.55   21.89   22.06
2016 261   17.54   20.73   20.05   23.52   21.87   22.02
2016 262   17.56   20.73   20.02   23.52   21.94   22.05
2016 263   17.50   20.79   20.10   23.62   22.07   22.29
2016 264   17.39   20.89   20.23   23.63   22.09   22.37
2016 265   17.26   20.88   20.19   23.60   22.09   22.31
2016 266   17.09   20.71   20.04   23.62   22.06   22.27
2016 267   16.97   20.49   19.86   23.54   21.85   21.97
2016 268   16.85   20.34   19.73   23.13   21.52   21.46
2016 269   16.63   20.17   19.55   22.77   21.29   20.97
2016 270   16.16   19.79   19.28   22.40   21.02   20.39
2016 271   15.64   19.37   18.91   22.03   20.63   19.92
2016 272   15.27   19.06   18.55   21.83   20.40   19.79
2016 273   15.15   18.85   18.32   21.54   20.20   19.46
2016 274   15.17   18.66   18.12   21.03   19.81   18.81
2016 275   15.24   18.40   17.79   20.49   19.22   18.20
2016 276   15.35   18.24   17.54   20.17   18.75   17.89
2016 277   15.36   18.17   17.41   20.04   18.60   17.73
2016 278   15.28   18.14   17.44   20.01   18.55   17.74
2016 279   15.11   18.08   17.44   20.00   18.51   17.81
2016 280   14.92   17.95   17.45   20.02   18.50   17.88
2016 281   14.66   17.72   17.39   20.06   18.52   17.84
2016 282   14.14   17.47   17.14   19.92   18.42   17.46
2016 283   13.60   17.24   16.77   19.62   18.09   16.87
2016 284   13.38   17.13   16.55   19.34   17.75   16.35
2016 285   13.35   17.04   16.45   19.16   17.63   15.99
2016 286   13.19   16.84   16.33   19.01   17.53   15.67
2016 287   12.77   16.44   16.16   18.80   17.32   15.39
2016 288   12.47   16.16   15.94   18.56   17.12   15.20
2016 289   12.36   16.08   15.77   18.41   17.08   15.16
2016 290   12.24   15.98   15.72   18.45   17.06   15.34
2016 291   12.09   15.91   15.68   18.58   17.00   15.77
2016 292   11.88   15.76   15.52   18.55   16.96   15.98
2016 293   11.75   15.61   15.39   18.47   16.90   15.85
2016 294   11.63   15.42   15.32   18.34   16.83   15.36
2016 295   11.44   15.18   15.13   17.95   16.53   14.59
2016 296   11.32   14.94   14.82   17.45   15.96   14.02
2016 297   11.23   14.82   14.52   17.06   15.49   13.61
2016 298   11.10   14.69   14.26   16.82   15.15   13.28
2016 299   10.94   14.55   13.85   16.43   14.68   12.91
2016 300   10.71   14.44   13.32   16.05   14.26   12.69
2016 301   10.52   14.21   12.77   15.64   13.88   12.24
2016 302   10.39   13.94   12.41   15.10   13.28   11.65
2016 303   10.26   13.61   12.10   14.85   12.86   11.48
2016 304   10.15   13.42   11.94   14.66   12.59   11.38
2016 305   10.07   13.31   11.90   14.55   12.48   11.33
2016 306   10.00   13.26   11.89   14.51   12.48   11.51
2016 307    9.97   13.20   11.84   14.50   12.51   11.75
2016 308    9.99   13.14   11.76   14.43   12.51   11.85
2016 309   10.03   13.15   11.74   14.40   12.50   11.92
2016 310   10.13   13.17   11.76   14.35   12.41   11.89
2016 311   10.22   13.20   11.81   14.38   12.34   11.94
2016 312   10.15   13.20   11.86   14.45   12.38   11.96
2016 313    9.91   13.04   11.77   14.36   12.37   11.77
2016 314    9.71   12.83   11.55   14.07   12.17   11.43
2016 315    9.67   12.75   11.41   13.86   12.02   11.30
2016 316    9.50   12.60   11.25   13.66   11.79   11.06
2016 317    9.30   12.39   10.98   13.37   11.44   10.59
2016 318    9.15   12.25   10.82   13.21   11.17   10.27
2016 319    9.08   12.11   10.71   13.10   11.00   10.12
2016 320    8.98   11.92   10.60   12.84   10.95    9.99
2016 321    8.84   11.78   10.47   12.60   10.92    9.92
2016 322    8.77   11.73   10.39   12.53   10.88    9.94
2016 323    8.67   11.70   10.35   12.56   10.90    9.93
2016 324    8.41   11.61   10.27   12.53   10.94    9.83
2016 325    8.04   11.27   10.04   12.29   10.80    9.49
2016 326    7.68   10.84    9.68   11.81   10.42    8.61
2016 327    7.54   10.55    9.43   11.27    9.94    7.94
2016 328    7.45   10.24    9.17   10.92    9.74    7.64
2016 329    7.16    9.75    8.88   10.70    9.64    7.67
2016 330    7.07    9.43    8.58   10.38    9.37    7.56
2016 331    6.86    9.20    8.32    9.93    8.98    7.23
2016 332    6.76    9.03    8.06    9.66    8.71    6.93
2016 333    6.73    8.94    7.97    9.61    8.53    6.97
2016 334    6.68    8.87    7.96    9.50    8.57    7.10
2016 335    6.64    8.83    7.93    9.41    8.60    7.20
2016 336    6.59    8.82    7.89    9.32    8.44    7.20
2016 337    6.46    8.80    7.82    9.18    8.17    7.04
2016 338    6.32    8.74    7.74    8.99    7.97    6.81
2016 339    6.24    8.57    7.64    8.76    7.86    6.50
2016 340    6.19    8.42    7.51    8.56    7.76    6.27
2016 341    6.07    8.24    7.41    8.44    7.68    6.22
2016 342    5.91    8.02    7.36    8.39    7.58    6.23
2016 343    5.80    7.86    7.31    8.11    7.44    6.12
2016 344    5.58    7.67    7.23    7.88    7.25    6.01
2016 345    5.34    6.99    6.82    7.31    7.06    5.74
2016 346    5.04    6.42    6.31    6.24    6.86    5.23
2016 347    4.87    6.27    6.14    5.81    6.65    4.90
2016 348    4.63    6.01    5.83    5.41    6.45    4.43
2016 349    4.53    5.91    5.66    5.16    6.24    4.09
2016 350    4.46    5.66    5.49    4.78    5.98    2.08
2016 351    4.34    5.30    4.95    4.12    5.69    0.22
2016 352    4.25    5.01    4.67    3.85    5.64    0.22
2016 353    4.22    4.97    4.56    3.73    5.55    0.22
2016 354    4.17    4.90    4.58    3.71    5.51    0.22
2016 355    4.16    4.83    4.52    3.68    5.54    0.22
2016 356    4.17    4.78    4.49    3.69    5.52    0.22
2016 357    4.25    4.84    4.40    3.62    5.45    0.22
2016 358    4.34    4.86    4.49    3.55    5.44    0.21
2016 359    4.27    4.88    4.48    3.57    5.46    0.21
2016 360    4.05    4.92    4.46    3.61    5.50    0.21
2016 361    3.85    4.97    4.50    3.67    5.55    0.21
2016 362    3.85    4.92    4.51    3.63    5.51    0.21
2016 363    3.89    4.79    4.42    3.44    5.38    0.21
2016 364    3.91    4.67    4.25    3.24    5.25    1.90
2016 365    3.91    4.56    4.13    3.18    5.17    2.03
2016 366    3.89    4.41    4.03    3.09    5.09    1.99
