  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
1995 052    0.74    1.39    0.75    0.20    1.77    0.20
1995 053    0.79    1.90    0.78    0.20    1.71    0.20
1995 054    0.83    2.04    0.82    0.20    1.79    0.20
1995 055    0.85    2.03    0.82    0.20    1.78    0.20
1995 056    0.75    1.86    0.67    0.20    1.74    0.20
1995 057    0.68    1.76    0.62    0.20    1.69    0.20
1995 058    0.62    1.68    0.60    0.16    1.66    0.20
1995 059    0.56    1.38    0.52    0.20    1.52    0.20
1995 060    0.53    1.31    0.50    0.20    1.44    0.20
1995 061    0.52    1.21    0.56    0.20    1.40    0.20
1995 062    0.54    1.25    0.64    0.20    1.51    0.20
1995 063    0.54    1.22    0.55    0.20    1.50    0.20
1995 064    0.54    1.18    0.53    0.20    1.47    0.20
1995 065    0.53    1.12    0.45    0.20    1.40    0.20
1995 066    0.53    1.06    0.42    0.20    1.36    0.20
1995 067    0.59    1.10    0.44    0.20    1.38    0.20
1995 068    0.50    0.92    0.32    0.20    1.38    0.20
1995 069    0.46    0.86    0.30    0.20    1.35    0.20
1995 070    0.39    0.78    0.29    0.20    1.29    0.20
1995 071    0.37    0.71    0.27    0.20    1.24    0.20
1995 072    0.47    0.83    0.32    0.20    1.19    0.20
1995 073    0.53    0.89    0.38    0.20    1.19    0.20
1995 074    0.59    0.94    0.39    0.20    1.25    0.20
1995 075    0.52    0.99    0.38    0.20    1.28    0.20
1995 076    0.52    1.07    0.38    0.20    1.35    0.20
1995 077    0.54    1.15    0.39    0.20    1.42    0.20
1995 078    0.56    1.25    0.40    0.20    1.50    0.20
1995 079    0.67    1.34    0.43    0.20    1.59    0.20
1995 080    0.71    1.44    0.48    0.20    1.68    0.20
1995 081    0.85    1.56    0.57    1.12    1.70    2.40
1995 082    0.87    1.70    0.67    1.30    1.79    2.80
1995 083    0.77    1.92    1.02    1.47    1.85    3.18
1995 084    0.75    1.97    0.77    1.43    2.07    3.68
1995 085    0.67    1.89    0.80    1.49    1.94    3.88
1995 086    0.72    1.85    0.73    1.52    1.82    3.68
1995 087    0.87    1.81    0.86    1.63    1.63    3.53
1995 088    0.61    1.75    0.84    1.67    1.75    3.58
1995 089    0.55    1.70    0.78    1.68    1.74    3.55
1995 090    0.55    1.68    0.75    1.67    1.71    3.51
1995 091    0.59    1.70    0.75    1.68    1.59    3.47
1995 092    0.62    1.76    0.80    1.74    1.69    3.40
1995 093    0.64    1.80    0.82    1.83    1.75    3.37
1995 094    0.64    1.81    0.82    1.91    1.83    3.22
1995 095    0.62    1.79    0.84    2.01    1.91    2.97
1995 096    0.61    2.04    0.87    2.17    1.96    3.32
1995 097    0.59    2.08    0.91    2.26    2.02    3.55
1995 098    0.58    2.08    0.85    2.25    2.03    3.71
1995 099    0.56    2.08    0.87    2.23    2.00    3.76
1995 100    0.62    2.12    0.94    2.16    1.98    3.71
1995 101    0.67    2.15    1.02    2.14    1.95    3.72
1995 102    0.72    2.21    1.07    2.31    1.91    3.88
1995 103    0.77    2.24    1.12    2.61    2.08    4.07
1995 104    0.82    1.92    1.17    2.68    2.22    4.22
1995 105    1.27    2.19    1.09    2.33    2.07    4.06
1995 106    0.87    2.21    1.69    2.84    2.01    4.28
1995 107    0.90    2.32    1.60    3.07    2.93    4.67
1995 108    0.98    2.36    1.60    3.30    2.98    5.04
1995 109    1.07    2.39    1.65    3.54    2.88    5.35
1995 110    1.08    2.40    1.66    3.73    2.77    5.68
1995 111    1.05    2.42    1.75    3.96    2.93    6.10
1995 112    1.02    2.43    1.81    4.24    3.09    6.41
1995 113    1.03    2.26    1.78    4.49    3.24    6.59
1995 114    1.08    2.40    1.92    4.72    3.15    6.57
1995 115    1.08    2.64    2.00    4.84    3.03    6.68
1995 116    1.10    2.81    2.08    5.00    3.29    6.94
1995 117    1.13    2.93    2.15    5.16    3.52    7.13
1995 118    1.29    3.04    2.24    5.34    3.70    7.25
1995 119    1.37    3.29    2.32    5.56    3.73    7.49
1995 120    1.41    3.36    2.37    5.84    3.95    7.74
1995 121    1.47    3.48    2.50    6.09    4.21    8.06
1995 122    1.54    3.57    2.73    6.39    4.31    8.32
1995 123    1.53    3.63    2.89    6.74    4.46    8.58
1995 124    1.49    3.90    3.21    7.20    4.06    9.14
1995 125    1.51    4.15    3.54    7.67    4.49    9.75
1995 126    1.69    3.83    3.78    7.50    4.77    9.91
1995 127    1.75    3.84    3.53    8.11    4.75   10.08
1995 128    1.85    4.05    3.22    7.86    4.22   10.16
1995 129    1.93    4.28    3.31    7.99    4.43   10.34
1995 130    2.01    4.53    3.51    8.20    4.77   10.88
1995 131    1.91    4.74    3.67    8.37    5.04   11.28
1995 132    2.01    4.55    3.72    8.54    5.37   11.62
1995 133    2.08    5.02    4.20    8.86    5.55   11.93
1995 134    2.10    5.03    4.30    9.02    5.71   12.46
1995 135    2.16    5.04    4.38    9.27    5.91   12.72
1995 136    2.32    5.09    4.42    9.69    6.17   12.98
1995 137    2.52    5.15    4.45   10.05    6.36   13.23
1995 138    2.72    5.41    4.51   10.35    6.51   13.54
1995 139    2.50    5.84    4.93   10.63    6.61   13.69
1995 140    2.47    5.83    5.17   10.44    6.80   13.20
1995 141    2.53    5.70    5.17   10.66    6.84   13.46
1995 142    2.55    5.95    4.88   10.92    6.51   13.83
1995 143    2.59    6.31    5.31   11.74    6.82   14.05
1995 144    2.62    6.28    5.52   11.83    7.06   13.93
1995 145    2.60    6.28    5.70   11.95    7.32   13.76
1995 146    2.47    6.19    5.72   11.99    7.64   13.58
1995 147    2.96    6.43    5.84   12.40    7.53   13.81
1995 148    2.99    6.53    5.98   12.43    8.04   14.01
1995 149    3.00    6.64    6.10   12.46    8.13   14.26
1995 150    3.06    6.70    6.19   12.56    8.16   14.60
1995 151    3.33    7.30    6.42   12.61    8.32   15.17
1995 152    3.71    8.37    7.13   13.41    9.05   16.16
1995 153    3.99    9.00    7.33   13.81    9.72   16.02
1995 154    3.49    9.56    7.49   14.18   10.40   15.90
1995 155    3.51    9.96    7.65   14.44   11.12   15.93
1995 156    4.11   10.75    8.22   15.55   11.34   16.77
1995 157    4.20   11.89    8.62   16.94   12.55   17.28
1995 158    4.19   11.49    8.82   17.65   13.95   17.44
1995 159    4.23   11.03    8.46   17.31   13.48   17.45
1995 160    4.05   10.62    8.45   16.92   12.41   17.44
1995 161    4.20   10.34    8.64   16.64   12.29   17.45
1995 162    4.30   10.18    8.76   16.42   12.54   17.42
1995 163    4.25    9.87    8.95   16.12   12.73   17.26
1995 164    4.39   10.39    9.37   16.27   13.18   17.46
1995 165    4.46   11.18    9.48   16.66   13.58   17.87
1995 166    4.99   13.60   10.02   16.75   14.14   17.74
1995 167    5.54   13.57   11.44   18.30   14.79   19.38
1995 168    6.29   13.70   12.33   19.48   15.69   19.38
1995 169    7.23   14.66   12.92   19.56   16.01   19.74
1995 170    7.53   16.38   13.79   20.34   16.76   20.86
1995 171    7.60   18.72   14.35   21.39   17.43   21.61
1995 172    7.40   17.92   14.21   20.52   17.44   21.78
1995 173    7.80   17.70   14.37   19.81   17.91   20.61
1995 174    8.58   19.71   16.60   20.37   18.42   20.75
1995 175    8.88   20.37   17.14   20.59   18.67   20.87
1995 176    8.82   20.50   17.49   20.82   18.75   20.91
1995 177    8.50   19.70   17.25   20.93   18.57   20.96
1995 178    8.28   19.46   16.84   20.93   18.48   20.98
1995 179    8.11   19.20   16.51   20.91   18.35   21.15
1995 180    7.98   18.93   16.16   20.83   18.32   21.12
1995 181    7.71   18.59   15.83   20.73   18.46   20.94
1995 182    7.51   17.91   15.47   20.69   18.47   20.77
1995 183    7.36   17.32   15.20   20.65   18.27   20.67
1995 184    7.38   16.87   15.19   20.59   17.62   20.72
1995 185    7.33   16.91   15.39   20.73   18.06   20.72
1995 186    7.24   16.79   15.57   20.91   18.82   20.51
1995 187    7.05   16.66   15.51   21.12   19.15   20.30
1995 188    6.93   16.47   15.34   21.17   19.49   20.11
1995 189    6.94   16.60   15.23   20.95   19.32   20.03
1995 190    7.06   17.22   15.30   20.73   19.14   19.96
1995 191    7.28   17.40   15.23   20.60   19.26   20.09
1995 192    7.65   17.69   15.53   21.04   20.36   20.82
1995 193    8.14   18.84   16.73   21.97   20.39   21.83
1995 194    8.43   19.83   18.20   22.85   21.52   23.09
1995 195    8.78   20.28   19.18   23.26   21.97   24.04
1995 196    8.84   20.20   18.73   24.00   21.89   24.44
1995 197    9.60   20.11   18.56   23.84   21.70   24.29
1995 198    9.98   19.66   18.26   23.64   21.51   23.67
1995 199   10.12   19.53   17.74   22.94   21.35   23.52
1995 200   10.37   19.58   17.60   22.83   20.85   23.58
1995 201   10.67   19.72   17.91   23.28   20.94   23.69
1995 202   10.98   19.57   17.92   23.52   20.91   23.63
1995 203   11.77   20.55   19.00   23.29   20.94   23.24
1995 204   12.49   20.99   19.67   23.48   21.72   23.50
1995 205   13.11   21.23   20.41   23.61   21.97   23.65
1995 206   13.48   21.38   20.33   23.82   22.31   23.75
1995 207   13.99   21.81   20.44   24.23   22.79   24.21
1995 208   14.31   21.47   20.93   24.77   23.10   24.21
1995 209   14.14   21.60   20.92   24.63   22.97   24.35
1995 210   12.79   21.27   20.58   24.44   23.10   24.59
1995 211   13.67   22.07   20.70   24.66   22.64   24.61
1995 212   13.73   22.60   21.24   24.97   23.17   24.87
1995 213   13.72   22.49   21.23   25.38   23.58   24.90
1995 214   14.07   22.35   21.16   25.44   23.48   25.05
1995 215   14.84   22.35   21.16   25.37   23.27   24.98
1995 216   15.41   22.37   21.14   25.33   23.10   24.84
1995 217   15.71   22.33   21.12   25.19   22.91   24.76
1995 218   16.08   22.38   21.12   25.06   22.71   24.67
1995 219   16.41   22.80   21.22   25.07   22.58   24.71
1995 220   16.89   23.27   21.38   25.16   22.70   24.80
1995 221   17.00   23.26   21.60   25.25   22.88   24.77
1995 222   17.01   23.28   21.60   25.29   23.11   24.88
1995 223   16.96   23.53   21.96   25.23   23.27   25.35
1995 224   17.12   23.70   22.17   25.21   22.96   25.44
1995 225   17.63   23.98   22.25   25.35   23.24   25.64
1995 226   17.26   24.02   22.34   25.83   23.51   25.74
1995 227   16.91   23.99   22.47   26.17   24.26   26.36
1995 228   17.16   23.86   22.48   26.45   25.02   26.16
1995 229   17.48   23.70   22.46   26.30   24.87   25.60
1995 230   17.58   23.65   22.46   26.26   24.68   25.23
1995 231   17.33   23.91   22.57   26.20   23.95   24.86
1995 232   17.08   23.85   22.64   26.30   24.41   24.92
1995 233   16.64   23.70   22.27   26.03   24.45   24.13
1995 234   16.71   23.70   21.26   25.54   23.44   23.27
1995 235   16.86   23.65   21.00   25.57   23.37   23.48
1995 236   16.75   23.09   20.62   25.40   22.74   23.64
1995 237   16.63   22.67   20.37   25.24   22.26   23.71
1995 238   16.51   22.46   20.32   25.13   22.40   23.98
1995 239   16.37   22.42   20.22   25.01   22.06   23.71
1995 240   16.63   22.29   19.99   24.60   21.87   23.06
1995 241   16.69   22.44   20.07   24.48   21.89   23.00
1995 242   16.79   22.53   20.11   24.39   21.58   23.08
1995 243   16.36   22.30   19.67   24.61   21.31   23.59
1995 244   16.62   22.21   19.39   24.40   20.92   23.21
1995 245   16.72   21.86   19.12   23.99   20.58   22.88
1995 246   16.59   22.10   19.17   23.79   20.46   22.98
1995 247   16.58   22.13   19.49   23.53   20.89   22.44
1995 248   16.19   22.39   19.77   23.68   20.68   22.89
1995 249   15.42   21.97   19.49   23.97   20.57   23.05
1995 250   14.29   21.02   18.84   23.81   20.51   22.08
1995 251   13.63   20.15   18.29   23.11   19.94   21.05
1995 252   13.48   19.65   18.14   22.49   19.52   20.28
1995 253   13.39   19.73   18.20   22.06   19.00   20.14
1995 254   13.48   18.89   17.71   22.02   18.79   19.74
1995 255   13.80   19.09   17.76   21.26   18.34   19.48
1995 256   13.88   18.93   17.78   21.21   18.45   19.68
1995 257   13.64   18.94   17.66   21.26   18.53   20.13
1995 258   13.39   18.57   17.85   21.41   18.76   20.40
1995 259   13.23   18.40   17.33   21.03   18.32   20.17
1995 260   13.06   17.93   16.94   20.62   18.01   19.93
1995 261   13.32   17.43   16.95   20.40   17.86   19.48
1995 262   13.15   17.21   16.77   20.33   18.04   18.32
1995 263   12.79   16.96   16.44   20.17   17.85   17.76
1995 264   12.54   16.72   16.09   19.80   17.72   17.26
1995 265   12.29   16.47   15.74   19.30   17.18   16.70
1995 266   12.22   16.27   15.40   18.87   16.67   16.35
1995 267   12.06   16.05   15.16   18.50   16.40   16.11
1995 268   11.91   15.84   15.01   18.33   16.27   16.19
1995 269   11.86   15.67   14.87   18.17   16.31   16.27
1995 270   12.17   15.69   15.01   18.28   16.36   16.13
1995 271   11.97   15.97   14.88   17.95   16.22   16.16
1995 272   11.88   15.73   15.02   18.18   16.32   16.34
1995 273   11.74   15.67   15.00   18.34   16.55   17.22
1995 274   11.55   15.57   14.81   18.04   16.35   17.04
1995 275   11.45   15.61   14.68   18.14   16.43   17.14
1995 276   11.30   15.42   14.51   18.01   15.78   16.95
1995 277   11.14   15.29   14.32   17.71   15.61   16.43
1995 278   11.00   15.28   14.13   17.44   15.45   15.96
1995 279   10.86   15.06   13.96   17.16   15.28   15.52
1995 280   10.72   14.85   13.78   16.99   15.14   15.08
1995 281   10.54   14.66   13.63   16.96   15.00   14.73
1995 282   10.45   14.42   13.46   17.04   14.76   14.53
1995 283   10.49   14.36   13.37   16.61   14.62   14.79
1995 284   10.58   14.60   13.60   16.72   14.80   15.18
1995 285   10.67   14.94   13.88   17.03   15.11   15.47
1995 286   10.30   14.41   13.72   17.24   15.25   15.86
1995 287    9.94   14.00   13.18   16.89   14.96   15.16
1995 288    9.64   13.52   12.76   16.27   14.23   14.31
1995 289    9.46   13.36   12.16   15.70   13.41   13.47
1995 290    9.10   12.89   11.86   15.56   12.98   12.42
1995 291    8.90   12.64   11.74   15.43   12.82   12.22
1995 292    8.76   12.39   11.54   14.92   12.64   12.00
1995 293    8.60   12.16   11.36   14.69   12.53   11.67
1995 294    8.37   11.91   11.13   14.54   12.42   11.42
1995 295    8.12   11.65   10.89   14.33   12.29   11.18
1995 296    7.91   11.39   10.70   14.30   12.40   11.01
1995 297    7.71   11.04   10.60   14.03   11.94   10.88
1995 298    7.56   10.89   10.49   13.71   11.65   10.74
1995 299    7.50   10.82   10.34   13.79   11.53   10.58
1995 300    7.47   10.71   10.21   13.66   11.31   10.48
1995 301    7.44   10.58   10.04   13.36   11.06   10.37
1995 302    7.37   10.49    9.89   13.13   10.79   10.28
1995 303    7.25   10.37    9.76   12.90   10.56    9.93
1995 304    7.15   10.12    9.62   12.67   10.38    9.63
1995 305    7.05    9.86    9.50   12.43   10.19    9.17
1995 306    6.95    9.61    9.35   12.19    9.98    8.78
1995 307    6.75    9.36    9.15   11.95    9.74    8.35
1995 308    6.64    9.18    9.08   11.67    9.55    8.00
1995 309    6.58    8.99    9.10   11.38    9.38    7.57
1995 310    6.54    8.94    8.99   11.15    9.03    7.07
1995 311    6.50    8.85    8.84   11.10    8.86    6.59
1995 312    6.41    8.68    8.65   11.05    8.67    6.36
1995 313    6.31    8.49    8.48   10.88    8.51    5.98
1995 314    6.16    8.27    8.31   10.62    8.38    5.61
1995 315    6.00    8.03    8.07   10.33    8.28    5.34
1995 316    5.80    7.84    7.85   10.03    8.18    5.10
1995 317    5.66    7.63    7.65    9.73    8.08    4.86
1995 318    5.53    7.47    7.47    9.40    7.92    4.57
1995 319    5.43    7.31    7.29    9.07    7.79    4.31
1995 320    5.39    7.18    7.11    8.74    7.68    4.10
1995 321    5.33    7.04    6.93    8.42    7.57    3.90
1995 322    5.29    6.90    6.72    8.10    7.46    3.73
1995 323    5.26    6.77    6.43    7.83    7.35    3.60
1995 324    5.23    6.73    6.25    7.61    7.24    3.56
1995 325    5.19    6.58    6.12    7.37    7.12    3.35
1995 326    5.10    6.38    6.02    7.11    6.80    3.01
1995 327    4.99    6.17    5.88    6.82    6.67    2.73
1995 328    4.86    5.96    5.73    6.60    6.60    2.54
1995 329    4.69    5.81    5.59    6.45    6.55    2.37
1995 330    4.56    5.72    5.46    6.33    6.46    2.33
1995 331    4.44    5.65    5.35    6.22    6.37    2.29
1995 332    4.34    5.59    5.23    6.11    6.18    2.21
1995 333    4.24    5.53    5.12    5.85    6.01    2.15
1995 334    4.16    5.47    5.01    5.64    6.21    2.13
1995 335    4.08    5.43    4.92    5.53    6.20    2.15
1995 336    4.04    5.35    4.84    5.54    6.15    2.16
1995 337    3.97    5.14    4.76    5.62    6.15    2.29
1995 338    3.88    4.93    4.68    5.57    5.99    2.37
1995 339    3.78    4.85    4.50    5.37    5.70    2.27
1995 340    3.65    4.69    4.29    5.09    5.48    2.09
1995 341    3.50    4.63    4.02    4.77    5.26    1.71
1995 342    3.36    4.52    3.82    4.38    5.08    1.29
1995 343    3.21    4.39    3.45    3.76    4.92    0.20
1995 344    3.06    4.22    3.22    3.34    4.71    0.20
1995 345    2.92    4.10    3.02    3.00    4.43    0.20
1995 346    2.74    3.99    2.74    2.71    4.23    0.20
1995 347    2.60    3.89    2.60    2.44    4.09    0.20
1995 348    2.46    3.78    2.41    2.19    4.02    0.20
1995 349    2.33    3.66    2.25    2.01    3.92    0.20
1995 350    2.22    3.56    2.09    1.73    3.82    0.20
1995 351    2.12    3.47    2.00    1.57    3.70    0.20
1995 352    2.05    3.34    1.94    1.50    3.59    0.20
1995 353    1.97    3.24    1.85    1.44    3.46    0.20
1995 354    1.91    3.18    1.82    1.40    3.35    0.20
1995 355    1.86    3.13    1.78    1.36    3.24    0.20
1995 356    2.09    3.10    1.75    1.33    3.15    0.20
1995 357    2.17    3.07    1.71    1.30    3.03    0.20
1995 358    2.17    3.04    1.66    1.26    2.93    0.20
1995 359    2.12    2.95    1.58    1.23    2.75    0.20
1995 360    2.08    2.87    1.51    1.20    2.64    0.20
1995 361    2.08    2.82    1.45    1.10    2.67    0.20
1995 362    2.11    2.78    1.46    1.03    2.68    0.20
1995 363    2.09    2.75    1.46    0.99    2.67    0.20
1995 364    2.01    2.69    1.45    0.97    2.64    0.20
1995 365    1.93    2.59    1.44    0.95    2.58    0.20
