  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2014 052    0.22    0.59    0.20    0.24    1.29    0.21
2014 053    0.22    0.62    0.22    0.23    1.35    0.21
2014 054    0.20    0.69    0.20    0.20    1.39    0.21
2014 055    0.20    0.66    0.26    0.25    1.37    0.28
2014 056    0.20    0.54    0.23    0.20    1.32    0.27
2014 057    0.20    0.54    0.20    0.20    1.21    0.21
2014 058    0.20    0.49    0.20    0.20    1.10    0.21
2014 059    0.20    0.28    0.20    0.20    1.04    0.21
2014 060    0.20    0.20    0.20    0.20    0.20    0.21
2014 061    0.20    0.20    0.20    0.20    0.20    0.21
2014 062    0.20    0.25    0.20    0.20    0.77    0.21
2014 063    0.20    0.21    0.20    0.20    0.69    0.21
2014 064    0.20    0.22    0.20    0.20    0.66    0.21
2014 065    0.21    0.21    0.20    0.20    0.53    0.21
2014 066    0.20    0.20    0.20    0.20    0.56    0.21
2014 067    0.20    0.20    0.20    0.20    0.63    0.21
2014 068    0.20    0.20    0.20    0.20    0.62    0.21
2014 069    0.20    0.30    0.20    0.20    0.79    0.21
2014 070    0.21    0.27    0.22    0.22    0.86    0.21
2014 071    0.20    0.27    0.21    0.20    0.83    0.21
2014 072    0.21    0.26    0.20    0.20    0.78    0.21
2014 073    0.20    0.40    0.22    0.20    0.79    0.21
2014 074    0.20    0.20    0.20    0.20    0.75    0.21
2014 075    0.20    0.43    0.20    0.20    0.86    0.21
2014 076    0.20    0.32    0.20    0.20    0.85    0.21
2014 077    0.20    0.36    0.20    0.20    0.81    0.21
2014 078    0.20    0.36    0.20    0.20    0.81    0.21
2014 079    0.20    0.39    0.20    0.20    0.88    0.21
2014 080    0.20    0.20    0.20    0.20    0.87    0.21
2014 081    0.20    0.20    0.20    0.20    0.90    0.21
2014 082    0.20    0.20    0.20    0.20    0.90    0.21
2014 083    0.20    0.36    0.22    0.29    0.95    0.32
2014 084    0.20    0.40    0.22    0.27    0.91    0.33
2014 085    0.20    0.47    0.20    0.33    0.95    0.31
2014 086    0.21    0.52    0.21    0.32    1.00    0.32
2014 087    0.20    0.61    0.20    0.27    1.13    0.36
2014 088    0.20    0.70    0.20    0.20    1.24    0.21
2014 089    0.20    0.69    0.21    0.20    1.32    0.21
2014 090    0.22    0.73    0.30    0.79    1.34    0.25
2014 091    0.22    0.74    0.30    0.78    1.32    0.21
2014 092    0.23    0.83    0.28    0.83    1.32    0.21
2014 093    0.22    0.84    0.20    0.81    1.32    0.21
2014 094    0.20    0.91    0.32    0.96    1.37    1.04
2014 095    0.20    0.95    0.33    0.95    1.36    1.07
2014 096    0.20    0.95    0.20    1.00    1.46    0.22
2014 097    0.24    1.08    0.45    1.28    1.56    1.43
2014 098    0.23    1.05    0.55    1.33    1.55    2.14
2014 099    0.23    1.11    0.62    1.47    1.65    2.42
2014 100    0.27    1.18    0.76    1.65    1.72    2.61
2014 101    0.20    1.21    0.72    1.85    1.88    3.58
2014 102    0.20    1.22    0.80    2.03    2.07    3.85
2014 103    0.20    1.23    0.76    2.30    2.08    4.47
2014 104    0.35    1.19    0.79    2.46    1.99    4.71
2014 105    0.38    1.15    0.78    2.45    1.88    4.90
2014 106    0.39    1.18    0.86    2.68    1.81    5.18
2014 107    0.33    1.27    0.91    2.88    1.90    5.50
2014 108    0.20    1.32    0.96    3.04    2.02    5.75
2014 109    0.27    1.40    1.04    3.12    2.13    5.96
2014 110    0.28    1.48    1.11    3.35    2.15    6.23
2014 111    0.20    1.53    1.16    3.46    2.20    6.56
2014 112    0.43    1.61    1.28    3.66    2.33    6.88
2014 113    0.40    1.68    1.39    3.88    2.35    7.18
2014 114    0.41    1.72    1.40    4.08    2.43    7.48
2014 115    0.37    1.78    1.40    4.23    2.49    7.59
2014 116    0.31    1.72    1.34    4.35    2.52    7.71
2014 117    0.35    1.72    1.47    4.39    2.60    7.77
2014 118    0.38    1.90    1.59    4.47    2.61    7.92
2014 119    0.36    1.97    1.69    4.53    2.70    8.11
2014 120    0.60    1.99    1.74    4.72    2.83    8.32
2014 121    0.70    2.29    1.93    5.08    2.95    8.47
2014 122    0.74    2.32    2.04    5.32    3.03    8.72
2014 123    0.63    2.35    2.03    5.58    3.10    8.93
2014 124    0.59    2.37    2.03    5.78    3.16    9.07
2014 125    0.83    2.52    2.15    5.90    3.30    9.10
2014 126    0.88    2.63    2.22    6.12    3.46    9.19
2014 127    0.93    2.75    2.34    6.49    3.58    9.65
2014 128    0.99    3.08    2.51    7.17    3.81   10.22
2014 129    1.06    3.23    2.73    7.71    4.16   10.64
2014 130    1.02    3.31    2.86    8.08    4.44   11.06
2014 131    1.06    3.43    2.98    8.36    4.59   11.61
2014 132    1.30    3.51    3.28    9.21    4.91   12.51
2014 133    1.23    3.56    3.53   10.25    5.27   13.20
2014 134    1.46    3.64    3.71   10.14    5.64   13.18
2014 135    1.50    3.61    3.82    9.64    5.58   13.01
2014 136    1.61    3.65    3.87    9.39    5.05   13.03
2014 137    1.73    3.81    3.91    9.37    4.80   12.99
2014 138    1.86    4.03    4.03    9.48    4.88   12.98
2014 139    2.13    4.38    4.28    9.78    4.99   13.29
2014 140    2.31    4.94    4.61   10.28    5.23   14.11
2014 141    2.56    5.32    5.05   11.00    5.67   14.89
2014 142    2.56    5.30    5.10   11.21    5.87   14.93
2014 143    2.68    5.31    5.08   11.35    6.11   14.93
2014 144    2.87    5.51    5.19   11.80    6.34   15.36
2014 145    3.13    5.84    5.51   12.52    6.48   15.83
2014 146    3.22    6.13    5.78   13.09    6.81   15.98
2014 147    3.16    6.50    6.02   13.51    7.31   15.95
2014 148    3.10    6.93    6.19   13.98    7.62   15.91
2014 149    3.44    7.35    6.60   14.37    7.91   15.98
2014 150    3.73    7.80    7.08   14.77    8.11   16.37
2014 151    3.74    8.16    7.32   15.13    8.52   16.75
2014 152    3.70    8.23    7.39   15.46    8.95   16.87
2014 153    3.62    7.99    7.36   15.86    9.42   17.05
2014 154    3.52    7.68    7.26   16.18    9.73   17.34
2014 155    3.40    7.59    7.13   16.21    9.43   17.51
2014 156    3.66    7.64    7.23   16.22    9.07   17.57
2014 157    3.92    7.93    7.57   16.40    9.09   17.63
2014 158    3.86    8.05    8.08   16.81    9.55   17.79
2014 159    3.60    7.91    8.17   16.92    9.70   17.83
2014 160    3.61    7.86    8.21   17.02    9.79   17.96
2014 161    3.78    7.88    8.18   17.14    9.87   18.11
2014 162    3.97    7.89    8.18   17.12    9.91   18.09
2014 163    3.98    7.87    8.26   17.11    9.95   18.05
2014 164    4.19    8.31    9.10   17.91   11.56   18.88
2014 165    4.53    8.59    9.29   17.94   11.49   18.96
2014 166    5.16    9.19    9.58   18.05   11.48   19.16
2014 167    5.59    9.76   10.16   18.63   11.97   19.84
2014 168    5.75   10.09   10.49   19.06   12.85   20.29
2014 169    5.48   10.27   10.54   19.18   13.62   20.24
2014 170    5.21   10.65   10.57   19.31   13.80   20.25
2014 171    5.35   11.15   11.03   19.61   14.36   20.18
2014 172    5.71   11.45   11.57   19.96   14.99   20.13
2014 173    5.98   11.81   12.16   20.25   15.58   20.51
2014 174    6.11   12.20   12.64   20.48   16.17   20.60
2014 175    6.08   12.83   13.09   20.83   16.93   20.49
2014 176    5.91   13.12   13.45   21.22   17.73   20.34
2014 177    5.99   13.24   13.72   21.50   18.27   20.39
2014 178    6.48   13.66   14.23   21.87   18.68   20.87
2014 179    7.10   14.03   14.77   22.37   18.96   21.53
2014 180    7.11   13.93   15.02   22.62   19.12   21.89
2014 181    6.76   13.65   14.96   22.70   19.20   22.04
2014 182    6.42   13.32   14.70   22.70   19.25   22.22
2014 183    5.99   13.35   14.47   22.58   19.31   22.17
2014 184    5.88   13.55   14.21   22.34   19.05   21.74
2014 185    6.03   13.89   14.08   22.13   18.49   21.48
2014 186    6.26   14.13   14.25   22.02   18.21   21.37
2014 187    6.42   14.41   14.45   21.97   18.14   21.42
2014 188    6.51   14.77   14.67   21.90   18.05   21.53
2014 189    6.48   14.88   14.60   21.69   17.74   21.41
2014 190    6.38   15.08   14.39   21.62   17.38   21.40
2014 191    6.56   15.46   14.55   21.79   17.51   21.77
2014 192    6.65   15.72   14.86   22.04   17.98   22.08
2014 193    6.63   15.95   15.16   22.33   18.49   22.27
2014 194    6.55   16.12   15.36   22.43   18.50   22.49
2014 195    6.68   16.23   15.47   22.38   18.21   22.56
2014 196    6.95   16.24   15.63   22.18   18.03   22.33
2014 197    7.22   16.26   15.70   22.01   17.91   22.04
2014 198    7.55   16.41   15.92   22.00   18.10   21.83
2014 199    7.88   16.63   16.33   22.05   18.49   21.73
2014 200    8.13   17.01   16.80   22.39   19.09   21.80
2014 201    8.46   17.34   17.29   22.74   19.87   21.96
2014 202    8.77   17.56   17.64   23.14   20.51   22.39
2014 203    8.56   17.40   17.64   23.44   20.99   22.70
2014 204    8.40   16.96   17.11   23.22   20.67   22.66
2014 205    8.56   16.85   16.74   22.50   19.91   22.16
2014 206    8.76   16.81   16.77   22.25   19.65   21.89
2014 207    8.88   16.66   16.90   22.30   19.69   21.91
2014 208    8.93   16.42   17.00   22.33   19.79   21.99
2014 209    9.01   15.96   16.88   22.16   19.59   21.77
2014 210    9.25   15.96   16.81   21.92   19.34   21.44
2014 211    9.65   16.34   16.98   21.82   19.36   21.37
2014 212   10.05   16.76   17.42   21.80   19.52   21.28
2014 213   10.58   17.27   17.85   21.89   19.83   21.34
2014 214   11.24   17.82   18.33   22.16   20.18   21.68
2014 215   11.82   18.22   18.76   22.41   20.45   22.07
2014 216   12.15   18.45   18.96   22.53   20.62   22.10
2014 217   12.50   18.74   19.00   22.49   20.66   21.99
2014 218   12.88   18.99   18.96   22.40   20.68   21.94
2014 219   13.48   19.26   18.93   22.34   20.64   22.00
2014 220   14.13   19.56   19.14   22.37   20.72   22.11
2014 221   14.58   19.61   19.42   22.42   21.05   22.17
2014 222   14.66   19.47   19.48   22.42   21.37   22.20
2014 223   14.06   18.96   19.24   22.32   21.36   22.09
2014 224   13.01   18.20   18.64   22.13   21.02   21.88
2014 225   12.36   17.75   17.89   21.96   20.53   21.71
2014 226   12.20   17.63   17.37   21.72   20.07   21.46
2014 227   12.31   17.74   16.93   21.49   19.57   21.22
2014 228   12.45   17.82   16.78   21.41   19.09   21.23
2014 229   12.54   17.90   16.77   21.43   18.74   21.48
2014 230   12.67   18.14   16.89   21.49   18.52   21.62
2014 231   12.89   18.45   17.11   21.60   18.55   21.78
2014 232   13.13   18.73   17.44   21.87   18.92   22.11
2014 233   13.40   18.99   17.81   22.13   19.41   22.30
2014 234   13.75   19.35   18.07   22.38   19.68   22.40
2014 235   13.98   19.62   18.29   22.49   19.78   22.57
2014 236   13.96   19.79   18.40   22.55   19.92   22.72
2014 237   13.68   19.85   18.43   22.77   20.28   22.89
2014 238   13.28   19.74   18.32   22.92   20.53   23.04
2014 239   13.21   19.68   18.06   22.82   20.45   22.93
2014 240   13.34   19.65   17.90   22.66   20.15   22.76
2014 241   13.46   19.68   17.95   22.65   20.03   22.57
2014 242   13.58   19.71   18.10   22.70   20.18   22.51
2014 243   13.68   19.75   18.23   22.73   20.40   22.72
2014 244   13.71   19.80   18.31   22.76   20.60   22.77
2014 245   13.69   19.88   18.42   22.92   20.68   22.69
2014 246   13.74   19.93   18.52   23.09   20.76   22.76
2014 247   13.68   19.89   18.54   23.21   20.91   22.89
2014 248   13.47   19.75   18.42   23.31   20.89   23.08
2014 249   13.35   19.60   18.30   23.12   20.64   22.96
2014 250   13.42   19.61   18.28   23.01   20.50   22.79
2014 251   13.53   19.56   18.34   22.98   20.47   22.64
2014 252   13.58   19.45   18.41   22.88   20.36   22.41
2014 253   13.12   19.19   18.29   22.67   20.12   21.96
2014 254   11.91   18.59   17.90   22.32   19.57   21.16
2014 255   11.01   17.82   17.29   21.77   18.88   20.27
2014 256   10.41   17.09   16.58   21.16   18.40   19.39
2014 257    9.96   16.67   16.02   20.64   18.01   18.77
2014 258    9.72   16.47   15.72   20.41   17.92   18.44
2014 259    9.64   16.42   15.56   20.26   17.82   18.22
2014 260    9.56   16.38   15.50   20.12   17.76   18.12
2014 261    9.47   16.24   15.37   19.94   17.59   17.92
2014 262    9.57   16.14   15.26   19.83   17.36   17.74
2014 263    9.66   16.04   15.29   19.70   17.22   17.75
2014 264    9.64   15.87   15.36   19.62   17.19   17.81
2014 265    9.69   15.70   15.34   19.60   17.24   17.82
2014 266   10.28   15.53   14.84   19.01   16.52   17.35
2014 267   10.65   15.76   15.03   19.02   16.58   17.50
2014 268   11.21   16.21   15.42   19.15   16.86   17.82
2014 269   11.72   16.50   15.87   19.33   17.18   18.17
2014 270   11.93   16.69   16.21   19.50   17.52   18.47
2014 271   11.92   16.86   16.33   19.65   17.82   18.72
2014 272   11.37   16.87   16.30   19.83   18.10   19.02
2014 273   10.56   16.64   16.15   19.68   17.95   18.91
2014 274   10.37   16.22   15.85   19.32   17.50   18.46
2014 275   10.33   15.71   15.54   19.13   17.28   18.22
2014 276   10.14   15.14   15.23   19.03   17.15   18.01
2014 277    9.79   14.53   14.81   18.68   16.92   17.47
2014 278    9.35   14.04   14.24   18.01   16.53   16.52
2014 279    9.02   13.70   13.68   17.29   15.98   15.45
2014 280    8.75   13.54   13.31   16.82   15.37   14.82
2014 281    8.47   13.38   13.03   16.48   14.72   14.51
2014 282    8.27   13.13   12.73   16.25   14.08   14.21
2014 283    8.22   13.07   12.58   16.04   13.58   13.98
2014 284    8.27   13.10   12.53   15.91   13.44   13.90
2014 285    8.37   13.12   12.55   15.83   13.46   13.85
2014 286    8.43   13.10   12.55   15.78   13.48   13.82
2014 287    8.49   13.03   12.50   15.73   13.52   13.87
2014 288    8.52   12.90   12.43   15.66   13.54   13.94
2014 289    8.46   12.69   12.26   15.55   13.59   13.92
2014 290    8.31   12.46   12.03   15.33   13.55   13.57
2014 291    8.12   12.23   11.82   15.03   13.35   13.14
2014 292    8.05   12.02   11.65   14.74   13.13   12.82
2014 293    8.09   11.91   11.52   14.49   12.93   12.49
2014 294    8.13   11.86   11.44   14.36   12.77   12.24
2014 295    8.15   11.79   11.40   14.29   12.64   12.07
2014 296    8.08   11.74   11.39   14.27   12.61   12.04
2014 297    7.93   11.78   11.33   14.22   12.65   12.13
2014 298    7.82   11.83   11.23   14.14   12.57   12.24
2014 299    7.76   11.77   11.10   14.07   12.34   12.35
2014 300    7.73   11.68   10.99   13.99   12.01   12.46
2014 301    7.70   11.54   10.91   13.93   11.91   12.38
2014 302    7.64   11.37   10.72   13.77   11.74   12.16
2014 303    7.48   10.98   10.51   13.58   11.47   11.77
2014 304    7.21   10.29   10.29   13.35   11.13   11.14
2014 305    7.01    9.54    9.97   12.98   10.74   10.35
2014 306    6.94    9.18    9.79   12.59   10.53    9.90
2014 307    6.94    9.16    9.83   12.31   10.44    9.79
2014 308    6.90    9.24    9.94   11.98   10.23    9.27
2014 309    6.70    9.10    9.98   11.65   10.01    8.95
2014 310    6.52    8.84    9.86   11.36    9.84    8.78
2014 311    6.38    8.67    9.67   11.09    9.70    8.53
2014 312    6.25    8.37    9.38   10.98    9.63    8.32
2014 313    6.11    8.31    9.17   10.95    9.62    8.16
2014 314    6.03    8.25    8.97   10.97    9.63    8.16
2014 315    5.92    8.17    8.76   11.01    9.62    8.21
2014 316    5.77    7.92    8.63   10.93    9.44    8.01
2014 317    5.51    7.63    8.42   10.68    9.02    7.43
2014 318    5.45    7.43    8.32   10.42    8.68    6.99
2014 319    5.39    6.88    8.21   10.18    8.38    6.76
2014 320    5.34    6.66    7.65    9.90    8.10    6.66
2014 321    5.29    6.49    7.38    9.47    7.73    6.38
2014 322    5.22    6.29    7.15    8.85    7.31    5.86
2014 323    5.11    6.11    6.98    8.19    6.96    5.80
2014 324    4.43    5.54    6.22    7.50    6.69    5.75
2014 325    4.82    5.76    6.44    6.95    6.56    5.41
2014 326    4.89    5.75    6.30    6.46    6.55    4.52
2014 327    4.88    5.67    6.16    6.54    6.77    3.38
2014 328    4.80    5.54    6.03    6.48    6.94    3.34
2014 329    4.57    5.35    5.47    6.24    6.88    3.63
2014 330    4.12    5.27    5.32    6.00    6.75    3.06
2014 331    3.96    5.19    5.01    5.71    6.60    3.09
2014 332    3.91    5.18    4.90    5.43    6.37    3.19
2014 333    3.85    5.18    4.80    5.24    6.17    3.29
2014 334    3.79    5.11    4.78    5.10    6.01    3.29
2014 335    3.68    4.93    4.69    4.98    5.86    3.34
2014 336    3.64    4.76    4.65    4.89    5.76    3.36
2014 337    3.65    4.77    4.60    4.87    5.68    3.37
2014 338    3.65    4.74    4.57    4.83    5.59    3.36
2014 339    3.66    4.73    4.60    4.80    5.50    3.35
2014 340    3.65    4.68    4.60    4.85    5.57    3.36
2014 341    3.65    4.68    4.56    4.86    5.60    3.34
2014 342    3.59    4.63    4.48    4.83    5.56    3.23
2014 343    3.53    4.57    4.39    4.76    5.54    3.06
2014 344    3.41    4.49    4.33    4.66    5.49    2.91
2014 345    3.44    4.50    4.28    4.58    5.42    2.82
2014 346    3.47    4.53    4.24    4.54    5.33    2.71
2014 347    3.53    4.55    4.25    4.41    5.22    2.66
2014 348    3.52    4.52    4.25    4.31    5.16    2.63
2014 349    3.52    4.47    4.21    4.21    5.07    2.60
2014 350    3.52    4.40    4.14    4.11    4.97    2.61
2014 351    3.49    4.32    3.97    3.98    4.77    2.73
2014 352    3.46    4.28    3.90    3.88    4.56    2.68
2014 353    3.35    4.23    3.83    3.83    4.52    2.62
2014 354    3.31    4.16    3.63    3.78    4.50    2.58
2014 355    3.31    4.17    3.58    3.77    4.53    2.59
2014 356    3.32    4.16    3.62    3.79    4.58    2.61
2014 357    3.31    4.18    3.69    3.82    4.63    2.78
2014 358    3.30    4.16    3.78    3.90    4.63    3.07
2014 359    3.29    4.15    3.80    3.98    4.65    3.27
2014 360    3.27    4.14    3.80    4.03    4.65    3.34
2014 361    3.26    4.07    3.79    3.94    4.65    3.26
2014 362    3.24    4.00    3.78    3.76    4.62    3.10
2014 363    3.12    3.89    3.69    3.64    4.56    2.96
2014 364    3.02    3.79    3.58    3.53    4.49    2.80
2014 365    2.89    3.64    3.37    3.40    4.46    2.40
