  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2008 052    0.72    0.84    0.44    0.20    1.08    0.20
2008 053    0.73    0.86    0.44    0.20    1.08    0.20
2008 054    0.73    0.86    0.44    0.20    1.09    0.20
2008 055    0.72    0.85    0.44    0.20    1.10    0.20
2008 056    0.59    0.87    0.40    0.20    1.28    0.20
2008 057    0.58    0.86    0.40    0.20    1.27    0.20
2008 058    0.58    0.84    0.39    0.20    1.25    0.20
2008 059    0.58    0.85    0.45    0.20    0.89    0.20
2008 060    0.54    0.85    0.43    0.20    0.89    0.20
2008 061    0.52    0.86    0.42    0.20    0.87    0.20
2008 062    0.50    0.85    0.42    0.20    0.86    0.20
2008 063    0.49    0.83    0.41    0.20    0.88    0.20
2008 064    0.44    1.00    0.43    0.20    1.46    0.20
2008 065    0.42    0.99    0.43    0.20    1.45    0.20
2008 066    0.41    0.88    0.42    0.20    1.33    0.20
2008 067    0.41    0.87    0.41    0.20    1.28    0.20
2008 068    0.41    0.87    0.40    0.20    1.23    0.20
2008 069    0.39    0.86    0.39    0.20    1.18    0.20
2008 070    0.40    0.88    0.40    0.20    1.17    0.20
2008 071    0.32    0.93    0.47    0.20    1.12    0.20
2008 072    0.33    0.95    0.48    0.20    1.18    0.20
2008 073    0.35    0.83    0.41    0.20    1.07    0.20
2008 074    0.36    0.83    0.41    0.20    1.07    0.20
2008 075    0.37    0.83    0.41    0.20    1.09    0.20
2008 076    0.37    0.84    0.40    0.20    1.08    0.20
2008 077    0.37    0.85    0.39    0.20    1.05    0.20
2008 078    0.38    1.08    0.39    0.20    1.13    0.20
2008 079    0.43    1.04    0.41    0.20    1.23    0.20
2008 080    0.49    1.11    0.47    0.20    1.28    0.20
2008 081    0.46    1.11    0.47    0.20    1.28    0.20
2008 082    0.45    1.09    0.47    0.20    1.26    0.20
2008 083    0.46    1.06    0.47    0.20    1.24    0.20
2008 084    0.45    1.04    0.47    0.20    1.26    0.20
2008 085    0.45    1.14    0.54    0.20    1.36    0.20
2008 086    0.48    1.17    0.50    0.20    1.44    0.20
2008 087    0.53    1.29    0.52    0.20    1.46    0.20
2008 088    0.56    1.34    0.55    0.20    1.43    0.20
2008 089    0.57    1.33    0.57    0.20    1.43    0.20
2008 090    0.56    1.33    0.58    0.20    1.50    0.20
2008 091    0.55    1.36    0.58    0.20    1.62    0.20
2008 092    0.60    1.39    0.67    0.20    1.74    0.20
2008 093    0.65    1.38    0.73    0.20    1.79    0.20
2008 094    0.64    1.41    0.74    0.20    1.70    0.20
2008 095    0.65    1.47    0.76    0.20    1.78    0.20
2008 096    0.66    1.53    0.79    0.20    1.88    0.20
2008 097    0.67    1.57    0.82    0.20    1.93    0.20
2008 098    0.70    1.59    0.86    0.20    1.95    0.20
2008 099    0.91    2.15    0.96    1.54    2.71    5.57
2008 100    0.93    2.20    0.98    1.93    2.68    6.06
2008 101    0.92    2.25    0.98    2.61    2.67    6.44
2008 102    0.96    2.34    1.02    2.78    2.76    6.84
2008 103    0.99    2.34    1.04    2.91    2.87    7.21
2008 104    1.03    2.29    1.05    3.01    2.90    7.36
2008 105    1.09    2.28    1.05    3.06    2.92    7.39
2008 106    1.38    2.37    1.32    3.68    3.06    7.50
2008 107    1.14    2.58    1.50    4.00    3.30    7.78
2008 108    1.17    2.76    1.90    4.64    3.56    8.36
2008 109    1.23    2.88    2.15    5.37    3.92    9.24
2008 110    1.33    3.12    2.20    5.67    4.13    9.95
2008 111    1.41    3.31    2.27    5.91    4.18   10.69
2008 112    1.52    3.44    2.30    6.18    4.17   11.21
2008 113    1.69    3.46    3.13    6.57    4.37   11.39
2008 114    1.48    3.35    2.94    6.68    4.33   11.38
2008 115    2.14    3.86    3.10    6.72    4.25   11.33
2008 116    2.14    3.83    3.08    6.65    4.29   11.24
2008 117    2.09    3.73    2.99    6.59    4.45   11.21
2008 118    2.01    3.69    2.94    6.65    4.47   11.11
2008 119    1.95    3.72    2.93    6.84    4.30   10.93
2008 120    2.03    3.82    3.12    7.03    4.33   10.72
2008 121    2.29    3.91    3.48    7.19    4.33   10.54
2008 122    2.35    4.02    3.59    7.33    4.41   10.52
2008 123    2.32    4.06    3.77    7.55    4.51   10.57
2008 124    2.27    4.06    3.95    7.76    4.65   10.60
2008 125    2.28    4.14    4.04    7.90    4.75   10.65
2008 126    2.42    4.39    4.07    8.05    4.77   10.80
2008 127    2.48    4.64    4.10    8.31    4.81   11.06
2008 128    2.51    4.76    4.17    8.53    4.90   11.21
2008 129    2.52    4.77    4.26    8.67    5.12   11.16
2008 130    2.57    4.77    4.33    8.90    5.39   11.14
2008 131    2.58    4.75    4.47    9.18    5.64   11.12
2008 132    2.62    4.82    4.56    9.19    5.77   11.11
2008 133    2.68    4.90    4.68    9.06    5.93   11.05
2008 134    2.75    4.99    4.80    9.14    6.08   11.10
2008 135    2.88    5.16    4.95    9.35    6.13   11.33
2008 136    3.02    5.32    5.11    9.59    6.18   11.62
2008 137    3.13    5.52    5.29    9.89    6.20   12.09
2008 138    3.07    5.59    5.37    9.95    6.19   12.12
2008 139    3.06    5.55    5.37    9.82    6.09   11.97
2008 140    3.11    5.57    5.43    9.87    5.96   11.95
2008 141    3.20    5.76    5.51   10.07    5.97   12.04
2008 142    3.32    5.90    5.64   10.35    6.09   12.15
2008 143    3.45    5.98    5.72   10.56    6.20   12.16
2008 144    3.58    6.13    5.83   10.73    6.32   12.24
2008 145    3.65    6.29    6.00   11.03    6.60   12.50
2008 146    3.69    6.51    6.14   11.25    6.95   12.72
2008 147    3.69    6.77    6.30   11.47    7.18   13.00
2008 148    3.75    6.76    6.38   11.56    7.26   13.39
2008 149    3.91    6.74    6.51   11.66    7.45   13.63
2008 150    4.06    6.89    6.72   11.85    7.64   13.80
2008 151    4.14    7.30    6.93   12.15    7.93   14.17
2008 152    4.27    7.69    7.13   12.53    8.41   14.71
2008 153    4.43    8.03    7.32   12.82    8.70   15.27
2008 154    4.40    8.26    7.55   13.16    9.05   15.76
2008 155    4.26    8.32    7.77   13.58    9.73   16.16
2008 156    4.25    8.52    8.08   14.40   11.06   16.78
2008 157    4.32    8.67    8.68   15.54   12.70   17.74
2008 158    4.38    8.83    9.38   16.49   14.44   18.73
2008 159    4.43    9.02   10.02   17.14   14.60   19.79
2008 160    4.55    9.31   10.36   17.74   14.73   20.59
2008 161    4.69    9.53   10.46   17.99   15.01   20.88
2008 162    4.70    9.74   10.52   17.86   14.75   20.88
2008 163    4.72   10.01   10.67   17.97   14.30   20.90
2008 164    4.97   10.40   11.04   18.28   14.38   20.81
2008 165    5.18   10.54   11.35   18.46   14.93   20.64
2008 166    5.23   10.53   11.31   18.63   15.25   20.58
2008 167    5.24   10.77   11.21   18.65   15.33   20.27
2008 168    5.24   10.95   11.24   18.62   15.19   19.94
2008 169    5.32   11.29   11.22   18.50   14.93   19.62
2008 170    5.45   11.73   11.28   18.37   14.74   19.19
2008 171    5.66   12.23   11.54   18.30   14.71   18.86
2008 172    5.87   12.74   11.87   18.43   14.79   18.91
2008 173    5.99   13.18   12.20   18.51   14.88   19.04
2008 174    6.01   13.44   12.53   18.43   15.32   19.01
2008 175    6.05   13.57   12.90   18.48   15.95   19.16
2008 176    6.24   13.82   13.56   18.70   16.70   19.53
2008 177    6.56   14.33   14.30   19.09   17.34   19.95
2008 178    6.87   14.81   14.70   19.51   17.56   20.28
2008 179    7.02   15.18   14.91   19.74   17.71   20.33
2008 180    7.03   15.38   14.97   19.84   17.93   20.39
2008 181    6.90   15.44   14.96   19.84   18.00   20.50
2008 182    6.77   15.59   14.91   19.84   18.07   20.60
2008 183    6.98   15.80   15.00   19.89   18.40   20.68
2008 184    7.16   15.81   15.06   20.05   18.56   20.76
2008 185    7.27   15.75   15.07   20.21   18.71   20.71
2008 186    7.65   16.03   15.37   20.39   18.94   20.73
2008 187    8.19   16.22   15.74   20.70   19.36   20.93
2008 188    8.69   16.38   15.96   21.14   19.70   21.28
2008 189    8.74   16.76   16.21   21.75   20.22   21.76
2008 190    8.63   17.03   16.46   22.00   20.40   22.33
2008 191    8.34   17.13   16.64   21.84   20.03   22.88
2008 192    8.19   17.30   16.69   21.77   19.71   22.92
2008 193    8.20   17.50   16.84   21.90   19.71   22.94
2008 194    8.19   17.43   16.97   22.02   19.80   22.95
2008 195    8.26   17.13   16.91   21.99   19.83   22.81
2008 196    8.52   17.27   16.94   21.99   19.79   22.77
2008 197    8.96   17.61   17.14   22.20   19.89   23.02
2008 198    9.37   18.05   17.67   22.53   20.33   23.31
2008 199    9.91   18.47   18.10   22.96   20.95   23.59
2008 200   10.58   18.83   18.46   23.25   21.23   23.67
2008 201   11.15   19.17   18.69   23.34   21.41   23.58
2008 202   11.60   19.42   18.95   23.47   21.53   23.64
2008 203   11.87   19.48   19.16   23.59   21.65   23.60
2008 204   12.07   19.42   19.30   23.71   21.75   23.31
2008 205   12.52   19.50   19.31   23.52   21.72   22.97
2008 206   12.84   19.59   19.33   23.35   21.68   22.87
2008 207   12.78   19.62   19.40   23.42   21.75   23.08
2008 208   12.55   19.66   19.39   23.42   21.68   23.12
2008 209   12.73   19.96   19.34   23.38   21.51   23.12
2008 210   13.28   20.33   19.37   23.60   21.60   23.28
2008 211   13.55   20.57   19.54   23.77   21.70   23.43
2008 212   13.61   20.79   19.81   23.86   21.78   23.72
2008 213   13.93   21.07   19.91   23.90   21.82   23.95
2008 214   14.30   21.38   20.05   24.12   21.80   24.17
2008 215   14.58   21.49   20.19   24.15   21.82   24.12
2008 216   15.00   21.57   20.33   24.11   21.82   24.12
2008 217   15.50   21.71   20.49   24.09   21.87   24.16
2008 218   15.86   21.91   20.60   24.05   22.00   24.12
2008 219   15.91   21.94   20.60   24.05   22.03   24.06
2008 220   15.82   21.75   20.47   23.97   21.84   23.77
2008 221   15.78   21.51   20.21   23.74   21.46   23.33
2008 222   15.77   21.24   19.90   23.54   21.23   22.93
2008 223   15.83   20.81   19.49   23.26   21.17   22.41
2008 224   16.06   20.48   19.25   22.94   21.08   21.94
2008 225   16.30   20.37   19.27   22.83   21.04   21.88
2008 226   16.62   20.45   19.43   22.84   21.08   22.00
2008 227   16.83   20.46   19.55   22.84   21.36   22.03
2008 228   16.95   20.46   19.62   22.82   21.47   22.05
2008 229   17.01   20.52   19.65   22.84   21.46   22.13
2008 230   17.00   20.67   19.75   22.86   21.41   22.33
2008 231   16.74   20.73   19.81   22.81   21.34   22.47
2008 232   16.48   20.60   19.62   22.63   21.10   22.39
2008 233   16.52   20.49   19.56   22.42   20.93   22.24
2008 234   16.60   20.60   19.65   22.44   20.97   22.32
2008 235   16.57   20.78   19.76   22.70   21.18   22.55
2008 236   16.35   20.80   19.82   23.06   21.50   22.95
2008 237   16.14   20.65   19.72   23.05   21.52   22.95
2008 238   16.20   20.53   19.58   22.67   21.29   22.59
2008 239   16.27   20.55   19.64   22.46   21.22   22.27
2008 240   16.26   20.63   19.69   22.45   21.29   22.17
2008 241   16.18   20.76   19.71   22.46   21.36   22.12
2008 242   16.23   20.94   19.81   22.40   21.36   22.09
2008 243   16.60   21.18   19.95   22.42   21.38   22.26
2008 244   16.94   21.46   20.29   22.72   21.62   22.46
2008 245   17.10   21.58   20.56   22.94   21.90   22.70
2008 246   16.95   21.65   20.68   23.02   22.11   22.83
2008 247   16.45   21.56   20.60   23.11   22.19   22.91
2008 248   16.17   21.10   20.28   23.05   22.14   22.74
2008 249   15.92   20.50   19.77   22.70   21.86   22.36
2008 250   15.76   20.17   19.39   22.39   21.53   22.17
2008 251   15.56   19.95   19.16   22.14   21.30   21.83
2008 252   15.36   19.69   18.96   21.94   21.13   21.27
2008 253   15.25   19.39   18.74   21.69   20.83   20.76
2008 254   15.22   19.27   18.64   21.49   20.61   20.47
2008 255   15.15   19.21   18.56   21.36   20.45   20.34
2008 256   15.03   19.03   18.41   21.34   20.27   20.32
2008 257   14.96   18.71   18.10   21.25   19.85   20.19
2008 258   14.74   18.44   17.83   21.09   19.37   20.01
2008 259   14.52   18.26   17.68   20.86   18.91   19.87
2008 260   14.48   18.26   17.65   20.76   18.67   19.83
2008 261   14.47   18.23   17.57   20.70   18.54   19.68
2008 262   14.35   18.14   17.43   20.64   18.43   19.60
2008 263   14.20   18.11   17.31   20.54   18.32   19.62
2008 264   14.04   18.14   17.24   20.43   18.17   19.66
2008 265   13.96   18.12   17.20   20.34   17.97   19.60
2008 266   13.95   18.11   17.20   20.30   17.84   19.60
2008 267   13.98   18.17   17.23   20.26   17.82   19.63
2008 268   14.00   18.25   17.27   20.25   17.89   19.74
2008 269   14.03   18.39   17.37   20.36   17.94   19.90
2008 270   14.03   18.55   17.52   20.31   17.90   19.78
2008 271   13.90   18.54   17.53   19.99   17.71   19.39
2008 272   13.75   18.40   17.39   19.75   17.50   19.15
2008 273   13.56   18.06   17.13   19.56   17.27   18.83
2008 274   13.23   17.62   16.82   19.31   16.93   18.26
2008 275   12.82   17.09   16.38   18.89   16.56   17.56
2008 276   12.43   16.53   15.86   18.43   16.23   16.74
2008 277   12.15   16.13   15.38   18.08   15.97   15.95
2008 278   12.01   15.97   15.04   17.97   15.74   15.61
2008 279   11.90   15.90   14.83   17.96   15.53   15.49
2008 280   11.80   15.78   14.73   17.80   15.42   15.49
2008 281   11.65   15.56   14.61   17.58   15.37   15.45
2008 282   11.46   15.43   14.40   17.44   15.31   15.41
2008 283   11.31   15.40   14.29   17.40   15.21   15.45
2008 284   11.18   15.41   14.32   17.45   15.22   15.67
2008 285   11.09   15.44   14.32   17.40   15.20   15.81
2008 286   10.96   15.40   14.36   17.41   15.27   15.97
2008 287   10.74   15.16   14.30   17.40   15.29   16.08
2008 288   10.53   15.02   14.16   17.29   15.23   16.10
2008 289   10.33   14.85   13.95   17.14   15.09   15.82
2008 290   10.13   14.65   13.70   16.94   14.88   15.46
2008 291   10.01   14.53   13.51   16.72   14.72   15.25
2008 292    9.99   14.47   13.41   16.54   14.62   14.94
2008 293    9.95   14.29   13.27   16.41   14.60   14.59
2008 294    9.84   13.93   12.89   16.16   14.50   14.14
2008 295    9.71   13.52   12.34   15.71   14.07   13.38
2008 296    9.64   13.22   12.03   15.26   13.45   12.74
2008 297    9.69   13.09   11.91   15.04   13.04   12.46
2008 298    9.64   12.91   11.81   14.84   12.86   12.00
2008 299    9.32   12.50   11.58   14.46   12.52   11.42
2008 300    9.02   12.06   11.20   13.98   12.16   10.79
2008 301    8.77   11.60   10.77   13.40   11.65   10.22
2008 302    8.57   11.22   10.39   12.80   10.92    9.77
2008 303    8.52   11.03   10.08   12.32   10.24    9.31
2008 304    8.54   11.03    9.98   12.12    9.97    9.06
2008 305    8.43   11.00    9.94   12.09   10.00    9.12
2008 306    8.30   10.96    9.94   12.07   10.02    9.29
2008 307    8.32   10.95    9.93   12.09    9.99    9.48
2008 308    8.43   11.08   10.06   12.15   10.12    9.82
2008 309    8.53   11.21   10.23   12.31   10.39   10.24
2008 310    8.49   11.09   10.28   12.43   10.66   10.68
2008 311    8.38   10.84   10.23   12.47   10.76   10.87
2008 312    8.26   10.68   10.14   12.36   10.68   10.75
2008 313    8.16   10.63   10.07   12.22   10.52   10.46
2008 314    8.05   10.50   10.00   12.14   10.37   10.00
2008 315    7.89   10.30    9.91   11.97   10.25    9.33
2008 316    7.82   10.18    9.80   11.76   10.06    8.90
2008 317    7.80   10.13    9.67   11.57    9.79    9.00
2008 318    7.70    9.91    9.49   11.25    9.45    9.13
2008 319    7.55    9.66    9.37   10.94    9.21    9.07
2008 320    7.04    9.25    9.12   10.60    9.02    8.68
2008 321    6.79    8.92    8.59    9.87    8.67    7.73
2008 322    6.59    8.34    8.13    9.02    8.30    6.55
2008 323    6.20    7.63    7.80    8.54    8.05    5.85
2008 324    6.01    7.37    7.65    8.34    7.90    5.30
2008 325    5.92    7.17    7.41    7.91    7.76    4.89
2008 326    5.84    7.07    7.06    7.68    7.64    4.25
2008 327    5.75    7.00    6.87    7.50    7.51    3.90
2008 328    5.69    6.96    6.79    7.36    7.39    3.71
2008 329    5.60    6.89    6.62    7.10    7.30    3.75
2008 330    5.53    6.78    6.47    6.80    6.98    3.86
2008 331    5.43    6.70    6.38    6.57    6.83    3.93
2008 332    5.37    6.63    6.32    6.41    6.70    3.98
2008 333    5.22    6.54    6.13    6.28    6.52    3.85
2008 334    5.10    6.46    6.04    6.16    6.40    3.80
2008 335    4.99    6.41    6.01    6.08    6.36    3.80
2008 336    4.92    6.35    5.92    6.03    6.26    3.64
2008 337    4.87    6.07    5.78    5.88    6.11    3.47
2008 338    4.77    5.88    5.63    5.72    5.84    3.32
2008 339    4.71    5.75    5.51    5.59    5.70    3.18
2008 340    4.63    5.62    5.43    5.45    5.59    3.01
2008 341    4.54    5.45    5.34    5.26    5.45    2.82
2008 342    4.46    5.17    5.26    5.09    5.32    2.65
2008 343    4.42    4.93    5.17    4.99    5.27    2.56
2008 344    4.37    4.66    5.09    4.94    5.26    2.57
2008 345    3.64    5.33    4.33    4.84    5.28    0.20
2008 346    3.69    4.07    3.96    4.61    5.29    0.20
2008 347    3.63    3.95    3.85    4.62    5.22    0.20
2008 348    3.61    3.96    3.76    4.34    4.73    0.20
2008 349    3.59    3.96    3.76    4.20    4.66    0.20
2008 350    3.59    3.94    3.73    4.13    4.67    0.20
2008 351    3.01    3.18    3.03    2.43    4.21    0.20
2008 352    2.94    3.18    3.00    2.43    4.25    0.20
2008 353    2.71    2.64    2.83    2.39    4.28    0.20
2008 354    2.66    2.64    2.81    2.37    4.16    0.20
2008 355    2.50    2.63    2.74    2.36    4.14    0.20
2008 356    2.48    2.65    2.73    2.33    4.03    0.20
2008 357    2.44    2.61    2.63    2.29    4.00    0.20
2008 358    2.21    2.42    2.29    1.36    3.66    0.20
2008 359    2.20    2.41    2.22    1.34    3.60    0.20
2008 360    2.25    2.18    2.30    1.69    3.43    0.20
2008 361    2.17    2.18    2.28    1.67    3.37    0.20
2008 362    2.17    2.18    2.28    1.70    3.37    0.20
2008 363    2.11    2.04    1.70    1.17    3.25    0.20
2008 364    2.21    2.32    1.70    1.17    3.46    0.20
2008 365    2.19    2.33    1.67    1.13    3.41    0.20
2008 366    2.16    2.27    1.63    1.07    3.29    0.20
