  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2015 052    0.20    0.56    0.20    0.20    0.48    0.21
2015 053    0.20    0.54    0.20    0.20    0.34    0.21
2015 054    0.20    0.27    0.20    0.20    0.20    0.21
2015 055    0.20    0.52    0.20    0.20    0.36    0.21
2015 056    0.20    0.48    0.20    0.20    0.34    0.21
2015 057    0.20    0.52    0.20    0.20    0.33    0.21
2015 058    0.20    0.49    0.20    0.20    0.32    0.21
2015 059    0.20    0.42    0.20    0.20    0.35    0.21
2015 060    0.20    0.40    0.20    0.20    0.32    0.21
2015 061    0.20    0.46    0.20    0.20    0.37    0.21
2015 062    0.20    0.50    0.20    0.20    0.34    0.21
2015 063    0.20    0.44    0.20    0.20    0.47    0.21
2015 064    0.20    0.51    0.20    0.20    0.49    0.21
2015 065    0.20    0.48    0.20    0.20    0.50    0.21
2015 066    0.22    0.47    0.22    0.21    0.59    0.21
2015 067    0.20    0.45    0.20    0.20    0.57    0.21
2015 068    0.20    0.20    0.20    0.20    0.20    0.21
2015 069    0.29    0.96    0.21    0.25    0.77    0.21
2015 070    0.31    1.02    0.34    0.25    0.88    0.21
2015 071    0.33    0.98    0.33    0.23    0.89    0.21
2015 072    0.33    1.03    0.31    0.23    0.86    0.21
2015 073    0.34    1.07    0.35    0.24    0.84    0.21
2015 074    0.33    1.05    0.38    0.24    0.82    0.21
2015 075    0.32    1.10    0.39    0.27    0.81    0.21
2015 076    0.35    1.13    0.39    0.26    0.84    0.21
2015 077    0.36    1.11    0.43    0.30    0.89    0.21
2015 078    0.35    1.10    0.40    0.30    0.89    0.21
2015 079    0.35    1.12    0.37    0.31    0.90    0.21
2015 080    0.20    0.20    0.20    0.20    0.20    0.21
2015 081    0.20    0.20    0.20    0.20    0.20    0.21
2015 082    0.31    1.15    0.33    0.33    0.84    0.21
2015 083    0.31    1.13    0.28    0.25    0.78    0.21
2015 084    0.31    1.16    0.33    0.25    0.87    0.21
2015 085    0.32    1.20    0.37    0.25    0.91    0.22
2015 086    0.32    1.13    0.38    0.29    0.95    0.22
2015 087    0.32    1.12    0.39    0.30    0.91    0.22
2015 088    0.34    1.27    0.35    0.40    1.00    0.22
2015 089    0.37    1.47    0.50    0.49    1.09    0.83
2015 090    0.37    1.49    0.52    0.53    1.21    0.88
2015 091    0.39    1.55    0.56    0.64    1.28    0.60
2015 092    0.42    1.59    0.58    0.70    1.42    0.65
2015 093    0.42    1.57    0.58    0.73    1.48    0.67
2015 094    0.51    1.62    0.67    0.91    1.45    1.86
2015 095    0.52    1.66    0.73    0.97    1.50    2.04
2015 096    0.54    1.80    0.78    1.12    1.56    3.12
2015 097    0.58    1.91    0.82    1.24    1.65    3.50
2015 098    0.62    1.99    0.87    1.43    1.73    4.30
2015 099    0.66    2.01    0.94    1.44    1.87    4.63
2015 100    0.66    2.00    0.95    1.56    2.08    4.89
2015 101    0.62    2.06    1.03    1.82    1.92    5.05
2015 102    0.80    2.16    1.14    2.02    2.29    5.26
2015 103    0.93    2.31    1.38    2.38    2.39    5.63
2015 104    1.15    2.39    1.57    2.54    2.39    5.97
2015 105    1.23    2.53    1.63    2.89    2.39    6.44
2015 106    1.30    2.80    1.70    3.23    2.53    6.98
2015 107    1.37    3.06    1.84    3.48    2.86    7.44
2015 108    1.40    3.11    1.86    3.58    2.99    7.38
2015 109    1.39    3.06    1.82    3.49    2.91    7.03
2015 110    1.51    3.00    2.06    4.29    2.90    6.65
2015 111    1.30    2.90    1.82    4.13    2.81    6.38
2015 112    1.37    2.90    1.92    4.20    2.78    6.19
2015 113    1.37    2.86    2.05    4.24    2.80    6.06
2015 114    1.37    2.89    1.99    4.27    2.80    6.05
2015 115    1.44    2.99    2.01    4.47    2.84    6.25
2015 116    1.52    3.06    2.10    4.64    2.96    6.41
2015 117    1.63    3.16    2.30    4.83    3.19    6.70
2015 118    1.70    3.27    2.49    5.17    3.39    7.11
2015 119    1.80    3.38    2.67    5.56    3.56    7.66
2015 120    1.88    3.57    2.95    5.98    3.68    8.31
2015 121    2.02    3.83    3.12    6.36    3.84    8.94
2015 122    2.25    4.03    3.28    6.97    4.05    9.76
2015 123    2.20    4.16    3.47    7.44    4.34   10.16
2015 124    2.20    4.18    3.61    7.75    4.58   10.65
2015 125    2.33    4.33    3.84    8.31    4.79   11.33
2015 126    2.40    4.78    4.15    9.32    5.04   12.28
2015 127    2.52    5.37    4.48   10.30    5.36   13.27
2015 128    2.57    5.43    4.54   11.20    5.89   13.74
2015 129    2.49    5.34    4.48   11.86    6.21   13.77
2015 130    2.47    5.18    4.35   12.37    6.26   13.63
2015 131    2.50    5.07    4.29   12.89    6.01   13.66
2015 132    2.51    4.94    4.24   11.99    5.60   13.47
2015 133    2.58    4.85    4.22   10.47    5.27   13.09
2015 134    2.70    4.99    4.31   10.13    5.30   13.07
2015 135    2.93    5.45    4.55   10.60    5.71   13.50
2015 136    3.10    5.99    5.01   11.21    6.46   14.04
2015 137    3.32    6.33    5.44   11.71    7.07   14.42
2015 138    3.29    6.38    5.52   11.67    6.94   14.51
2015 139    3.07    6.06    5.29   11.33    6.25   14.54
2015 140    2.97    5.72    5.14   11.07    5.83   14.35
2015 141    3.05    5.68    5.17   10.87    5.71   14.14
2015 142    3.15    5.78    5.21   10.92    5.67   14.16
2015 143    3.38    6.03    5.41   11.42    5.77   14.57
2015 144    3.52    6.21    5.72   11.74    6.01   14.89
2015 145    3.53    6.45    6.06   12.14    6.31   15.40
2015 146    3.60    6.83    6.61   12.83    6.86   16.00
2015 147    3.70    7.33    7.21   13.47    7.49   16.56
2015 148    3.72    7.69    7.54   13.99    7.82   16.96
2015 149    3.65    7.56    7.52   14.27    8.10   16.93
2015 150    3.60    7.17    7.30   14.55    8.53   16.59
2015 151    3.62    6.95    7.16   14.15    8.46   16.09
2015 152    3.74    6.99    7.20   13.40    8.17   15.56
2015 153    3.85    7.10    7.41   13.04    8.16   15.27
2015 154    3.96    7.27    7.61   13.14    8.37   15.44
2015 155    4.09    7.56    7.78   13.49    8.67   15.81
2015 156    4.18    7.76    7.89   13.80    8.89   16.01
2015 157    4.24    7.84    7.93   13.97    8.78   15.99
2015 158    4.47    8.23    8.22   14.20    8.80   16.15
2015 159    4.87    8.87    8.79   14.48    9.02   16.58
2015 160    5.16    9.42    9.27   14.88    9.45   17.21
2015 161    5.31    9.85    9.59   15.26    9.92   17.49
2015 162    5.46    9.89    9.65   15.47   10.13   17.51
2015 163    5.68   10.00    9.83   15.81   10.71   17.66
2015 164    5.69   10.13   10.10   16.39   11.58   17.99
2015 165    5.61   10.35   10.29   17.01   12.41   18.41
2015 166    5.46   10.38   10.42   17.54   12.94   18.87
2015 167    5.38   10.35   10.49   17.88   13.19   19.05
2015 168    5.51   10.54   10.64   18.19   13.51   19.29
2015 169    5.64   10.77   10.82   18.43   14.08   19.54
2015 170    5.71   10.90   10.87   18.66   13.95   19.78
2015 171    5.84   11.23   10.94   18.86   13.72   19.98
2015 172    5.98   11.75   11.26   19.00   14.12   20.13
2015 173    6.05   12.06   11.49   19.09   14.46   20.17
2015 174    6.05   12.14   11.62   19.06   14.42   20.24
2015 175    6.23   12.29   11.90   19.03   14.35   20.29
2015 176    6.59   12.51   12.28   19.07   14.37   20.25
2015 177    6.89   12.61   12.59   19.00   14.66   20.23
2015 178    7.14   12.79   12.63   19.00   14.76   20.24
2015 179    7.16   12.78   12.51   19.02   14.71   20.24
2015 180    7.34   14.47   13.68   18.53   14.31   19.02
2015 181    7.06   14.44   13.85   18.80   14.79   19.27
2015 182    6.96   14.17   13.97   18.91   15.07   19.48
2015 183    7.22   14.12   14.09   18.99   15.21   19.60
2015 184    7.63   14.54   14.45   19.24   15.68   19.78
2015 185    7.97   15.11   15.02   19.71   16.39   20.09
2015 186    8.26   15.48   15.45   19.95   16.75   20.21
2015 187    8.15   15.50   15.55   20.48   17.22   20.25
2015 188    7.91   15.27   15.41   20.69   17.46   20.31
2015 189    8.05   15.45   15.39   20.53   17.47   20.25
2015 190    8.57   15.88   15.90   20.49   17.60   20.15
2015 191    9.30   16.22   16.35   20.69   17.82   20.31
2015 192    9.81   16.81   16.87   21.19   18.29   20.71
2015 193    9.98   17.75   17.36   21.38   18.81   20.91
2015 194    9.75   17.81   17.45   21.54   19.30   21.04
2015 195    9.36   17.18   16.96   21.45   19.00   21.10
2015 196    9.39   16.81   16.56   21.17   18.23   21.00
2015 197    9.78   17.16   16.54   21.10   18.06   21.12
2015 198   10.49   17.90   16.80   21.40   18.49   21.60
2015 199   11.16   18.28   17.22   21.83   19.11   21.99
2015 200   10.82   18.26   17.44   22.18   19.50   22.32
2015 201   10.34   18.23   17.42   22.37   19.47   22.52
2015 202   10.23   18.30   17.36   22.46   19.34   22.71
2015 203   10.46   18.78   17.44   22.49   19.19   22.79
2015 204   10.98   19.31   17.71   22.61   19.19   22.96
2015 205   11.58   19.66   18.07   22.80   19.41   23.12
2015 206   12.30   20.00   18.63   23.08   19.84   23.37
2015 207   13.25   20.51   19.24   23.50   20.51   23.81
2015 208   13.83   20.99   19.76   23.98   21.17   24.19
2015 209   13.48   21.11   20.02   24.30   21.62   24.57
2015 210   12.43   21.01   19.87   24.30   21.98   24.47
2015 211   11.60   20.88   19.63   24.07   21.82   24.20
2015 212   11.24   20.85   19.44   23.97   21.55   24.05
2015 213   11.24   20.86   19.32   23.90   21.29   23.88
2015 214   11.48   20.80   19.22   23.81   21.07   23.76
2015 215   11.66   20.60   18.92   23.63   20.89   23.66
2015 216   11.81   20.53   18.65   23.42   20.68   23.42
2015 217   12.02   20.58   18.48   23.34   20.45   23.26
2015 218   12.38   20.71   18.67   23.32   20.36   23.19
2015 219   12.94   20.81   18.97   23.32   20.46   23.02
2015 220   13.52   20.90   19.26   23.28   20.78   22.95
2015 221   13.91   21.01   19.46   23.22   21.06   22.85
2015 222   14.13   21.12   19.43   23.16   21.18   22.72
2015 223   14.25   21.08   19.21   23.07   21.18   22.60
2015 224   14.72   21.10   19.12   22.99   21.17   22.60
2015 225   15.55   21.37   19.35   23.03   21.27   22.83
2015 226   16.37   21.75   19.88   23.29   21.51   23.40
2015 227   16.72   21.94   20.46   23.58   21.82   23.86
2015 228   16.48   22.05   20.71   23.78   22.06   23.96
2015 229   15.86   21.99   20.87   23.96   22.37   24.11
2015 230   15.15   21.66   20.82   23.97   22.47   23.99
2015 231   14.67   21.13   20.51   23.97   22.46   23.74
2015 232   14.24   20.54   20.15   23.65   22.22   23.40
2015 233   14.12   20.06   19.96   23.28   21.94   23.15
2015 234   14.29   19.77   19.96   23.24   21.89   23.06
2015 235   14.19   19.51   19.97   23.38   21.85   23.06
2015 236   13.76   19.16   19.85   23.25   21.76   22.87
2015 237   13.29   18.78   19.63   23.00   21.60   22.45
2015 238   13.00   18.29   19.21   22.67   21.40   21.64
2015 239   12.97   18.08   18.80   22.27   21.12   20.75
2015 240   13.20   18.19   18.69   22.22   21.08   20.59
2015 241   13.63   18.56   18.87   22.60   21.35   21.31
2015 242   14.13   18.89   19.05   22.88   21.56   21.90
2015 243   14.74   19.17   19.29   23.08   21.66   22.21
2015 244   15.17   19.47   19.61   23.47   21.94   22.70
2015 245   15.51   19.70   19.90   23.80   22.34   23.05
2015 246   15.73   19.80   20.02   24.09   22.65   23.32
2015 247   15.85   19.90   20.09   24.24   22.72   23.30
2015 248   15.97   20.12   20.20   24.36   22.78   23.38
2015 249   15.97   20.36   20.33   24.56   23.05   23.65
2015 250   15.88   20.33   20.31   24.68   23.30   23.84
2015 251   15.62   20.10   20.08   24.59   23.22   23.77
2015 252   15.35   19.99   19.74   24.15   22.83   23.45
2015 253   15.06   19.72   19.50   23.64   22.48   23.20
2015 254   14.67   19.30   19.22   23.21   22.24   22.54
2015 255   14.44   18.99   18.91   22.49   21.64   21.38
2015 256   14.44   18.87   18.64   21.79   20.85   20.55
2015 257   14.62   18.80   18.58   21.51   20.43   20.26
2015 258   14.88   18.83   18.72   21.46   20.35   20.42
2015 259   14.92   18.85   18.91   21.56   20.52   20.75
2015 260   14.79   18.77   19.00   21.66   20.66   20.90
2015 261   14.68   18.61   18.85   21.60   20.56   20.77
2015 262   14.64   18.36   18.52   21.34   20.27   20.47
2015 263   14.61   18.27   18.34   21.13   19.91   20.26
2015 264   14.60   18.27   18.35   21.03   19.71   20.14
2015 265   14.56   18.28   18.36   20.94   19.67   20.10
2015 266   14.49   18.38   18.37   20.97   19.77   20.17
2015 267   14.46   18.46   18.32   20.96   19.73   20.21
2015 268   14.40   18.52   18.23   20.89   19.52   20.21
2015 269   14.45   18.55   18.16   20.73   19.19   20.12
2015 270   14.53   18.49   18.14   20.48   19.02   20.01
2015 271   14.33   18.32   18.08   20.22   18.86   19.84
2015 272   14.01   18.02   17.88   20.09   18.62   19.53
2015 273   13.85   17.62   17.58   19.76   18.16   19.04
2015 274   13.72   17.23   17.22   19.33   17.58   18.46
2015 275   13.56   16.91   16.86   18.69   17.12   17.47
2015 276   13.38   16.69   16.63   18.09   16.27   16.47
2015 277   13.14   16.28   16.18   17.64   15.00   15.64
2015 278   12.98   15.78   15.49   17.52   14.47   15.24
2015 279   12.94   15.48   14.88   17.53   14.42   15.18
2015 280   12.89   15.33   14.60   17.56   14.35   15.21
2015 281   12.76   15.16   14.44   17.58   14.26   15.18
2015 282   12.58   14.97   14.25   17.49   14.22   15.18
2015 283   12.56   14.90   14.08   17.42   14.26   15.22
2015 284   12.58   15.00   14.12   17.44   14.42   15.29
2015 285   12.36   14.89   14.13   17.37   14.56   15.29
2015 286   11.92   14.51   13.89   17.19   14.49   15.02
2015 287   11.57   14.25   13.56   16.90   14.22   14.56
2015 288   11.36   14.05   13.33   16.66   13.94   14.17
2015 289   11.05   13.75   12.99   16.34   13.64   13.65
2015 290   10.63   13.37   12.55   15.84   13.26   13.12
2015 291   10.38   13.11   12.12   15.26   12.96   12.55
2015 292   10.32   13.02   11.88   15.01   12.85   12.24
2015 293   10.16   13.01   11.79   15.00   12.78   12.31
2015 294    9.82   12.99   11.68   14.97   12.62   12.55
2015 295    9.49   12.94   11.56   14.84   12.43   12.72
2015 296    9.34   12.83   11.48   14.76   12.30   12.72
2015 297    9.16   12.67   11.31   14.68   12.12   12.73
2015 298    8.95   12.55   11.05   14.57   11.85   12.75
2015 299    8.86   12.47   10.88   14.47   11.73   12.65
2015 300    8.87   12.39   10.82   14.39   11.65   12.55
2015 301    8.88   12.22   10.76   14.21   11.50   12.40
2015 302    8.77   11.94   10.62   13.97   11.27   12.20
2015 303    8.65   11.72   10.45   13.73   10.99   11.99
2015 304    8.60   11.58   10.44   13.60   10.89   11.83
2015 305    8.57   11.50   10.52   13.55   10.92   11.74
2015 306    8.59   11.54   10.57   13.64   10.96   11.87
2015 307    8.67   11.66   10.68   13.85   11.11   12.24
2015 308    8.73   11.64   10.80   14.03   11.25   12.56
2015 309    8.58   11.46   10.79   14.02   11.24   12.55
2015 310    8.30   11.18   10.54   13.70   11.00   12.18
2015 311    8.14   10.98   10.23   13.33   10.75   11.81
2015 312    8.14   10.94   10.13   13.15   10.67   11.59
2015 313    8.16   10.85   10.13   13.09   10.71   11.33
2015 314    8.09   10.74   10.03   12.99   10.68   11.03
2015 315    8.00   10.63    9.89   12.83   10.53   10.86
2015 316    7.90   10.40    9.79   12.71   10.33   10.82
2015 317    7.70   10.01    9.57   12.39    9.90   10.42
2015 318    7.52    9.76    9.31   11.98    9.40    9.90
2015 319    7.48    9.78    9.20   11.80    9.15    9.61
2015 320    7.50    9.78    9.21   11.79    9.17    9.56
2015 321    7.51    9.66    9.19   11.76    9.16    9.58
2015 322    7.44    9.47    9.13   11.67    9.11    9.54
2015 323    7.22    9.25    9.02   11.55    9.03    9.45
2015 324    6.94    9.03    8.88   11.36    8.84    9.19
2015 325    6.66    8.79    8.75   11.17    8.71    8.86
2015 326    6.43    8.54    8.52   10.78    8.52    8.14
2015 327    6.30    8.37    8.33   10.33    8.35    7.59
2015 328    6.15    8.25    8.15    9.98    8.29    7.14
2015 329    5.96    8.13    7.95    9.86    8.28    6.85
2015 330    5.75    7.98    7.78    9.83    8.31    6.72
2015 331    5.66    7.88    7.50    9.72    8.27    6.58
2015 332    5.65    7.81    7.41    9.56    8.13    6.48
2015 333    5.61    7.76    7.38    9.40    8.04    6.39
2015 334    5.62    7.73    7.32    9.30    7.99    6.24
2015 335    5.64    7.69    7.26    9.22    7.95    6.10
2015 336    5.65    7.65    7.23    9.06    7.87    6.02
2015 337    5.69    7.64    7.31    8.89    7.82    6.08
2015 338    5.73    7.66    7.40    8.75    7.81    6.17
2015 339    5.77    7.64    7.43    8.63    7.82    6.21
2015 340    5.72    7.56    7.37    8.52    7.82    6.15
2015 341    5.68    7.49    7.29    8.46    7.78    6.16
2015 342    5.66    7.45    7.26    8.40    7.75    6.23
2015 343    5.65    7.37    7.22    8.37    7.75    6.28
2015 344    5.64    7.31    7.19    8.35    7.74    6.36
2015 345    5.61    7.27    7.17    8.39    7.77    6.51
2015 346    5.59    7.26    7.17    8.42    7.75    6.56
2015 347    5.56    7.24    7.15    8.40    7.75    6.59
2015 348    5.54    7.17    7.10    8.42    7.76    6.70
2015 349    5.42    6.95    6.93    8.36    7.71    6.78
2015 350    5.35    6.79    6.77    8.25    7.63    6.81
2015 351    5.20    6.63    6.61    8.09    7.55    6.78
2015 352    5.01    6.53    6.50    7.82    7.45    6.46
2015 353    4.92    6.46    6.35    7.49    7.35    5.99
2015 354    4.74    6.43    6.35    7.29    7.25    5.68
2015 355    4.68    6.40    6.34    7.38    7.24    5.82
2015 356    4.65    6.36    6.33    7.51    7.24    5.96
2015 357    4.61    6.32    6.31    7.61    7.29    6.14
2015 358    4.50    6.18    6.32    7.59    7.30    6.33
2015 359    4.44    6.08    6.15    7.50    7.19    6.32
2015 360    4.06    5.89    5.99    7.33    7.02    6.24
2015 361    4.04    5.73    5.92    6.94    6.92    6.06
2015 362    4.02    5.58    5.85    6.57    6.78    5.74
2015 363    4.00    5.44    5.73    6.14    6.58    5.25
2015 364    3.97    5.29    5.59    5.79    6.34    4.74
2015 365    3.95    5.22    5.47    5.55    6.14    4.23
