  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2006 052    1.21    1.68    0.91    0.45    2.28    0.20
2006 053    1.19    1.69    0.91    0.46    2.30    0.20
2006 054    1.34    1.94    1.04    0.49    2.59    0.20
2006 055    1.19    1.84    0.72    0.37    2.32    0.20
2006 056    1.16    1.82    0.71    0.37    2.20    0.20
2006 057    1.15    1.79    0.70    0.36    2.09    0.20
2006 058    1.17    1.87    0.71    0.43    2.05    0.20
2006 059    1.06    1.80    0.70    0.20    1.97    0.20
2006 060    1.06    1.80    0.70    0.20    2.05    0.20
2006 061    1.13    1.91    0.87    0.20    2.15    0.20
2006 062    1.10    1.84    0.81    0.20    2.15    0.20
2006 063    1.12    1.81    0.82    0.20    2.23    0.20
2006 064    1.11    1.79    0.81    0.20    2.24    0.20
2006 065    1.22    1.93    0.88    0.20    2.38    0.20
2006 066    1.11    1.91    0.83    0.20    2.22    0.20
2006 067    1.16    2.07    0.87    0.20    2.26    0.20
2006 068    1.23    2.39    0.96    0.78    2.44    0.20
2006 069    1.18    2.52    0.86    0.47    2.45    0.20
2006 070    1.20    2.64    0.88    0.50    2.55    0.20
2006 071    1.23    2.61    0.89    0.52    2.52    0.20
2006 072    1.35    2.52    0.91    0.54    2.43    0.20
2006 073    1.30    2.33    0.84    0.51    2.35    0.20
2006 074    1.29    2.21    0.80    0.47    2.31    0.20
2006 075    1.52    2.31    1.19    1.75    2.54    2.62
2006 076    1.51    2.29    0.97    1.79    2.41    2.46
2006 077    1.52    2.28    0.97    1.85    2.40    2.40
2006 078    1.57    2.31    1.01    1.90    2.40    2.41
2006 079    1.62    2.38    1.04    2.08    2.40    2.40
2006 080    1.61    2.39    1.06    2.26    2.39    2.44
2006 081    1.64    2.41    1.07    2.32    2.46    2.55
2006 082    1.79    2.47    1.31    2.38    2.72    2.73
2006 083    1.69    2.48    1.23    2.43    2.73    2.90
2006 084    1.71    2.49    1.24    2.45    2.82    3.13
2006 085    1.73    2.51    1.24    2.44    2.84    3.30
2006 086    1.79    2.54    1.30    2.56    2.86    3.54
2006 087    1.74    2.56    1.36    2.82    2.93    3.80
2006 088    1.73    2.60    1.37    3.02    3.07    4.15
2006 089    1.92    2.77    1.64    3.21    3.38    4.58
2006 090    1.99    2.87    1.59    3.33    3.49    4.85
2006 091    2.02    2.90    1.60    3.35    3.44    5.00
2006 092    2.03    2.87    1.58    3.40    3.46    5.02
2006 093    2.10    2.92    1.69    3.49    3.58    5.10
2006 094    2.08    2.94    1.69    3.55    3.56    5.09
2006 095    2.08    3.00    1.72    3.61    3.52    5.01
2006 096    2.18    3.10    1.93    3.76    3.68    5.03
2006 097    2.19    3.13    1.96    3.92    3.66    5.22
2006 098    2.25    3.14    1.99    4.06    3.66    5.42
2006 099    2.31    3.15    2.08    4.16    3.71    5.59
2006 100    2.49    3.53    2.40    4.35    3.74    6.00
2006 101    2.64    3.70    2.50    4.60    3.79    6.40
2006 102    2.68    3.89    2.68    5.06    3.94    6.82
2006 103    2.61    4.06    2.88    5.48    4.14    7.33
2006 104    2.41    4.16    2.77    5.68    4.10    7.81
2006 105    2.48    4.29    2.61    5.86    3.97    8.41
2006 106    2.68    4.38    2.73    5.89    4.05    8.84
2006 107    2.93    4.45    2.99    5.87    4.27    9.09
2006 108    3.09    4.61    3.18    6.05    4.46    9.40
2006 109    3.14    4.82    3.43    6.58    4.79    9.83
2006 110    3.22    4.93    3.83    6.87    5.04   10.07
2006 111    3.19    4.99    3.83    7.02    5.05   10.36
2006 112    3.11    4.96    3.83    7.27    4.98   10.70
2006 113    3.03    4.86    3.84    7.29    4.91   10.67
2006 114    3.01    4.79    3.96    7.28    4.86   10.50
2006 115    3.07    4.76    3.94    7.17    4.78   10.35
2006 116    3.17    4.82    3.93    7.13    4.79   10.26
2006 117    3.20    4.98    4.08    7.32    4.99   10.34
2006 118    3.26    5.12    4.23    7.58    5.19   10.58
2006 119    3.29    5.21    4.37    7.88    5.50   10.95
2006 120    3.29    5.30    4.56    8.33    5.80   11.32
2006 121    3.35    5.45    4.80    8.88    6.04   11.75
2006 122    3.43    5.61    5.03    9.35    6.19   12.16
2006 123    3.50    5.72    5.25    9.79    6.37   12.46
2006 124    3.45    5.75    5.32    9.95    6.54   12.62
2006 125    3.29    5.85    5.25   10.05    6.58   12.72
2006 126    3.24    6.03    5.26   10.10    6.64   12.91
2006 127    3.42    6.32    5.40   10.29    6.80   13.10
2006 128    3.49    6.45    5.61   10.80    7.38   13.46
2006 129    3.52    6.45    5.72   11.00    7.90   13.54
2006 130    3.61    6.42    5.73   11.03    8.08   13.46
2006 131    3.69    6.41    5.75   10.98    7.99   13.34
2006 132    3.78    6.41    5.79   10.89    7.87   13.15
2006 133    3.88    6.47    5.89   10.84    7.75   12.94
2006 134    3.99    6.55    6.01   10.88    7.58   12.80
2006 135    4.06    6.58    6.13   10.95    7.61   12.68
2006 136    4.18    6.69    6.26   11.04    7.85   12.58
2006 137    4.16    6.69    6.40   11.13    8.09   12.72
2006 138    4.04    6.62    6.46   11.17    8.26   12.71
2006 139    4.01    6.74    6.48   11.16    8.36   12.65
2006 140    4.01    6.82    6.51   11.27    8.47   12.62
2006 141    4.05    6.84    6.46   11.32    8.47   12.65
2006 142    4.14    7.02    6.40   11.32    8.33   12.72
2006 143    4.45    7.34    6.53   11.45    8.22   12.98
2006 144    4.93    7.73    6.81   11.91    8.43   13.42
2006 145    5.68    8.48    7.40   12.78    9.20   14.08
2006 146    6.02    9.60    8.19   13.64   10.53   14.95
2006 147    6.17   10.35    8.89   14.46   11.75   15.57
2006 148    6.95   11.01   10.04   15.97   13.08   16.63
2006 149    7.97   11.38   11.31   17.66   15.51   17.69
2006 150    7.87   11.86   12.01   18.26   16.76   17.83
2006 151    7.19   12.30   12.04   18.36   16.61   17.66
2006 152    7.05   12.54   11.96   18.00   15.71   17.79
2006 153    7.15   12.76   12.27   17.72   15.03   18.19
2006 154    7.22   12.99   12.43   17.53   14.64   18.31
2006 155    7.30   13.38   12.53   17.27   14.37   18.31
2006 156    7.40   13.68   12.61   17.23   14.38   18.43
2006 157    7.40   13.75   12.91   17.68   14.89   18.77
2006 158    7.27   13.80   13.43   18.27   15.26   18.88
2006 159    7.16   14.02   13.49   18.44   15.07   18.89
2006 160    7.01   13.65   13.05   18.04   14.24   18.70
2006 161    6.89   12.90   12.56   17.40   13.33   18.41
2006 162    7.01   12.44   12.43   17.14   12.93   18.30
2006 163    7.36   12.39   12.59   17.18   13.01   18.30
2006 164    7.62   12.74   13.00   17.38   13.55   18.39
2006 165    7.88   13.19   13.63   17.81   14.31   18.70
2006 166    8.03   13.56   14.15   18.04   14.50   18.98
2006 167    8.37   13.95   14.44   18.35   14.91   19.28
2006 168    8.80   14.43   14.64   18.65   15.61   19.63
2006 169    8.98   14.61   14.70   18.93   16.12   19.96
2006 170    9.18   14.70   14.54   19.07   16.20   20.30
2006 171    9.42   14.76   14.45   19.08   16.05   20.53
2006 172    9.79   15.01   14.55   19.26   16.36   20.60
2006 173    9.75   15.16   14.68   19.64   17.16   20.69
2006 174    9.89   15.18   14.79   19.90   17.80   20.94
2006 175   10.84   15.41   15.04   20.07   18.17   21.10
2006 176   11.62   15.75   15.38   20.14   18.36   21.25
2006 177   11.96   16.18   15.82   20.31   18.47   21.37
2006 178   12.22   16.49   16.41   20.60   18.79   21.45
2006 179   12.54   16.63   16.79   20.79   19.12   21.53
2006 180   12.80   16.80   16.90   20.68   19.05   21.41
2006 181   13.21   17.15   17.00   20.62   18.88   21.38
2006 182   13.07   17.40   17.06   20.66   18.80   21.42
2006 183   12.76   17.66   17.19   20.72   18.82   21.67
2006 184   12.70   17.80   17.35   20.75   18.94   21.91
2006 185   12.59   17.86   17.32   20.85   18.78   22.14
2006 186   12.75   17.97   17.09   20.87   18.46   22.14
2006 187   13.11   18.14   17.04   20.93   18.37   22.04
2006 188   13.46   18.29   17.18   21.11   18.58   22.10
2006 189   13.75   18.53   17.49   21.30   18.90   22.28
2006 190   13.97   18.91   17.84   21.49   19.28   22.65
2006 191   14.09   19.16   18.24   21.64   19.66   22.99
2006 192   14.89   19.47   18.79   21.82   20.08   23.17
2006 193   15.96   19.87   19.53   22.25   20.63   23.43
2006 194   16.71   20.36   20.03   22.62   21.03   23.74
2006 195   16.89   20.75   20.30   22.97   21.62   24.13
2006 196   16.98   21.14   20.60   23.43   21.91   24.61
2006 197   17.10   21.18   20.62   23.83   22.14   24.92
2006 198   16.86   20.94   20.33   24.14   22.31   25.08
2006 199   16.72   20.77   20.02   24.12   22.18   25.05
2006 200   16.84   20.84   20.14   24.01   22.10   25.04
2006 201   16.93   21.02   20.27   24.07   22.23   24.99
2006 202   17.16   21.11   20.27   24.08   22.34   24.77
2006 203   17.33   21.20   20.34   24.03   22.45   24.55
2006 204   17.52   21.34   20.43   24.07   22.56   24.42
2006 205   17.78   21.44   20.50   24.22   22.65   24.44
2006 206   18.02   21.62   20.70   24.27   22.79   24.51
2006 207   18.35   21.82   20.90   24.32   22.92   24.54
2006 208   18.67   21.98   21.09   24.46   23.09   24.68
2006 209   18.94   22.40   21.57   24.62   23.28   25.18
2006 210   18.68   22.80   21.83   24.79   23.38   25.56
2006 211   18.55   23.03   21.93   25.14   23.54   25.90
2006 212   18.86   23.25   22.27   25.61   23.95   26.32
2006 213   19.08   23.41   22.62   25.94   24.46   26.79
2006 214   19.12   23.31   22.52   26.01   24.39   26.97
2006 215   19.13   23.14   22.26   25.75   23.87   26.63
2006 216   19.09   23.14   22.07   25.42   23.50   26.11
2006 217   18.93   23.12   22.05   25.44   23.48   25.92
2006 218   18.64   22.94   22.02   25.45   23.44   25.75
2006 219   18.45   22.79   21.89   25.34   23.30   25.56
2006 220   18.46   22.73   21.77   25.21   23.15   25.32
2006 221   18.41   22.72   21.70   25.18   23.10   25.17
2006 222   18.02   22.55   21.53   25.03   23.01   24.88
2006 223   17.66   22.24   21.29   24.69   22.85   24.34
2006 224   17.55   22.00   21.17   24.43   22.71   23.88
2006 225   17.44   21.86   21.03   24.27   22.58   23.65
2006 226   17.20   21.72   20.84   24.19   22.46   23.47
2006 227   17.04   21.57   20.59   23.97   22.24   23.24
2006 228   17.12   21.50   20.44   23.87   22.08   23.22
2006 229   17.43   21.56   20.44   23.93   22.11   23.28
2006 230   17.63   21.58   20.41   23.89   22.30   23.22
2006 231   17.67   21.54   20.28   23.74   22.15   23.09
2006 232   17.75   21.49   20.09   23.58   21.83   22.96
2006 233   17.88   21.55   20.05   23.51   21.69   22.91
2006 234   17.93   21.61   20.17   23.60   21.71   23.02
2006 235   17.93   21.63   20.18   23.66   21.72   23.02
2006 236   17.83   21.54   20.12   23.63   21.71   22.98
2006 237   17.76   21.45   20.05   23.47   21.52   22.85
2006 238   17.74   21.35   19.93   23.28   21.31   22.65
2006 239   17.77   21.24   19.85   23.08   21.18   22.37
2006 240   17.66   21.20   19.89   22.70   21.01   22.00
2006 241   17.39   21.19   19.90   22.29   20.83   21.80
2006 242   17.31   21.12   19.78   22.06   20.71   21.74
2006 243   17.32   20.96   19.59   21.84   20.58   21.61
2006 244   17.29   20.82   19.43   21.29   20.43   21.29
2006 245   17.36   20.78   19.36   20.34   20.13   20.77
2006 246   17.54   20.81   19.24   19.90   19.75   20.33
2006 247   17.82   20.88   19.12   20.49   19.41   20.27
2006 248   17.92   20.87   18.99   20.92   19.39   20.52
2006 249   17.69   20.79   18.79   21.02   19.39   20.68
2006 250   17.43   20.81   18.66   21.00   19.39   20.72
2006 251   17.14   20.84   18.72   21.13   19.50   20.93
2006 252   16.71   20.65   18.65   21.20   19.45   20.99
2006 253   16.45   20.38   18.49   21.13   19.21   20.84
2006 254   16.31   19.99   18.28   20.94   19.04   20.52
2006 255   16.21   19.50   18.04   20.72   18.91   20.19
2006 256   16.15   19.06   17.82   20.51   18.73   19.81
2006 257   16.20   18.88   17.69   20.25   18.43   19.42
2006 258   16.24   18.88   17.68   20.06   18.11   19.18
2006 259   16.17   18.93   17.69   20.00   17.97   19.04
2006 260   16.06   18.87   17.66   19.94   18.09   18.95
2006 261   15.92   18.54   17.48   19.83   18.12   18.63
2006 262   15.64   18.14   17.21   19.66   17.98   18.27
2006 263   15.28   17.76   16.89   19.47   17.76   17.71
2006 264   15.07   17.55   16.69   19.40   17.54   17.36
2006 265   14.94   17.42   16.57   19.29   17.33   17.18
2006 266   14.65   17.20   16.37   19.02   17.15   16.85
2006 267   14.32   17.02   16.10   18.77   16.95   16.65
2006 268   14.03   16.87   15.83   18.65   16.74   16.55
2006 269   13.84   16.81   15.61   18.64   16.60   16.51
2006 270   13.68   16.64   15.42   18.55   16.55   16.38
2006 271   13.42   16.32   15.15   18.29   16.38   15.98
2006 272   13.20   16.03   14.93   18.02   16.13   15.63
2006 273   13.09   15.82   14.79   17.75   15.97   15.48
2006 274   13.07   15.77   14.61   17.43   15.82   15.33
2006 275   13.13   15.76   14.54   17.27   15.74   15.37
2006 276   13.13   15.65   14.61   17.26   15.75   15.32
2006 277   13.03   15.50   14.56   17.16   15.67   15.17
2006 278   12.94   15.32   14.42   16.95   15.55   14.98
2006 279   12.84   15.23   14.36   16.78   15.51   14.76
2006 280   12.76   15.11   14.35   16.76   15.58   14.70
2006 281   12.61   15.01   14.27   16.74   15.62   14.78
2006 282   12.35   14.91   14.18   16.78   15.57   14.78
2006 283   12.05   14.70   14.10   16.70   15.46   14.60
2006 284   11.88   14.28   13.95   16.51   15.32   14.18
2006 285   11.48   13.59   13.64   16.11   14.98   13.50
2006 286   10.72   12.73   13.13   15.55   14.50   12.98
2006 287    9.97   11.97   12.32   14.90   13.88   12.34
2006 288    9.51   11.65   11.53   14.45   13.17   11.72
2006 289    9.34   11.63   11.31   14.32   12.87   11.60
2006 290    9.26   11.52   11.36   14.44   12.92   11.80
2006 291    9.13   11.20   11.14   14.30   12.75   11.59
2006 292    8.78   10.90   10.78   13.79   12.24   10.81
2006 293    8.47   10.60   10.42   13.08   11.82   10.30
2006 294    8.25   10.44   10.23   12.80   11.49    9.90
2006 295    8.15   10.29    9.95   12.49   11.09    9.48
2006 296    8.07   10.22    9.74   12.12   10.73    8.96
2006 297    8.02   10.21    9.59   11.83   10.52    8.75
2006 298    8.00   10.19    9.50   11.65   10.47    8.61
2006 299    7.99   10.14    9.39   11.48   10.36    8.51
2006 300    8.03   10.01    9.21   11.21   10.10    8.37
2006 301    7.89    9.83    8.99   10.97    9.62    8.27
2006 302    7.75    9.70    8.85   10.93    9.21    8.11
2006 303    7.70    9.63    8.80   10.86    9.06    8.05
2006 304    7.58    9.48    8.71   10.67    8.97    8.02
2006 305    7.40    9.27    8.57   10.41    8.81    7.91
2006 306    7.12    9.11    8.40   10.21    8.68    7.69
2006 307    6.84    8.91    8.22   10.07    8.60    7.54
2006 308    6.71    8.76    8.09    9.96    8.58    7.58
2006 309    6.67    8.62    7.98    9.90    8.65    7.60
2006 310    6.70    8.59    7.97    9.92    8.77    7.72
2006 311    6.69    8.65    8.03    9.96    8.82    8.07
2006 312    6.59    8.77    8.10    9.96    8.87    8.39
2006 313    6.48    8.84    8.14    9.97    8.93    8.54
2006 314    6.40    8.76    8.09    9.90    8.92    8.52
2006 315    6.33    8.66    8.01    9.86    8.91    8.46
2006 316    6.23    8.49    7.90    9.78    8.88    8.39
2006 317    6.10    8.28    7.69    9.60    8.80    8.15
2006 318    5.99    8.05    7.53    9.40    8.75    7.90
2006 319    5.88    7.85    7.39    9.24    8.73    7.60
2006 320    5.83    7.69    7.27    9.11    8.64    7.29
2006 321    5.75    7.59    7.15    8.93    8.51    6.97
2006 322    5.73    7.52    7.08    8.79    8.42    6.68
2006 323    5.71    7.48    7.02    8.67    8.36    6.39
2006 324    5.73    7.47    6.95    8.58    8.31    6.19
2006 325    5.83    7.45    6.96    8.57    8.30    6.18
2006 326    5.91    7.44    7.02    8.67    8.33    6.22
2006 327    5.86    7.49    7.07    8.70    8.33    6.21
2006 328    5.72    7.47    7.09    8.67    8.35    6.32
2006 329    5.61    7.41    7.06    8.65    8.32    6.46
2006 330    5.61    7.38    7.05    8.59    8.27    6.65
2006 331    5.61    7.36    7.05    8.56    8.24    6.99
2006 332    5.59    7.30    7.04    8.54    8.15    7.29
2006 333    5.53    7.12    7.01    8.49    8.08    7.28
2006 334    5.41    6.82    6.82    8.12    7.96    6.95
2006 335    5.28    6.54    6.67    7.83    7.79    6.45
2006 336    5.14    6.36    6.51    7.56    7.56    5.97
2006 337    4.78    6.15    6.22    7.25    7.33    5.70
2006 338    4.65    5.88    5.87    6.78    7.12    5.22
2006 339    4.43    5.62    5.54    6.33    6.92    4.59
2006 340    4.35    5.51    5.46    5.98    6.73    3.98
2006 341    4.31    5.44    5.36    5.72    6.55    3.31
2006 342    4.26    5.38    5.21    5.57    6.44    0.20
2006 343    4.29    5.37    5.14    5.49    6.35    0.20
2006 344    4.31    5.32    5.09    5.48    6.33    0.20
2006 345    4.32    5.27    5.08    5.53    6.35    0.20
2006 346    4.28    5.25    5.05    5.53    6.37    0.20
2006 347    4.26    5.25    4.99    5.45    6.38    0.20
2006 348    4.26    5.25    4.98    5.40    6.33    3.18
2006 349    4.21    5.23    4.97    5.34    6.34    3.36
2006 350    4.19    5.20    4.99    5.33    6.31    3.54
2006 351    4.18    5.15    4.95    5.31    6.26    3.78
2006 352    4.23    5.15    4.99    5.24    6.20    3.97
2006 353    4.24    5.18    4.96    5.19    6.16    4.04
2006 354    4.24    5.15    4.99    5.21    6.20    4.04
2006 355    4.23    5.15    4.97    5.22    6.25    4.09
2006 356    4.06    5.14    4.73    5.21    6.21    4.24
2006 357    3.96    5.14    4.77    5.21    6.13    4.37
2006 358    3.92    5.16    4.82    5.19    6.10    4.48
2006 359    3.92    5.09    4.75    5.18    6.02    4.47
2006 360    3.87    4.90    4.66    5.13    5.93    4.35
2006 361    3.86    4.78    4.55    5.05    5.81    4.22
2006 362    3.91    4.79    4.56    4.97    5.73    4.13
2006 363    3.82    4.78    4.43    4.92    5.73    4.06
2006 364    3.87    4.75    4.38    4.93    5.70    4.04
2006 365    3.92    4.79    4.34    5.02    5.69    4.13
