  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
1997 052    0.20    0.86    0.33    0.20    1.15    0.20
1997 053    0.20    0.87    0.32    0.20    1.19    0.20
1997 054    0.20    0.92    0.31    0.20    1.24    0.20
1997 055    0.20    0.94    0.31    0.20    1.31    0.20
1997 056    0.20    0.99    0.32    0.20    1.35    0.20
1997 057    0.20    0.98    0.20    0.20    1.38    0.20
1997 058    0.20    0.95    0.20    0.20    1.37    0.20
1997 059    0.20    1.01    0.20    0.20    1.35    0.20
1997 060    0.20    0.99    0.20    0.20    1.31    0.20
1997 061    0.20    0.96    0.20    0.20    1.28    0.20
1997 062    0.20    0.95    0.20    0.20    1.27    0.20
1997 063    0.20    0.94    0.28    0.20    1.26    0.20
1997 064    0.20    0.93    0.20    0.20    1.26    0.20
1997 065    0.20    0.93    0.20    0.20    1.25    0.20
1997 066    0.20    0.92    0.20    0.20    1.30    0.20
1997 067    0.20    0.86    0.20    0.20    1.50    0.20
1997 068    0.20    0.86    0.20    0.20    1.57    0.20
1997 069    0.20    0.88    0.20    0.20    1.50    0.20
1997 070    0.20    0.94    0.20    0.20    1.22    0.20
1997 071    0.20    0.97    0.20    0.20    1.14    0.20
1997 072    0.20    0.97    0.20    0.20    1.17    0.20
1997 073    0.20    0.98    0.20    0.20    1.19    0.20
1997 074    0.20    0.99    0.20    0.20    1.20    0.20
1997 075    0.20    1.00    0.20    0.20    1.20    0.20
1997 076    0.20    0.99    0.20    0.20    1.21    0.20
1997 077    0.20    1.02    0.20    0.20    1.22    0.21
1997 078    0.20    1.03    0.20    0.20    1.21    0.20
1997 079    0.20    1.01    0.20    0.20    1.19    0.20
1997 080    0.20    1.02    0.20    0.20    1.18    0.20
1997 081    0.20    1.04    0.20    0.20    1.18    0.20
1997 082    0.20    1.07    0.20    0.20    1.18    0.20
1997 083    0.20    1.06    0.20    0.20    1.15    0.20
1997 084    0.20    1.05    0.20    0.20    1.17    0.20
1997 085    0.20    1.03    0.20    0.20    1.27    0.20
1997 086    0.20    1.00    0.20    0.20    1.32    0.20
1997 087    0.20    1.01    0.20    0.21    1.40    2.81
1997 088    0.20    1.10    0.20    0.21    1.43    2.91
1997 089    0.20    1.19    0.20    0.21    1.48    2.98
1997 090    0.20    1.29    0.20    0.21    1.52    3.09
1997 091    0.20    1.42    0.20    1.65    1.57    3.14
1997 092    0.20    1.44    0.20    1.78    1.56    3.59
1997 093    0.20    1.32    0.20    1.97    1.65    3.97
1997 094    0.20    1.25    0.20    2.07    1.72    4.06
1997 095    0.20    1.24    0.20    2.16    1.67    4.23
1997 096    0.20    1.24    0.20    2.28    1.66    4.48
1997 097    0.20    1.24    0.20    2.28    1.63    4.42
1997 098    0.20    1.30    0.20    2.41    1.56    4.19
1997 099    0.20    1.38    0.20    2.40    1.43    3.91
1997 100    0.20    1.44    0.20    2.44    1.68    3.75
1997 101    0.20    1.46    0.20    2.64    1.63    3.84
1997 102    0.20    1.45    0.20    2.72    1.72    3.93
1997 103    0.20    1.44    0.20    2.82    1.81    3.96
1997 104    0.20    1.38    0.20    2.79    1.89    3.78
1997 105    0.20    1.46    0.36    3.19    1.58    4.52
1997 106    0.20    1.44    0.33    3.33    1.85    4.59
1997 107    0.20    1.50    0.31    3.25    1.85    4.60
1997 108    0.20    1.53    0.40    3.18    1.85    4.61
1997 109    0.20    1.62    0.31    3.15    1.89    4.56
1997 110    0.20    1.69    0.40    3.50    1.92    5.18
1997 111    0.20    1.74    0.44    3.81    1.97    5.74
1997 112    0.20    1.79    0.81    3.98    2.12    5.90
1997 113    0.20    1.73    0.79    4.14    2.15    6.14
1997 114    0.20    1.82    0.77    4.35    2.17    6.49
1997 115    0.20    1.96    1.00    4.45    2.28    6.84
1997 116    0.20    1.97    0.98    4.92    2.35    7.12
1997 117    0.20    1.93    1.04    5.07    2.41    7.43
1997 118    0.20    1.82    1.10    5.24    2.39    7.72
1997 119    0.20    2.55    1.03    5.18    2.06    7.91
1997 120    0.20    2.72    1.14    5.95    2.75    8.60
1997 121    0.20    2.79    1.22    5.98    3.25    8.44
1997 122    0.29    2.81    1.36    6.01    3.31    8.24
1997 123    0.31    2.86    1.47    6.08    3.21    8.12
1997 124    0.31    3.01    1.54    6.06    3.10    7.95
1997 125    0.31    2.94    1.42    6.52    3.02    8.20
1997 126    0.65    2.58    1.84    6.50    3.07    8.37
1997 127    0.62    2.49    1.80    6.43    3.16    8.40
1997 128    0.67    2.98    2.02    6.61    3.26    8.55
1997 129    0.91    3.37    2.37    6.76    3.36    8.61
1997 130    1.00    3.64    2.59    6.91    3.48    8.65
1997 131    1.06    3.66    2.43    7.06    3.62    8.50
1997 132    1.15    3.64    2.49    7.11    3.63    8.55
1997 133    1.31    3.63    2.56    7.17    3.61    8.65
1997 134    1.41    3.63    2.63    7.42    3.76    8.63
1997 135    1.50    3.63    2.67    7.50    3.78    8.58
1997 136    1.60    3.57    2.73    7.60    3.87    8.68
1997 137    1.69    3.80    2.91    7.63    3.91    8.71
1997 138    1.76    3.95    3.09    8.07    3.86    9.39
1997 139    1.82    4.00    3.20    8.28    4.00    9.78
1997 140    1.94    4.06    3.33    8.51    4.14    9.99
1997 141    2.01    3.97    3.35    8.72    4.34   10.18
1997 142    2.12    4.37    3.45    8.94    4.43   10.64
1997 143    2.17    4.64    3.69    9.48    4.49   10.65
1997 144    2.19    4.78    3.79    9.54    4.95   10.51
1997 145    2.04    4.88    3.89    9.54    5.23   10.39
1997 146    2.14    4.85    3.71    9.57    5.47   10.32
1997 147    2.25    5.00    4.06    9.89    5.71   11.00
1997 148    2.27    5.09    4.61    9.95    6.12   11.20
1997 149    2.40    5.46    4.79   10.07    6.33   11.50
1997 150    2.56    5.80    5.02   10.24    6.73   11.83
1997 151    2.77    6.08    5.23   10.39    7.07   12.10
1997 152    3.09    6.30    5.43   10.55    7.38   12.41
1997 153    3.17    6.43    5.65   10.72    7.73   12.65
1997 154    3.28    6.46    5.79   10.88    8.13   12.92
1997 155    3.43    6.82    6.00   11.08    8.43   13.27
1997 156    3.57    7.23    6.58   12.25    9.11   14.14
1997 157    3.59    7.73    7.10   12.67   10.01   14.56
1997 158    3.56    8.03    7.75   13.23   10.79   15.25
1997 159    3.53    8.14    8.34   13.74   11.29   15.50
1997 160    3.91    8.54    8.90   14.36   11.64   16.01
1997 161    3.99    9.98    9.15   16.11   11.97   17.69
1997 162    4.30   10.56    9.70   16.30   11.83   17.79
1997 163    4.36   10.91    9.80   16.32   12.24   17.64
1997 164    4.16   10.81    9.72   16.48   12.58   17.76
1997 165    4.06   10.00    9.25   16.35   12.73   17.92
1997 166    4.23    9.88    9.42   16.37   12.94   17.52
1997 167    4.20    9.60    9.25   16.44   13.33   17.53
1997 168    4.17    9.33    9.06   16.31   13.84   17.40
1997 169    4.42   10.47    9.60   16.29   14.32   17.57
1997 170    4.55   10.90    9.90   16.36   14.84   17.75
1997 171    4.64   11.16   10.35   17.30   15.33   18.28
1997 172    4.69   11.38   10.71   17.82   15.56   18.82
1997 173    4.72   11.62   11.06   18.32   15.70   19.41
1997 174    4.90   12.89   11.51   18.88   15.97   20.32
1997 175    4.74   13.21   12.23   19.73   16.68   21.01
1997 176    4.56   13.01   12.68   19.86   16.95   21.39
1997 177    4.45   12.67   12.64   19.81   17.30   21.91
1997 178    4.67   12.97   12.45   19.73   17.17   21.79
1997 179    5.05   14.02   13.58   20.70   18.46   22.12
1997 180    5.12   14.51   14.49   21.67   19.88   22.44
1997 181    5.12   14.76   14.75   21.43   20.82   22.16
1997 182    5.11   14.95   14.43   21.31   20.65   21.82
1997 183    5.08   15.02   14.12   21.21   19.60   21.57
1997 184    5.03   14.63   13.78   21.01   18.66   21.30
1997 185    5.00   14.26   13.37   20.19   17.72   20.92
1997 186    5.05   14.05   13.05   19.70   16.86   20.81
1997 187    5.22   14.21   13.04   19.61   16.18   20.57
1997 188    5.56   14.26   13.19   19.93   16.08   20.64
1997 189    5.83   14.10   13.36   19.80   15.85   20.29
1997 190    5.88   14.06   13.30   19.61   15.89   19.65
1997 191    6.58   14.60   13.65   19.85   15.95   19.49
1997 192    7.52   16.10   15.09   20.97   16.63   20.46
1997 193    8.29   16.79   15.63   21.56   17.31   21.06
1997 194    8.76   17.57   16.78   22.14   18.18   22.09
1997 195    8.83   17.82   17.53   22.69   18.94   22.56
1997 196    8.44   17.43   17.52   22.83   19.80   22.60
1997 197    8.68   18.74   17.75   22.78   19.57   22.90
1997 198    8.86   18.71   17.90   23.37   20.41   23.53
1997 199    8.95   18.86   17.58   23.01   19.83   23.23
1997 200    8.89   18.63   16.90   22.86   19.37   23.02
1997 201    9.24   18.53   16.88   23.01   19.10   23.11
1997 202    9.22   18.40   16.96   23.09   19.01   22.80
1997 203    9.37   18.45   17.18   22.69   19.27   22.39
1997 204    9.91   18.55   17.78   22.40   19.83   21.91
1997 205   10.47   18.43   17.87   22.31   20.04   21.75
1997 206   11.31   19.72   18.39   22.32   19.82   22.05
1997 207   11.55   19.98   18.55   22.59   20.43   22.43
1997 208   11.66   20.17   18.59   22.73   20.49   22.58
1997 209   11.55   20.01   18.43   22.82   20.48   22.67
1997 210   11.29   18.92   17.96   22.59   19.99   22.33
1997 211   11.74   19.21   18.29   22.61   20.02   22.26
1997 212   11.73   19.48   18.75   22.60   20.19   22.42
1997 213   11.87   19.82   18.79   22.79   20.53   22.69
1997 214   12.00   19.55   18.47   22.76   20.45   22.56
1997 215   12.48   19.99   18.84   22.75   20.51   22.01
1997 216   12.46   19.59   18.81   22.86   20.61   22.32
1997 217   12.27   19.06   18.45   22.83   20.71   22.17
1997 218   12.75   19.14   18.37   22.57   20.45   21.98
1997 219   13.73   19.56   18.57   22.42   20.30   21.74
1997 220   13.77   19.68   18.88   22.65   20.52   22.30
1997 221   13.56   19.87   19.16   22.72   21.01   22.37
1997 222   13.21   19.83   19.16   22.83   21.28   22.54
1997 223   13.43   19.72   18.81   22.72   20.87   22.49
1997 224   13.50   19.53   18.38   22.64   20.50   22.41
1997 225   13.22   19.31   18.27   22.62   20.41   22.51
1997 226   13.20   19.15   18.00   22.66   20.31   22.53
1997 227   13.29   19.23   17.95   22.69   20.50   22.46
1997 228   13.34   19.29   17.90   22.66   20.72   22.34
1997 229   13.47   19.01   17.56   22.40   20.53   21.91
1997 230   13.82   18.88   17.61   22.06   20.75   21.52
1997 231   13.90   19.00   17.68   21.60   20.27   21.00
1997 232   13.89   18.80   17.88   21.42   20.01   20.74
1997 233   13.85   18.47   17.56   21.18   19.62   20.47
1997 234   13.83   18.17   17.21   20.98   19.27   20.35
1997 235   14.05   17.95   16.91   20.83   19.09   20.48
1997 236   14.48   18.19   16.91   20.66   19.13   20.35
1997 237   14.96   18.26   16.90   20.51   19.42   19.89
1997 238   15.19   18.71   17.31   20.54   19.30   19.67
1997 239   15.16   19.02   17.35   20.66   19.66   19.59
1997 240   14.98   18.48   17.01   20.75   19.92   19.79
1997 241   14.93   18.44   17.22   20.72   19.62   19.82
1997 242   15.01   18.29   17.03   20.72   19.82   19.86
1997 243   15.10   18.32   17.05   20.81   19.82   19.89
1997 244   14.87   18.28   17.03   20.88   19.99   19.79
1997 245   14.68   18.26   16.98   20.81   19.91   19.67
1997 246   14.41   17.87   16.75   20.61   19.62   19.49
1997 247   14.59   17.56   16.82   20.53   19.37   18.95
1997 248   14.55   17.60   16.58   20.54   19.14   19.20
1997 249   14.55   17.80   16.62   20.25   18.91   19.34
1997 250   14.55   17.50   16.56   19.86   18.62   18.97
1997 251   14.59   17.43   16.61   19.90   18.45   19.02
1997 252   14.60   17.28   16.57   19.71   18.38   19.11
1997 253   14.56   17.15   16.66   19.73   18.45   19.21
1997 254   14.71   17.03   16.72   19.74   18.42   19.24
1997 255   14.86   17.16   16.77   19.73   18.41   19.31
1997 256   14.95   17.15   16.94   19.82   18.29   19.46
1997 257   15.13   17.56   17.19   19.99   18.26   19.89
1997 258   15.24   17.67   17.02   20.16   18.34   20.49
1997 259   14.90   17.80   17.12   20.50   18.47   20.69
1997 260   14.90   17.78   16.82   20.37   18.34   20.45
1997 261   14.28   17.77   16.87   20.31   18.43   20.63
1997 262   14.11   17.53   16.78   20.42   18.56   20.77
1997 263   13.92   17.36   16.50   20.14   18.25   19.94
1997 264   13.97   17.32   16.35   19.97   17.91   19.37
1997 265   13.45   16.99   15.94   19.38   17.55   18.77
1997 266   13.09   16.72   15.64   19.13   17.00   18.09
1997 267   12.76   16.51   15.28   19.02   17.15   17.76
1997 268   12.16   16.23   15.06   18.59   16.74   17.21
1997 269   11.95   16.13   15.09   18.47   16.06   17.20
1997 270   11.85   16.53   14.92   18.46   15.68   17.09
1997 271   11.54   16.11   14.88   18.32   15.97   16.93
1997 272   11.23   15.80   14.71   18.26   15.53   16.65
1997 273   10.90   15.62   14.57   18.07   15.24   16.43
1997 274   10.69   15.55   14.47   17.86   14.99   16.19
1997 275   10.62   15.50   14.44   17.80   14.84   16.27
1997 276   10.60   15.54   14.41   17.78   14.83   16.86
1997 277   10.42   15.45   14.37   17.72   14.86   16.83
1997 278   10.37   15.33   14.24   17.80   15.14   16.60
1997 279   10.37   15.31   14.33   17.70   15.12   17.62
1997 280   10.26   15.54   14.48   17.89   15.66   17.92
1997 281   10.09   15.56   14.55   18.32   15.74   18.35
1997 282    9.87   15.26   14.47   18.21   15.62   18.24
1997 283    9.60   15.05   14.20   17.99   15.27   17.75
1997 284    9.42   14.87   14.19   17.69   15.12   17.20
1997 285    9.24   14.70   14.11   17.77   15.13   16.96
1997 286    9.01   14.44   14.12   17.87   15.17   17.10
1997 287    8.81   14.18   14.07   17.69   15.03   16.68
1997 288    8.60   13.99   13.83   17.36   14.99   15.94
1997 289    8.46   13.84   13.69   17.17   14.94   15.43
1997 290    8.40   13.71   13.44   16.84   14.77   14.86
1997 291    8.35   13.64   13.36   16.52   14.48   14.71
1997 292    8.17   13.51   13.34   16.28   14.56   14.46
1997 293    8.06   13.17   13.03   15.97   14.47   14.34
1997 294    7.92   12.74   12.58   15.47   14.19   13.72
1997 295    7.81   12.50   12.09   15.05   13.44   12.58
1997 296    7.70   12.20   11.65   14.69   12.75   11.86
1997 297    7.60   11.92   11.25   14.33   12.22   11.22
1997 298    7.48   11.59   10.88   13.97   11.75   10.58
1997 299    7.37   11.27   10.53   13.61   11.28    9.95
1997 300    7.16   10.92   10.16   13.19   10.93    9.29
1997 301    7.13   10.65    9.86   12.80   10.63    8.68
1997 302    7.14   10.56    9.68   12.34   10.43    8.33
1997 303    7.11   10.55    9.51   12.62    9.97    8.49
1997 304    7.06   10.49    9.49   12.55    9.89    8.62
1997 305    7.00   10.38    9.47   12.37    9.80    8.67
1997 306    6.93   10.27    9.44   12.15    9.78    8.64
1997 307    6.85   10.21    9.42   11.97    9.80    8.66
1997 308    6.76   10.16    9.33   11.79    9.79    8.68
1997 309    6.66   10.09    9.25   11.61    9.74    8.71
1997 310    6.58   10.05    9.17   11.41    9.70    8.70
1997 311    6.62    9.96    9.18   11.21    9.52    8.70
1997 312    6.63    9.74    9.41   11.02    9.35    8.61
1997 313    6.64    9.56    9.09   10.72    9.10    8.41
1997 314    6.62    9.38    8.82   10.54    8.87    7.99
1997 315    6.56    9.22    8.57   10.33    8.74    7.59
1997 316    6.50    9.06    8.41   10.08    8.57    7.16
1997 317    6.41    8.88    8.25    9.80    8.45    6.68
1997 318    6.35    8.66    8.06    9.50    8.36    6.21
1997 319    6.34    8.38    7.87    9.20    8.16    5.75
1997 320    6.29    8.25    7.68    8.92    7.99    5.18
1997 321    6.13    8.05    7.52    8.63    7.82    4.90
1997 322    5.96    8.02    7.35    8.32    7.65    4.52
1997 323    5.74    7.77    7.21    8.06    7.55    4.30
1997 324    5.52    7.59    7.07    7.82    7.46    4.14
1997 325    5.33    7.43    6.93    7.63    7.34    4.04
1997 326    5.16    7.26    6.78    7.44    7.22    3.93
1997 327    4.99    7.12    6.62    7.28    7.04    3.68
1997 328    4.76    6.96    6.48    7.16    6.94    3.53
1997 329    4.61    6.80    6.36    7.02    6.81    3.54
1997 330    4.56    6.67    6.27    6.93    6.76    3.66
1997 331    4.52    6.54    6.15    6.81    6.69    3.93
1997 332    4.49    6.47    6.09    6.70    6.58    4.05
1997 333    4.44    6.41    6.05    6.55    6.52    4.13
1997 334    4.39    6.36    5.99    6.47    6.48    4.20
1997 335    4.34    6.29    5.80    6.40    6.35    4.26
1997 336    4.29    6.23    5.60    6.34    6.16    4.32
1997 337    4.28    6.13    5.43    6.29    6.09    4.37
1997 338    4.27    6.00    5.32    6.19    6.02    4.39
1997 339    4.32    5.91    5.30    6.00    5.93    4.40
1997 340    4.31    5.87    5.37    5.72    5.94    3.67
1997 341    4.26    5.82    5.36    5.52    5.85    2.93
1997 342    4.25    5.77    5.29    5.38    5.78    2.24
1997 343    4.24    5.70    5.10    5.24    5.72    1.59
1997 344    4.23    5.63    4.90    5.10    5.62    0.99
1997 345    4.31    5.52    4.81    4.96    5.56    0.56
1997 346    4.30    5.38    4.80    4.76    5.43    0.41
1997 347    4.29    5.37    4.84    4.57    5.26    0.34
1997 348    4.25    5.46    4.94    4.58    5.36    1.63
1997 349    4.24    5.77    4.99    4.50    5.44    1.76
1997 350    4.22    5.56    5.06    4.48    5.29    1.83
1997 351    4.19    6.21    5.50    4.55    5.28    1.69
1997 352    4.13    5.93    5.15    4.06    5.00    1.44
1997 353    4.04    5.50    4.74    3.90    4.86    1.29
1997 354    3.98    5.18    4.47    3.73    4.59    1.13
1997 355    3.93    4.94    4.26    3.57    4.37    0.98
1997 356    3.90    4.81    4.10    3.45    4.27    0.88
1997 357    3.86    4.88    3.96    3.38    4.19    0.85
1997 358    3.66    4.85    3.82    3.29    4.10    0.85
1997 359    3.45    4.77    3.69    3.19    4.00    0.84
1997 360    3.13    4.68    3.56    3.09    3.90    0.82
1997 361    2.65    4.59    3.34    3.01    3.73    0.20
1997 362    2.48    4.50    3.24    2.94    3.58    0.20
1997 363    2.39    4.42    3.15    2.87    3.47    0.20
1997 364    2.31    4.32    3.07    2.80    3.35    0.20
1997 365    2.23    4.08    2.93    2.67    3.26    0.20
