  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
1998 052    1.33    2.25    1.26    1.72    2.16    0.79
1998 053    1.37    2.26    1.26    1.78    2.24    0.81
1998 054    1.46    2.29    1.35    1.85    2.33    0.86
1998 055    1.46    2.30    1.37    1.87    2.43    0.90
1998 056    1.48    2.22    1.39    1.89    2.55    0.94
1998 057    1.46    2.18    1.35    2.00    2.89    0.99
1998 058    1.45    2.37    1.32    2.06    2.91    1.23
1998 059    1.45    2.53    1.28    2.11    3.06    1.41
1998 060    1.46    2.55    1.25    2.08    3.08    1.55
1998 061    1.49    2.44    1.23    2.03    2.84    1.66
1998 062    1.55    2.38    1.22    2.01    2.74    1.77
1998 063    1.62    2.33    1.23    2.02    2.67    1.87
1998 064    1.68    2.30    1.24    2.05    2.62    1.98
1998 065    1.55    2.21    1.42    2.13    2.61    2.23
1998 066    1.39    2.15    1.19    2.08    2.59    2.36
1998 067    1.32    2.14    1.17    2.04    2.61    2.41
1998 068    1.29    2.15    1.15    1.99    2.55    2.41
1998 069    1.30    2.17    1.11    1.91    2.35    2.39
1998 070    1.32    2.21    1.05    1.83    2.22    2.12
1998 071    1.36    2.24    1.01    1.78    2.21    2.08
1998 072    1.40    2.21    0.99    1.71    2.26    1.92
1998 073    1.41    2.12    1.02    1.63    2.39    1.77
1998 074    1.29    2.01    0.98    1.57    2.45    1.42
1998 075    1.18    1.90    0.93    1.54    2.45    1.17
1998 076    1.15    1.88    1.06    1.57    2.40    1.12
1998 077    1.14    1.93    1.07    1.59    2.38    0.93
1998 078    1.11    2.01    1.11    1.68    2.37    0.90
1998 079    1.13    2.09    1.16    1.79    2.36    0.90
1998 080    1.30    2.16    1.19    1.88    2.36    1.13
1998 081    1.53    2.25    1.22    1.98    2.35    1.35
1998 082    1.60    2.28    1.25    2.09    2.34    1.59
1998 083    1.54    2.22    1.38    2.25    2.37    1.97
1998 084    1.47    2.25    1.55    2.50    2.55    2.35
1998 085    1.46    2.46    1.63    2.85    2.75    3.01
1998 086    1.46    2.66    1.74    3.08    3.02    3.77
1998 087    1.46    2.81    1.75    3.33    3.22    4.22
1998 088    1.47    2.93    1.71    3.51    3.30    4.53
1998 089    1.49    2.96    1.69    3.70    3.45    4.80
1998 090    1.51    2.96    1.68    3.97    3.49    5.54
1998 091    1.53    2.93    1.66    4.14    3.43    5.92
1998 092    1.53    2.88    1.74    4.28    3.36    6.30
1998 093    1.50    2.88    1.80    4.48    3.33    6.68
1998 094    1.50    2.92    1.82    4.60    3.28    6.87
1998 095    1.52    2.73    1.85    4.71    3.28    6.88
1998 096    1.60    3.04    1.53    4.48    3.14    6.61
1998 097    1.63    3.12    1.73    4.72    2.93    7.08
1998 098    1.71    3.19    1.86    4.92    3.14    7.03
1998 099    1.77    3.26    2.03    5.14    3.38    6.82
1998 100    1.78    3.25    1.98    5.41    3.70    6.73
1998 101    1.74    3.46    2.00    5.28    3.53    6.92
1998 102    1.70    3.71    2.40    5.75    3.46    7.76
1998 103    1.73    3.77    2.46    6.32    3.83    8.29
1998 104    1.77    3.81    2.57    6.46    3.88    8.43
1998 105    1.83    3.86    2.58    6.49    3.92    8.56
1998 106    1.87    3.93    2.66    6.54    3.95    8.70
1998 107    1.94    3.99    2.78    6.55    3.97    8.83
1998 108    1.92    3.76    2.86    6.57    4.00    8.93
1998 109    1.97    3.90    2.86    6.55    4.10    8.94
1998 110    2.09    4.10    2.87    6.57    4.17    8.96
1998 111    2.14    4.48    3.15    6.91    3.76    9.32
1998 112    2.06    4.43    3.66    7.21    4.40    9.68
1998 113    1.95    4.20    3.43    7.50    4.80   10.12
1998 114    2.20    4.59    3.49    7.56    4.99   10.28
1998 115    2.38    4.85    3.43    7.36    4.51   10.04
1998 116    2.61    4.89    3.61    7.49    4.88    9.80
1998 117    2.09    4.86    3.69    7.61    4.98    9.61
1998 118    1.99    4.60    3.43    7.73    4.97    9.59
1998 119    2.57    5.07    3.65    7.73    4.87    9.78
1998 120    3.01    5.29    4.02    8.20    5.11   10.13
1998 121    2.80    5.50    4.35    8.81    5.70   10.43
1998 122    2.64    5.77    4.65    9.30    6.38   10.70
1998 123    2.48    6.02    4.96    9.75    6.70   10.97
1998 124    2.76    6.23    5.28   10.39    7.13   11.25
1998 125    3.22    6.53    5.71   11.31    7.81   11.52
1998 126    3.01    6.55    6.19   12.14    8.33   11.84
1998 127    2.59    6.64    6.27   12.22    8.65   12.29
1998 128    3.30    6.67    6.14   11.85    8.56   12.69
1998 129    3.43    6.52    5.71   11.62    8.52   13.12
1998 130    3.17    6.68    6.10   11.23    8.51   13.24
1998 131    2.93    6.51    6.30   11.43    8.30   13.51
1998 132    3.71    7.51    6.47   11.68    8.16   13.85
1998 133    3.81    8.09    6.66   11.81    8.23   14.31
1998 134    3.90    8.63    6.95   12.82    9.35   15.24
1998 135    3.95    8.54    7.26   14.17   11.40   16.25
1998 136    4.00    8.30    7.34   14.31   11.72   16.39
1998 137    3.96    8.38    7.28   14.17   11.53   16.41
1998 138    4.57    9.88    8.37   15.48   12.17   17.26
1998 139    4.41   10.45    8.87   15.84   12.48   17.60
1998 140    4.19   10.30    8.77   15.91   12.72   18.08
1998 141    3.99   10.40    8.37   15.74   12.07   17.96
1998 142    4.18   10.26    8.26   15.07   11.31   17.41
1998 143    4.81   10.48    8.51   15.29   11.11   17.04
1998 144    4.77   11.04    9.21   15.32   11.35   16.74
1998 145    5.00   11.64    9.56   15.15   11.92   16.40
1998 146    4.96   11.25    9.71   15.12   12.34   16.20
1998 147    5.39   12.05   10.03   15.77   13.03   16.85
1998 148    5.43   12.21   10.31   16.54   13.47   17.57
1998 149    5.28   12.15   10.26   16.83   13.51   17.63
1998 150    5.15   12.00    9.92   16.81   13.54   17.70
1998 151    5.15   11.80    9.50   16.99   13.02   17.95
1998 152    5.15   11.61    9.15   16.57   12.19   17.94
1998 153    5.15   11.54    9.01   16.05   11.52   17.63
1998 154    5.12   11.38    8.86   15.65   10.82   17.27
1998 155    5.32   10.98    8.86   15.71   10.46   17.23
1998 156    5.52   11.08    8.83   15.27   10.32   16.73
1998 157    5.88   11.19    9.02   15.51   10.48   16.61
1998 158    6.28   11.49    9.25   15.48   10.64   16.52
1998 159    6.71   11.72    9.63   15.62   10.90   16.75
1998 160    6.65   11.78    9.78   15.88   11.28   16.87
1998 161    6.89   11.97   10.23   16.07   12.01   17.05
1998 162    6.88   12.16   10.56   16.25   12.38   17.18
1998 163    6.88   12.36   10.82   16.45   12.75   17.54
1998 164    6.89   13.42   11.09   16.34   13.17   17.83
1998 165    7.78   13.79   11.45   16.75   13.34   18.29
1998 166    9.22   14.21   12.50   17.34   13.69   18.72
1998 167    9.21   14.63   13.20   17.82   14.35   18.73
1998 168    9.21   14.85   13.81   18.18   14.95   19.50
1998 169    9.71   15.62   14.08   18.85   15.37   20.12
1998 170    9.93   15.97   14.88   19.17   15.96   20.31
1998 171   10.10   16.49   15.31   19.22   17.47   20.50
1998 172   10.49   17.00   16.01   20.16   18.45   21.15
1998 173   10.77   16.98   16.70   21.43   19.19   22.11
1998 174   11.18   17.26   17.35   22.02   19.25   23.82
1998 175   11.83   18.45   17.58   22.31   19.65   23.98
1998 176   12.04   18.73   17.64   22.69   19.73   24.49
1998 177   12.17   18.28   17.17   22.00   19.29   24.23
1998 178   12.61   18.52   16.76   21.36   18.59   23.75
1998 179   12.81   18.74   16.90   21.69   19.03   23.54
1998 180   12.94   18.92   17.20   22.06   19.22   23.51
1998 181   13.14   19.07   17.25   21.76   18.87   23.23
1998 182   13.27   18.86   17.35   21.83   18.57   23.20
1998 183   14.21   19.24   17.52   21.99   18.48   23.39
1998 184   14.61   19.53   17.89   22.47   18.84   23.61
1998 185   14.41   19.07   17.77   22.35   18.98   23.32
1998 186   15.02   19.07   18.09   22.34   19.08   23.01
1998 187   15.29   19.41   18.67   22.73   19.42   22.81
1998 188   15.80   19.45   18.46   22.68   19.34   22.62
1998 189   16.67   19.55   18.43   22.54   19.24   22.43
1998 190   16.82   20.15   18.76   22.63   19.18   22.80
1998 191   16.38   20.19   18.41   22.52   19.35   22.94
1998 192   17.02   20.10   18.58   22.68   19.80   22.68
1998 193   17.99   20.54   18.93   22.84   19.96   23.08
1998 194   17.85   20.92   19.21   23.10   20.78   22.95
1998 195   17.57   21.27   20.14   23.78   20.89   23.43
1998 196   17.55   21.57   20.59   24.20   21.52   23.95
1998 197   17.46   21.82   20.93   24.23   22.37   23.95
1998 198   17.57   22.04   20.49   24.17   22.26   23.92
1998 199   17.72   22.37   20.39   23.93   21.72   23.95
1998 200   18.00   22.53   20.43   23.99   21.73   24.11
1998 201   18.09   22.43   20.64   23.90   22.00   24.06
1998 202   18.05   22.50   20.93   24.13   22.26   24.23
1998 203   17.50   22.28   20.55   23.88   22.37   24.32
1998 204   17.02   22.25   20.34   23.59   22.09   24.23
1998 205   16.62   21.99   19.80   23.36   21.70   23.65
1998 206   16.52   21.90   19.52   23.20   21.47   23.52
1998 207   16.38   21.84   19.39   23.09   21.61   23.31
1998 208   16.21   22.06   19.38   23.38   21.40   23.78
1998 209   16.08   21.94   19.47   23.28   21.13   23.76
1998 210   16.03   22.12   19.28   23.42   20.68   23.94
1998 211   16.29   22.24   19.66   23.37   20.69   23.68
1998 212   16.64   21.90   19.59   23.19   20.96   23.27
1998 213   17.00   21.81   19.82   23.37   21.27   23.39
1998 214   17.84   22.13   20.01   23.27   21.54   23.05
1998 215   18.24   22.23   20.42   23.69   22.03   23.23
1998 216   18.72   22.32   20.68   23.76   22.25   23.37
1998 217   18.85   22.45   20.90   23.84   22.29   23.49
1998 218   18.99   22.53   21.08   23.91   22.29   23.59
1998 219   19.23   22.67   21.29   23.98   22.29   23.71
1998 220   19.37   22.80   21.51   24.14   22.40   24.04
1998 221   19.63   22.94   21.68   24.22   22.81   23.98
1998 222   19.59   22.91   21.70   24.24   22.96   23.93
1998 223   19.17   22.56   21.11   24.25   22.83   24.15
1998 224   19.12   22.36   20.94   23.92   22.54   23.46
1998 225   19.29   22.46   20.83   23.73   22.37   23.23
1998 226   19.30   22.63   21.00   24.00   22.44   23.46
1998 227   19.27   22.89   21.18   24.09   22.58   23.62
1998 228   19.45   22.50   21.00   24.02   22.64   23.43
1998 229   18.98   22.77   21.28   24.11   22.69   23.42
1998 230   18.51   22.31   20.77   24.10   22.58   23.39
1998 231   18.46   22.25   20.43   23.75   22.35   23.03
1998 232   18.57   22.09   20.60   23.44   22.15   22.86
1998 233   18.61   22.13   20.54   23.74   22.79   23.15
1998 234   18.55   22.23   20.32   23.90   22.85   23.34
1998 235   18.74   22.63   20.56   24.16   22.70   23.66
1998 236   18.64   22.38   20.85   23.83   22.41   23.95
1998 237   18.72   22.74   20.94   23.53   22.07   23.88
1998 238   19.09   22.48   20.89   23.47   21.92   23.95
1998 239   19.41   22.92   20.98   23.81   22.24   24.42
1998 240   19.34   22.87   21.21   24.00   22.63   24.51
1998 241   19.35   23.01   21.09   24.01   22.64   23.96
1998 242   19.28   23.17   20.99   23.88   22.44   23.74
1998 243   19.05   22.61   20.83   23.68   22.43   23.60
1998 244   19.17   22.64   20.45   23.54   22.09   23.14
1998 245   18.88   22.54   20.29   23.49   21.82   22.68
1998 246   18.79   22.59   20.19   23.43   21.53   22.24
1998 247   18.55   22.31   20.07   22.97   21.56   22.20
1998 248   18.65   21.97   19.88   22.77   21.81   21.85
1998 249   18.70   22.25   20.12   23.17   21.80   22.70
1998 250   18.64   22.04   20.11   23.08   21.58   22.64
1998 251   18.12   21.57   19.60   22.65   21.06   21.74
1998 252   17.91   21.16   19.14   22.09   20.64   20.74
1998 253   18.23   20.84   18.93   21.98   20.52   20.25
1998 254   18.38   21.02   18.63   21.33   20.11   19.91
1998 255   18.16   20.97   18.76   21.56   19.99   20.35
1998 256   18.28   21.09   18.88   21.57   20.23   21.26
1998 257   18.20   21.16   18.90   21.87   20.34   21.91
1998 258   18.14   20.85   18.83   21.80   20.28   21.65
1998 259   17.94   20.70   18.91   21.73   20.24   21.41
1998 260   18.07   20.62   18.92   21.84   20.47   21.36
1998 261   18.15   20.64   19.13   21.77   20.57   21.37
1998 262   17.87   20.72   19.32   21.95   20.08   22.31
1998 263   17.51   21.11   19.17   21.84   20.21   22.35
1998 264   17.12   20.93   19.46   21.72   20.45   22.45
1998 265   16.76   20.48   18.95   21.60   20.03   22.00
1998 266   16.42   19.95   18.60   21.63   20.06   21.27
1998 267   16.13   19.57   18.28   21.34   19.51   20.57
1998 268   16.01   19.51   18.15   21.08   19.35   20.59
1998 269   15.84   19.53   18.06   21.18   19.14   20.60
1998 270   15.61   19.26   17.81   21.03   19.04   20.53
1998 271   15.61   19.33   17.60   20.72   19.06   20.26
1998 272   15.47   19.22   17.10   20.31   18.54   19.62
1998 273   15.02   18.80   16.79   20.12   18.34   19.58
1998 274   14.64   18.36   16.30   19.96   17.90   18.76
1998 275   14.19   17.99   15.81   19.58   17.38   18.09
1998 276   13.89   17.60   15.34   19.07   16.90   17.24
1998 277   13.68   17.32   15.21   18.57   16.62   16.53
1998 278   13.45   16.94   14.68   18.00   16.23   15.68
1998 279   13.16   16.62   14.54   18.13   15.68   15.45
1998 280   12.88   16.30   14.48   17.77   15.37   15.43
1998 281   12.70   16.02   14.49   17.83   15.35   15.23
1998 282   12.41   15.79   14.43   17.95   15.49   15.59
1998 283   12.52   15.82   14.39   17.81   15.47   15.60
1998 284   12.46   15.67   14.41   17.89   15.51   16.00
1998 285   12.14   15.86   14.30   17.93   14.94   16.15
1998 286   11.84   15.52   14.14   17.99   15.14   16.10
1998 287   11.55   15.18   13.93   17.57   15.21   15.31
1998 288   11.38   14.92   13.71   17.16   14.99   14.72
1998 289   11.18   14.75   13.56   17.22   15.23   14.20
1998 290   10.94   14.60   13.45   17.09   15.26   14.22
1998 291   10.70   14.44   13.31   16.90   14.83   14.24
1998 292   10.44   14.57   13.17   16.74   14.45   14.42
1998 293   10.08   13.97   12.91   16.77   14.27   14.42
1998 294    9.94   13.74   12.53   16.22   13.63   13.29
1998 295    9.93   13.59   12.25   15.87   13.09   12.83
1998 296    9.94   13.53   12.09   15.46   12.88   12.09
1998 297    9.94   13.53   12.07   15.15   12.51   12.09
1998 298    9.76   13.50   11.93   15.04   12.38   12.41
1998 299    9.80   13.62   11.95   14.85   12.52   12.17
1998 300    9.82   13.56   12.09   14.85   12.71   12.12
1998 301    9.79   13.39   12.06   14.60   12.67   11.97
1998 302    9.65   13.09   11.86   14.40   12.61   12.03
1998 303    9.51   12.96   11.78   14.41   12.43   12.04
1998 304    9.39   12.89   11.82   14.28   12.11   11.97
1998 305    9.29   12.75   11.80   14.37   12.20   11.84
1998 306    9.16   12.59   11.68   14.19   12.06   11.16
1998 307    8.98   12.11   11.44   13.72   11.72   10.68
1998 308    8.78   11.83   11.12   13.30   11.41   10.23
1998 309    8.55   11.53   10.84   12.96   11.15    9.85
1998 310    8.37   11.26   10.59   12.63   10.94    9.54
1998 311    8.18   11.02   10.34   12.30   10.70    9.25
1998 312    8.00   10.68   10.11   11.93   10.43    8.96
1998 313    7.83   10.36    9.88   11.67   10.19    8.67
1998 314    7.66    9.97    9.60   11.43    9.95    8.22
1998 315    7.45    9.49    9.33   11.14    9.66    7.97
1998 316    7.26    9.21    9.12   11.04    9.45    7.68
1998 317    7.10    9.07    8.98   10.88    9.18    7.56
1998 318    6.96    8.93    8.83   10.72    9.04    7.50
1998 319    6.79    8.81    8.68   10.50    8.89    7.49
1998 320    6.67    8.66    8.51   10.30    8.65    7.56
1998 321    6.57    8.51    8.39   10.22    8.52    7.69
1998 322    6.49    8.41    8.31   10.21    8.45    7.70
1998 323    6.26    8.31    8.25   10.05    8.41    7.67
1998 324    6.28    8.23    8.18    9.87    8.28    7.55
1998 325    6.31    8.15    8.11    9.66    8.15    7.36
1998 326    6.33    8.06    7.97    9.49    8.03    7.14
1998 327    6.27    7.99    7.88    9.45    7.96    7.04
1998 328    6.11    7.90    7.76    9.34    7.78    6.99
1998 329    5.99    7.83    7.68    9.06    7.71    6.78
1998 330    5.98    7.89    7.63    8.99    7.73    6.68
1998 331    6.06    7.90    7.61    8.98    7.75    6.82
1998 332    6.05    8.10    7.63    9.04    7.87    6.96
1998 333    6.05    8.01    7.60    9.02    7.88    7.43
1998 334    6.04    7.90    7.60    9.09    7.86    7.82
1998 335    6.03    7.70    7.58    9.15    7.88    8.24
1998 336    5.93    7.92    7.63    9.17    7.94    8.38
1998 337    5.86    7.84    7.78    9.17    8.02    8.44
1998 338    5.77    7.97    8.10    9.15    8.15    8.64
1998 339    5.77    7.91    7.59    9.11    7.70    8.77
1998 340    5.71    7.86    7.53    9.08    7.61    8.76
1998 341    5.65    7.81    7.44    9.02    7.52    8.57
1998 342    5.55    7.75    7.29    8.96    7.53    8.28
1998 343    5.58    7.57    7.28    9.10    7.60    8.05
1998 344    5.59    7.32    7.12    8.73    7.45    7.30
1998 345    5.59    7.53    7.06    8.56    7.28    6.69
1998 346    5.55    7.26    7.00    8.42    7.33    6.55
1998 347    5.44    7.23    7.00    8.24    7.20    6.18
1998 348    5.48    7.23    6.80    8.18    7.09    5.85
1998 349    5.52    7.06    6.47    7.79    6.84    5.28
1998 350    5.37    6.88    6.45    7.74    6.77    5.12
1998 351    5.10    6.81    6.35    7.62    6.70    5.16
1998 352    4.87    6.58    6.18    7.35    6.57    5.20
1998 353    4.64    6.28    5.91    7.02    6.42    4.86
1998 354    4.43    6.08    5.74    6.69    6.34    4.40
1998 355    4.22    5.87    5.57    6.35    6.23    3.88
1998 356    4.01    5.66    5.39    6.00    6.08    3.28
1998 357    3.82    5.43    5.22    5.66    5.92    2.58
1998 358    3.66    5.30    5.08    5.34    5.73    2.01
1998 359    3.54    5.23    4.97    5.09    5.56    1.57
1998 360    3.30    5.05    4.65    4.71    5.36    0.20
1998 361    3.21    4.87    4.45    4.46    5.37    0.20
1998 362    3.10    4.59    4.31    4.28    5.46    0.20
1998 363    2.97    4.60    4.28    4.20    5.45    0.20
1998 364    2.77    4.50    4.17    4.09    5.37    0.20
1998 365    2.59    4.34    4.02    3.81    5.15    0.20
