  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2010 052    0.95    1.16    0.60    0.20    1.15    0.21
2010 053    0.96    1.16    0.59    0.20    1.17    0.21
2010 054    0.83    1.18    0.66    0.20    1.22    0.21
2010 055    0.84    1.18    0.65    0.20    1.25    0.21
2010 056    1.03    1.31    0.77    0.20    1.49    0.21
2010 057    1.04    1.30    0.76    0.20    1.51    0.21
2010 058    1.05    1.31    0.77    0.20    1.53    0.21
2010 059    1.05    1.30    0.76    0.20    1.53    0.21
2010 060    1.04    1.30    0.76    0.20    1.53    0.21
2010 061    1.04    1.37    0.78    0.20    1.37    0.21
2010 062    1.07    1.37    0.77    0.20    1.36    0.21
2010 063    0.81    1.39    0.77    0.20    1.44    0.21
2010 064    0.83    1.42    0.80    0.20    1.46    0.21
2010 065    0.83    1.46    0.82    0.20    1.48    0.21
2010 066    0.84    1.46    0.83    0.20    1.50    0.21
2010 067    0.86    1.47    0.85    0.20    1.54    0.22
2010 068    1.25    1.52    0.74    0.20    2.13    0.22
2010 069    1.35    1.53    0.73    0.20    2.00    0.22
2010 070    1.38    1.55    0.78    0.20    1.73    0.22
2010 071    1.50    1.60    0.80    0.20    1.73    0.22
2010 072    1.59    1.65    0.84    0.20    1.83    0.22
2010 073    1.47    1.64    0.86    0.20    1.93    0.22
2010 074    1.41    1.65    0.87    0.20    2.00    0.22
2010 075    1.46    2.01    1.02    0.20    2.75    0.22
2010 076    1.68    2.21    1.14    0.20    2.37    0.22
2010 077    1.95    2.40    1.09    0.20    2.39    0.22
2010 078    1.85    2.31    1.05    0.20    2.32    0.22
2010 079    1.59    2.15    1.07    0.20    2.28    0.22
2010 080    1.49    2.05    1.08    0.20    2.28    0.22
2010 081    1.49    2.02    1.08    0.20    2.28    0.22
2010 082    1.26    1.76    1.18    0.85    2.89    0.22
2010 083    1.42    1.83    1.12    1.00    2.69    0.22
2010 084    1.60    2.12    1.20    0.99    2.76    0.23
2010 085    1.89    2.31    1.28    1.12    2.67    0.23
2010 086    1.87    2.26    1.33    1.36    2.60    0.23
2010 087    1.69    2.10    1.37    1.34    2.69    0.23
2010 088    1.57    2.03    1.41    1.20    2.81    0.23
2010 089    1.47    1.94    1.51    0.74    3.05    0.23
2010 090    1.51    2.10    1.53    0.77    3.19    0.23
2010 091    1.50    2.37    1.60    0.87    3.40    0.23
2010 092    1.50    2.39    1.65    0.91    3.55    0.24
2010 093    1.51    2.29    1.67    0.92    3.72    0.24
2010 094    1.55    2.28    1.70    0.95    3.88    0.24
2010 095    1.64    2.38    1.76    1.02    4.07    0.24
2010 096    2.16    4.03    2.70    5.37    4.54    6.91
2010 097    2.12    3.99    2.63    5.29    4.37    6.99
2010 098    2.10    3.96    2.55    5.14    4.20    7.09
2010 099    2.06    3.95    2.49    5.06    4.09    7.15
2010 100    2.13    4.04    2.50    5.11    4.08    7.31
2010 101    2.23    4.19    2.57    5.22    4.14    7.66
2010 102    2.24    4.24    2.60    5.36    4.21    7.87
2010 103    2.86    4.28    3.55    5.68    4.40    8.07
2010 104    2.94    4.29    3.64    6.06    4.48    8.37
2010 105    2.98    4.27    3.75    6.47    4.53    8.62
2010 106    2.91    4.22    3.85    6.42    4.53    8.66
2010 107    2.86    4.20    3.90    6.25    4.56    8.64
2010 108    2.90    4.25    3.91    6.24    4.60    8.54
2010 109    2.92    4.30    3.92    6.29    4.63    8.57
2010 110    2.99    4.43    4.06    6.63    4.71    8.93
2010 111    3.05    4.57    4.17    7.12    4.87    9.47
2010 112    3.15    4.68    4.25    7.16    4.96    9.52
2010 113    3.26    4.76    4.40    7.21    5.03    9.49
2010 114    3.35    4.90    4.56    7.33    5.18    9.42
2010 115    3.43    5.07    4.71    7.52    5.30    9.38
2010 116    3.52    5.16    4.83    7.60    5.50    9.19
2010 117    3.59    5.06    4.97    7.40    5.52    8.48
2010 118    3.75    5.32    4.96    7.71    5.58    9.30
2010 119    3.76    5.54    5.02    8.12    5.59    9.89
2010 120    3.88    5.98    5.34    8.95    5.81   10.53
2010 121    4.04    6.21    5.69    9.39    6.12   10.98
2010 122    4.02    6.22    5.88    9.66    6.53   11.56
2010 123    3.92    6.27    6.01    9.98    6.85   12.30
2010 124    3.87    6.36    5.99   10.18    6.89   12.82
2010 125    3.81    6.36    5.96   10.26    6.84   13.09
2010 126    3.76    6.24    5.88   10.15    6.62   12.98
2010 127    3.76    6.15    5.81   10.04    6.43   12.64
2010 128    3.79    6.05    5.72    9.85    6.17   12.20
2010 129    3.81    6.03    5.67    9.69    5.94   11.75
2010 130    3.89    6.13    5.74    9.74    5.90   11.57
2010 131    4.06    6.29    5.94    9.88    6.04   11.49
2010 132    4.25    6.49    6.16    9.94    6.36   11.16
2010 133    4.42    6.70    6.35   10.03    6.65   11.01
2010 134    4.61    6.89    6.55   10.17    6.96   10.99
2010 135    4.75    7.11    6.81   10.26    7.12   11.04
2010 136    5.02    7.49    7.18   10.63    7.53   11.36
2010 137    5.33    8.05    7.84   11.17    8.14   11.70
2010 138    5.47    8.57    8.60   11.64    8.80   12.24
2010 139    5.64    9.21    9.17   11.96    9.19   12.67
2010 140    5.74    9.77    9.66   12.38    9.78   13.40
2010 141    5.85   10.51   10.22   13.44   10.75   14.36
2010 142    6.25   11.65   11.10   14.76   12.14   15.34
2010 143    6.98   12.67   12.12   15.63   13.35   16.26
2010 144    7.72   13.55   13.11   16.50   14.33   17.47
2010 145    7.97   14.16   13.93   17.40   15.34   18.08
2010 146    7.58   14.26   14.36   18.22   15.53   18.71
2010 147    7.03   13.95   14.32   18.99   15.60   19.38
2010 148    6.93   13.85   14.09   19.37   15.77   19.58
2010 149    7.11   14.16   14.09   19.70   16.02   19.86
2010 150    7.22   14.51   14.31   20.18   16.41   20.06
2010 151    7.18   14.51   14.31   20.33   16.67   20.22
2010 152    7.24   14.39   14.09   20.14   16.77   20.32
2010 153    7.41   14.18   13.97   19.73   16.71   20.24
2010 154    7.69   13.97   13.76   18.94   16.60   19.93
2010 155    7.70   13.95   13.56   18.42   16.49   19.81
2010 156    7.54   13.84   13.29   18.07   16.28   19.84
2010 157    7.47   13.75   12.91   17.48   15.35   19.45
2010 158    7.58   13.82   12.71   17.11   14.57   19.24
2010 159    7.67   13.92   12.74   17.06   14.37   19.23
2010 160    7.65   13.89   12.77   17.23   14.49   19.32
2010 161    7.67   13.86   12.70   17.40   14.78   19.38
2010 162    7.98   14.05   12.84   17.68   15.20   19.71
2010 163    8.40   14.40   12.79   17.61   14.78   19.69
2010 164    8.89   14.86   12.58   16.94   13.70   18.72
2010 165    9.24   15.22   13.06   17.96   14.39   19.21
2010 166    9.36   15.78   13.52   18.86   15.17   20.31
2010 167    9.40   16.09   13.70   19.12   15.47   20.90
2010 168    9.49   16.34   13.86   19.40   15.50   21.38
2010 169    9.43   16.53   14.16   20.05   16.13   21.65
2010 170    9.65   16.65   14.45   20.40   16.65   21.86
2010 171   10.13   16.98   14.57   20.43   16.88   21.99
2010 172   10.51   17.44   14.84   20.64   17.10   22.12
2010 173   10.95   17.88   14.97   20.85   17.22   22.32
2010 174   10.99   17.78   14.86   20.98   17.32   22.23
2010 175   10.74   17.40   14.66   20.89   17.36   21.67
2010 176   10.80   17.13   14.20   20.86   17.28   21.16
2010 177   11.03   17.58   14.62   21.30   17.41   22.24
2010 178   11.11   18.08   15.15   21.56   17.58   22.74
2010 179   10.93   18.12   15.27   21.60   17.81   22.46
2010 180   10.82   17.98   15.08   21.55   17.59   22.15
2010 181   11.06   18.02   14.99   21.51   17.22   22.15
2010 182   11.77   18.23   15.23   21.66   17.26   22.27
2010 183   12.73   18.42   15.70   21.98   17.63   22.54
2010 184   13.88   18.73   16.28   22.26   18.31   22.80
2010 185   14.53   19.18   16.95   22.81   19.50   23.52
2010 186   14.59   19.45   17.67   23.47   20.89   24.22
2010 187   14.47   19.62   18.43   24.07   21.82   24.77
2010 188   14.35   19.83   18.94   24.58   22.73   25.20
2010 189   14.93   20.50   19.28   25.06   23.51   25.43
2010 190   15.23   20.83   19.11   24.88   23.38   24.64
2010 191   15.43   20.53   18.91   24.51   22.45   23.60
2010 192   15.66   20.90   19.25   24.49   22.19   23.99
2010 193   15.82   21.40   19.77   24.58   22.24   24.40
2010 194   15.95   21.80   20.37   24.72   22.12   24.69
2010 195   15.57   21.85   20.85   24.89   22.02   24.82
2010 196   15.06   21.63   20.68   24.92   22.27   24.93
2010 197   15.36   21.63   20.32   24.84   22.48   25.00
2010 198   15.65   21.74   20.28   24.89   22.48   25.08
2010 199   16.01   21.78   20.25   24.83   22.18   24.95
2010 200   16.41   21.87   20.36   24.76   22.13   24.74
2010 201   16.82   22.17   20.61   24.71   22.23   24.85
2010 202   17.12   22.42   20.75   24.70   22.25   24.97
2010 203   17.37   22.50   20.77   24.74   22.16   24.99
2010 204   17.59   22.47   20.78   24.86   22.14   24.97
2010 205   17.82   22.45   20.80   24.88   22.13   24.95
2010 206   18.02   22.42   20.80   24.79   22.14   24.90
2010 207   18.34   22.46   20.91   24.80   22.13   24.96
2010 208   18.40   22.47   21.01   25.04   22.27   25.16
2010 209   18.11   22.56   20.91   25.13   22.21   25.13
2010 210   18.10   22.68   20.74   25.01   21.97   24.93
2010 211   18.37   22.78   20.71   24.99   22.03   24.84
2010 212   18.76   22.80   20.76   24.99   22.25   24.84
2010 213   19.06   22.90   20.91   25.05   22.57   24.80
2010 214   19.38   23.09   21.09   25.17   22.86   24.98
2010 215   19.64   23.29   21.37   25.20   23.22   25.20
2010 216   19.59   23.27   21.46   25.19   23.45   25.29
2010 217   19.19   23.12   21.29   25.19   23.46   25.22
2010 218   19.09   23.14   21.05   25.25   23.25   25.11
2010 219   19.08   23.16   20.85   25.07   22.95   24.87
2010 220   19.44   23.39   20.99   25.02   22.90   24.82
2010 221   19.82   23.63   21.21   25.03   22.98   24.78
2010 222   20.06   23.87   21.49   25.21   23.23   24.94
2010 223   20.14   24.08   21.83   25.41   23.46   25.12
2010 224   20.20   24.18   22.14   25.42   23.37   25.17
2010 225   20.15   24.20   22.18   25.36   23.25   25.23
2010 226   20.01   24.13   22.13   25.29   23.18   25.24
2010 227   19.41   24.00   22.10   25.27   23.05   25.31
2010 228   18.19   23.61   21.84   25.13   22.98   25.16
2010 229   17.29   23.27   21.45   24.90   22.86   24.75
2010 230   16.98   23.00   21.12   24.65   22.70   24.19
2010 231   16.86   22.83   20.91   24.60   22.60   23.94
2010 232   16.95   22.78   20.78   24.62   22.54   23.84
2010 233   17.10   22.67   20.75   24.47   22.36   23.61
2010 234   17.26   22.62   20.62   24.22   22.02   23.34
2010 235   17.21   22.66   20.48   24.03   21.59   23.11
2010 236   16.86   22.62   20.45   23.90   21.27   22.93
2010 237   16.52   22.44   20.35   23.83   21.40   22.78
2010 238   16.56   22.31   20.18   23.73   21.51   22.55
2010 239   16.86   22.20   20.17   23.71   21.54   22.53
2010 240   17.08   22.27   20.39   23.91   21.80   22.84
2010 241   17.34   22.50   20.80   24.25   22.23   23.42
2010 242   17.68   22.74   21.36   24.60   22.81   23.83
2010 243   17.62   22.78   21.65   24.90   23.34   24.13
2010 244   17.33   22.57   21.62   24.95   23.67   24.22
2010 245   17.02   22.09   21.34   24.89   23.56   23.97
2010 246   16.24   21.29   20.74   24.52   23.10   23.35
2010 247   15.18   20.37   19.89   23.70   22.30   22.30
2010 248   14.56   19.86   18.93   22.84   21.25   21.29
2010 249   14.41   19.47   18.41   22.32   20.83   20.68
2010 250   14.24   18.90   18.01   21.87   20.32   20.18
2010 251   13.90   18.48   17.54   21.46   19.71   19.75
2010 252   13.73   18.34   17.06   20.97   18.99   19.21
2010 253   13.72   18.34   16.83   20.68   18.32   19.04
2010 254   13.68   18.20   16.76   20.56   18.03   18.94
2010 255   13.56   18.04   16.74   20.37   17.79   18.87
2010 256   13.49   18.05   16.65   20.31   17.69   18.85
2010 257   13.46   18.11   16.54   20.36   17.63   18.96
2010 258   13.45   18.06   16.46   20.44   17.59   19.07
2010 259   13.43   17.86   16.33   20.34   17.47   19.03
2010 260   13.33   17.64   16.19   20.02   17.33   18.79
2010 261   13.15   17.54   16.14   19.82   17.34   18.57
2010 262   13.05   17.44   16.12   19.79   17.55   18.28
2010 263   12.97   17.40   16.16   19.73   17.62   18.05
2010 264   12.89   17.29   16.18   19.71   17.58   18.22
2010 265   12.85   17.21   16.11   19.81   17.67   18.65
2010 266   12.72   16.99   16.01   19.95   17.81   18.88
2010 267   12.52   16.57   15.77   20.05   17.98   18.98
2010 268   12.36   16.33   15.45   19.90   17.81   18.79
2010 269   12.34   16.25   15.22   19.57   17.55   17.95
2010 270   12.35   16.24   15.00   19.13   17.34   17.10
2010 271   12.26   16.22   14.90   18.58   17.08   16.58
2010 272   12.17   16.16   14.91   18.30   16.86   16.44
2010 273   12.11   16.11   14.94   18.14   16.71   16.40
2010 274   12.11   16.08   14.89   18.05   16.64   16.31
2010 275   12.10   15.96   14.77   17.87   16.59   16.01
2010 276   12.12   15.76   14.62   17.43   16.30   15.28
2010 277   12.22   15.71   14.58   16.99   16.00   14.76
2010 278   12.34   15.79   14.62   16.76   15.80   14.69
2010 279   12.36   15.76   14.61   16.66   15.73   14.63
2010 280   12.36   15.81   14.61   16.65   15.72   14.75
2010 281   12.43   15.92   14.60   16.65   15.72   15.03
2010 282   12.38   15.94   14.56   16.60   15.70   15.22
2010 283   12.30   15.87   14.49   16.54   15.63   15.37
2010 284   12.25   15.83   14.42   16.51   15.49   15.50
2010 285   12.16   15.77   14.31   16.43   15.26   15.62
2010 286   12.08   15.59   14.20   16.31   15.07   15.47
2010 287   12.01   15.37   14.07   16.19   14.94   15.12
2010 288   11.91   15.19   13.94   16.05   14.70   14.81
2010 289   11.80   15.08   13.83   15.97   14.52   14.66
2010 290   11.74   15.02   13.74   15.87   14.36   14.52
2010 291   11.60   14.87   13.61   15.77   14.15   14.29
2010 292   11.42   14.66   13.42   15.68   13.94   13.95
2010 293   11.21   14.42   13.19   15.44   13.73   13.53
2010 294   10.92   14.21   12.98   15.22   13.52   13.16
2010 295   10.74   14.07   12.74   15.01   13.35   12.97
2010 296   10.63   13.88   12.54   14.86   13.14   12.96
2010 297   10.47   13.62   12.46   14.78   13.00   13.05
2010 298   10.20   13.33   12.36   14.69   12.94   13.12
2010 299    9.80   12.91   12.26   14.63   12.90   13.19
2010 300    9.29   12.48   12.19   14.61   12.90   13.18
2010 301    8.94   12.02   12.06   14.50   12.79   12.85
2010 302    8.75   11.49   11.74   14.13   12.42   12.12
2010 303    8.68   11.22   11.36   13.61   11.88   11.43
2010 304    8.63   11.09   11.02   13.25   11.40   11.00
2010 305    8.62   11.07   10.81   12.92   11.14   10.65
2010 306    8.60   11.01   10.74   12.65   11.06   10.42
2010 307    8.52   10.91   10.65   12.46   11.08   10.31
2010 308    8.39   10.74   10.47   12.30   11.07   10.17
2010 309    8.28   10.53   10.23   12.02   10.97    9.87
2010 310    8.25   10.34    9.99   11.73   10.82    9.32
2010 311    8.25   10.30    9.92   11.58   10.69    9.05
2010 312    8.30   10.36    9.97   11.56   10.67    9.01
2010 313    8.36   10.44   10.07   11.62   10.74    9.15
2010 314    8.31   10.42   10.12   11.64   10.89    9.21
2010 315    8.18   10.35   10.11   11.60   10.93    9.23
2010 316    8.12   10.27   10.02   11.59   10.86    9.18
2010 317    8.13   10.14    9.95   11.56   10.81    9.02
2010 318    8.11    9.93    9.83   11.39   10.73    8.84
2010 319    8.03    9.76    9.66   11.14   10.62    8.72
2010 320    7.89    9.67    9.58   11.08   10.54    8.68
2010 321    7.76    9.62    9.56   10.99   10.41    8.72
2010 322    7.64    9.52    9.50   10.83   10.23    8.57
2010 323    7.48    9.30    9.36   10.60   10.01    8.31
2010 324    7.20    9.01    9.14   10.50    9.84    8.28
2010 325    7.06    8.88    8.79   10.37    9.63    8.33
2010 326    6.48    8.60    8.42   10.26    9.41    8.35
2010 327    6.33    8.47    8.20    9.99    9.29    8.39
2010 328    6.17    8.30    8.10    9.72    9.15    8.33
2010 329    6.08    8.08    8.02    9.37    8.98    8.13
2010 330    5.99    7.81    7.79    8.91    8.58    7.74
2010 331    5.82    7.65    7.58    8.65    8.19    7.31
2010 332    5.72    7.55    7.45    8.49    7.96    6.77
2010 333    5.59    7.50    7.35    8.40    7.84    6.46
2010 334    5.50    7.40    7.27    8.32    7.84    6.35
2010 335    5.43    7.25    7.18    8.02    7.76    5.95
2010 336    5.39    7.12    7.09    7.67    7.57    5.57
2010 337    5.34    6.97    6.96    7.33    7.40    5.02
2010 338    5.27    6.77    6.79    6.93    7.20    4.40
2010 339    5.13    6.60    6.62    6.53    7.02    4.10
2010 340    4.91    6.32    6.39    6.11    6.84    3.76
2010 341    4.76    6.11    6.16    5.73    6.65    3.39
2010 342    4.67    5.88    6.06    5.40    6.44    3.01
2010 343    4.40    5.72    5.13    4.94    5.72    0.23
2010 344    4.22    5.56    4.98    4.77    5.63    0.23
2010 345    4.08    5.33    4.81    4.67    5.61    0.23
2010 346    4.02    5.19    4.70    4.57    5.45    0.23
2010 347    3.96    4.94    4.60    4.39    5.32    0.23
2010 348    3.84    4.60    4.28    4.15    5.14    0.23
2010 349    3.83    4.51    4.18    4.00    5.01    0.23
2010 350    3.62    4.16    3.73    2.86    4.85    0.23
2010 351    3.99    4.54    4.14    3.46    5.14    0.23
2010 352    3.91    3.80    3.80    3.26    5.07    0.23
2010 353    3.83    4.35    3.72    3.19    4.99    0.23
2010 354    3.76    4.23    3.40    2.73    4.86    0.23
2010 355    3.21    3.67    2.69    1.68    4.04    0.23
2010 356    3.79    4.20    3.39    2.22    4.70    0.23
2010 357    2.98    3.52    2.63    1.46    3.88    0.23
2010 358    3.75    4.12    3.35    2.20    4.51    0.23
2010 359    3.72    4.06    3.33    1.85    4.38    0.23
2010 360    3.73    3.99    3.27    1.54    4.26    0.23
2010 361    3.75    4.00    3.28    1.52    4.20    0.23
2010 362    3.16    2.90    2.48    1.18    4.00    0.23
2010 363    3.70    3.88    3.14    1.50    4.21    0.23
2010 364    3.11    3.01    2.29    0.79    2.56    0.23
2010 365    3.08    2.99    2.19    0.78    2.56    0.23
