  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2001 052    0.51    1.20    0.38    0.20    1.32    0.20
2001 053    0.50    1.16    0.40    0.20    1.37    0.20
2001 054    0.48    1.10    0.40    0.20    1.41    0.20
2001 055    0.46    1.09    0.40    0.20    1.24    0.20
2001 056    0.45    1.11    0.39    0.20    1.26    0.20
2001 057    0.43    1.17    0.38    0.18    1.34    0.20
2001 058    0.37    1.12    0.38    0.20    1.36    0.20
2001 059    0.35    1.13    0.38    0.20    1.36    0.20
2001 060    0.34    1.01    0.37    0.20    1.34    0.20
2001 061    0.31    1.02    0.36    0.20    1.26    0.20
2001 062    0.30    1.02    0.36    0.20    1.25    0.20
2001 063    0.30    1.09    0.36    0.20    1.19    0.20
2001 064    0.28    1.16    0.39    0.20    1.13    0.20
2001 065    0.28    1.16    0.38    0.20    1.02    0.20
2001 066    0.27    1.17    0.38    0.20    0.93    0.20
2001 067    0.26    1.13    0.36    0.20    0.92    0.20
2001 068    0.27    1.17    0.36    0.20    0.97    0.20
2001 069    0.31    1.24    0.39    0.20    1.03    0.20
2001 070    0.30    1.26    0.42    0.20    1.06    0.20
2001 071    0.32    1.29    0.49    0.20    1.08    0.20
2001 072    0.30    1.27    0.43    0.20    1.07    0.20
2001 073    0.28    1.24    0.40    0.20    1.05    0.20
2001 074    0.26    1.23    0.36    0.49    1.02    0.20
2001 075    0.26    1.24    0.36    0.49    1.03    0.20
2001 076    0.27    1.25    0.36    0.49    1.05    0.20
2001 077    0.29    1.27    0.36    0.49    1.06    0.20
2001 078    0.29    1.19    0.40    0.51    1.13    0.20
2001 079    0.27    1.07    0.42    0.58    1.17    0.20
2001 080    0.26    1.03    0.44    0.65    1.27    0.20
2001 081    0.25    1.13    0.37    0.68    1.37    2.24
2001 082    0.25    1.05    0.32    0.75    1.47    1.76
2001 083    0.25    1.06    0.30    0.74    1.32    1.83
2001 084    0.25    1.09    0.31    0.75    1.23    1.91
2001 085    0.23    1.13    0.35    0.76    1.18    2.05
2001 086    0.25    1.16    0.35    0.85    1.19    2.10
2001 087    0.24    1.18    0.36    0.92    1.21    2.16
2001 088    0.23    1.21    0.38    0.99    1.25    2.85
2001 089    0.24    1.21    0.39    1.04    1.26    3.14
2001 090    0.23    1.17    0.40    1.10    1.26    3.26
2001 091    0.23    1.17    0.39    1.19    1.27    3.31
2001 092    0.23    1.22    0.42    1.27    1.29    3.34
2001 093    0.27    1.32    0.42    1.22    1.28    3.41
2001 094    0.31    1.45    0.51    1.39    1.32    3.58
2001 095    0.36    1.53    0.64    1.76    1.48    4.07
2001 096    0.25    1.57    0.49    2.08    1.36    4.65
2001 097    0.25    1.61    0.51    2.38    1.30    5.36
2001 098    0.25    1.49    0.48    2.66    1.24    5.81
2001 099    0.25    1.31    0.45    2.99    1.96    6.17
2001 100    0.27    1.43    0.49    2.94    2.01    6.65
2001 101    0.30    1.54    0.47    2.98    1.91    7.09
2001 102    0.87    1.80    0.87    2.92    2.01    7.55
2001 103    0.62    1.91    0.86    3.28    1.94    8.04
2001 104    0.57    1.50    0.85    3.38    2.10    7.94
2001 105    0.50    1.38    0.81    3.27    1.90    7.55
2001 106    0.45    1.38    0.84    3.25    1.91    7.10
2001 107    0.41    1.11    0.81    3.18    1.90    6.74
2001 108    0.41    1.39    0.90    3.08    1.89    6.58
2001 109    0.42    2.10    1.13    3.67    2.07    6.90
2001 110    0.46    2.29    1.47    4.13    2.58    7.31
2001 111    0.52    2.50    1.62    4.46    2.64    7.66
2001 112    0.59    2.72    1.75    4.78    2.68    8.01
2001 113    0.65    2.92    1.89    5.04    2.94    8.33
2001 114    0.71    3.09    1.95    5.29    2.92    8.52
2001 115    0.86    3.03    2.05    5.64    2.75    9.07
2001 116    0.67    3.45    2.32    6.14    3.27    9.35
2001 117    0.79    3.62    2.38    6.52    2.73    9.78
2001 118    0.69    3.65    2.60    6.48    3.58   10.22
2001 119    0.85    3.73    2.60    6.74    3.48   10.30
2001 120    0.95    4.02    3.15    8.02    4.18   10.83
2001 121    1.03    4.15    3.17    8.80    5.06   11.43
2001 122    1.14    4.29    3.28    9.12    5.37   11.79
2001 123    1.30    4.39    3.49    9.69    5.24   11.89
2001 124    1.33    4.48    3.69    9.67    5.25   12.05
2001 125    1.43    4.59    3.84    9.45    5.23   12.34
2001 126    1.41    4.74    3.87    9.18    5.30   12.44
2001 127    1.56    4.91    3.85    9.18    4.95   12.64
2001 128    1.65    4.88    3.66    9.27    5.25   12.81
2001 129    1.64    4.98    3.87    9.32    5.64   13.02
2001 130    1.55    4.79    3.80   10.02    6.04   13.38
2001 131    1.61    4.78    3.93   10.19    5.99   13.42
2001 132    1.92    5.16    4.01   10.19    5.92   13.72
2001 133    1.97    5.40    4.28   10.58    5.78   14.06
2001 134    1.74    6.05    4.69   10.75    5.99   13.62
2001 135    1.94    6.63    4.99   11.27    6.42   13.93
2001 136    2.03    7.04    5.25   11.69    6.59   14.52
2001 137    2.05    7.15    5.49   11.93    6.91   14.95
2001 138    2.11    7.05    5.73   12.20    7.20   15.52
2001 139    2.08    7.37    6.26   12.72    7.39   15.75
2001 140    2.20    7.74    6.55   12.80    7.43   14.73
2001 141    2.28    7.43    6.55   12.51    7.39   14.43
2001 142    2.43    6.97    6.51   12.37    7.23   14.10
2001 143    2.80    6.95    6.44   12.29    7.09   13.91
2001 144    2.88    7.07    6.45   12.16    7.34   14.05
2001 145    2.78    7.21    6.56   12.05    7.41   13.93
2001 146    2.73    7.37    6.64   12.06    7.47   13.81
2001 147    2.80    7.46    6.61   12.06    7.64   13.57
2001 148    3.09    7.58    6.58   12.05    7.58   13.10
2001 149    3.10    7.57    6.44   12.15    7.56   13.19
2001 150    3.07    7.63    6.76   12.32    7.42   13.61
2001 151    3.00    7.54    6.79   12.03    7.35   13.45
2001 152    3.10    7.67    6.82   12.27    7.70   13.42
2001 153    3.21    7.80    6.96   12.42    7.85   13.44
2001 154    3.32    7.96    7.19   12.62    7.99   13.77
2001 155    3.38    8.13    7.43   12.85    8.13   14.13
2001 156    3.60    8.44    7.76   12.97    8.38   13.74
2001 157    3.45    9.08    8.34   13.66    8.88   13.90
2001 158    3.69    9.99    9.00   14.61    9.74   14.35
2001 159    4.52   10.67    9.44   15.27   10.76   15.09
2001 160    4.26   11.63   10.21   15.81   11.63   16.42
2001 161    4.34   11.89   10.82   16.49   12.86   16.59
2001 162    4.37   12.56   11.80   16.71   14.03   17.39
2001 163    4.38   12.77   12.77   17.22   14.76   18.23
2001 164    4.55   12.92   13.97   18.38   15.71   19.56
2001 165    4.65   13.40   14.75   19.85   16.78   20.81
2001 166    4.76   13.35   15.92   20.45   17.81   21.38
2001 167    4.76   13.17   14.80   19.80   17.63   21.72
2001 168    4.91   13.58   14.50   19.20   16.80   21.00
2001 169    4.76   14.30   14.60   19.31   16.32   20.95
2001 170    4.85   14.10   14.36   19.37   16.46   20.78
2001 171    4.95   14.03   14.21   19.36   16.38   20.46
2001 172    4.93   13.97   13.80   19.35   16.30   20.25
2001 173    5.04   13.71   13.67   19.36   16.19   19.88
2001 174    5.46   13.91   14.26   19.43   16.14   19.85
2001 175    6.79   14.73   14.89   19.90   16.22   20.56
2001 176    6.99   15.55   15.84   20.28   16.73   21.71
2001 177    7.37   16.07   16.37   21.06   19.73   21.63
2001 178    7.51   16.52   16.84   22.00   19.18   22.48
2001 179    7.41   17.27   17.33   22.50   19.31   23.02
2001 180    7.45   17.53   17.40   22.37   19.45   23.22
2001 181    6.94   17.84   17.86   22.62   19.27   23.50
2001 182    6.37   16.56   15.91   21.74   17.26   23.07
2001 183    6.34   15.46   13.86   20.84   15.26   22.19
2001 184    6.62   15.96   13.92   20.64   15.16   21.93
2001 185    6.82   16.29   13.52   20.10   15.06   21.29
2001 186    6.40   15.39   13.29   20.02   14.99   20.90
2001 187    6.64   15.48   13.17   19.98   14.89   20.92
2001 188    7.47   16.26   13.75   20.51   15.38   21.05
2001 189    8.31   17.09   14.45   20.95   15.84   21.53
2001 190    8.61   18.12   14.92   21.26   16.32   22.39
2001 191    8.27   18.69   15.03   22.05   16.67   22.91
2001 192    8.68   17.02   14.24   20.93   16.52   22.00
2001 193    8.97   17.49   14.31   20.66   16.39   21.58
2001 194    9.59   17.53   14.41   20.61   16.54   21.40
2001 195    9.86   18.32   14.96   20.78   16.57   21.74
2001 196   10.37   19.16   15.60   21.48   16.83   22.28
2001 197   10.81   19.60   16.01   22.60   17.36   22.51
2001 198   11.22   20.16   16.40   22.40   18.06   22.73
2001 199   11.66   20.56   16.96   22.27   18.75   23.09
2001 200   12.30   20.41   17.60   22.58   19.32   23.38
2001 201   13.01   21.48   18.47   23.26   19.92   23.62
2001 202   13.85   22.06   19.14   22.95   20.75   23.81
2001 203   14.52   22.51   19.52   23.46   21.21   23.97
2001 204   14.72   22.34   19.81   24.18   21.64   24.39
2001 205   13.12   22.00   19.57   23.77   21.51   24.12
2001 206   12.37   21.54   19.10   23.52   21.42   23.75
2001 207   12.62   20.75   18.25   23.36   20.71   23.46
2001 208   13.14   20.60   17.77   23.07   19.87   23.01
2001 209   13.37   20.35   17.92   22.72   19.82   22.66
2001 210   13.52   20.17   18.04   22.60   20.19   22.41
2001 211   13.82   20.43   18.25   22.41   20.60   22.38
2001 212   13.99   21.34   18.73   22.82   20.73   23.51
2001 213   14.08   21.50   18.77   22.82   21.13   23.02
2001 214   14.08   21.48   19.35   22.89   21.28   23.47
2001 215   15.72   21.65   19.92   23.37   21.76   24.48
2001 216   17.01   22.02   20.60   24.29   22.74   24.30
2001 217   17.03   22.18   20.49   24.41   22.31   23.65
2001 218   17.03   22.74   21.41   24.71   23.87   24.27
2001 219   17.19   23.42   21.81   24.98   23.67   25.17
2001 220   16.76   24.20   22.13   25.16   23.51   25.64
2001 221   15.81   23.71   22.08   25.24   23.63   25.84
2001 222   14.87   22.80   20.97   25.05   23.07   25.58
2001 223   15.04   22.63   20.79   25.03   22.91   25.36
2001 224   15.20   22.30   20.59   24.72   23.64   24.89
2001 225   15.15   21.92   20.69   24.37   23.05   24.40
2001 226   15.45   21.45   20.28   24.35   23.41   23.77
2001 227   15.57   21.33   19.73   23.94   22.92   23.17
2001 228   15.43   21.00   19.53   23.91   22.93   23.00
2001 229   15.43   20.61   19.34   23.51   22.27   22.54
2001 230   15.85   20.78   19.31   23.29   21.70   22.24
2001 231   16.10   20.40   19.24   23.01   21.40   21.81
2001 232   16.58   20.17   19.06   22.70   21.22   21.35
2001 233   16.76   19.94   19.09   22.46   21.14   21.16
2001 234   17.26   19.99   19.17   22.44   21.52   21.52
2001 235   17.02   20.10   19.30   22.29   21.76   21.48
2001 236   16.74   20.17   19.20   22.20   21.87   21.70
2001 237   16.84   20.44   19.07   21.64   21.56   20.86
2001 238   17.35   20.71   19.59   22.20   21.64   21.72
2001 239   17.32   20.83   19.89   22.89   21.81   22.78
2001 240   17.18   20.92   19.64   23.03   21.83   22.72
2001 241   17.49   21.10   19.79   23.01   21.82   22.88
2001 242   16.99   20.58   19.55   22.79   21.70   22.30
2001 243   16.42   20.26   19.38   22.85   21.85   22.04
2001 244   16.07   20.09   19.31   22.49   21.54   21.94
2001 245   15.97   20.01   18.97   22.43   21.64   21.80
2001 246   15.79   20.09   18.91   22.34   21.10   21.48
2001 247   15.97   20.00   18.59   22.53   20.82   21.67
2001 248   16.06   20.25   18.85   22.34   20.70   21.71
2001 249   16.22   20.14   19.03   22.17   20.61   21.39
2001 250   16.17   19.99   19.32   22.26   21.19   22.11
2001 251   16.01   19.82   19.44   22.48   21.57   22.35
2001 252   15.83   19.56   19.01   22.32   21.37   22.07
2001 253   15.71   19.36   18.74   22.10   20.81   21.85
2001 254   15.57   19.39   18.68   22.00   20.41   21.62
2001 255   15.51   19.46   18.59   22.09   20.50   21.69
2001 256   15.42   19.16   18.26   21.55   20.58   20.85
2001 257   15.28   18.82   18.08   21.19   19.96   19.80
2001 258   15.10   18.88   17.85   21.05   19.81   19.08
2001 259   14.66   18.45   17.67   20.88   19.64   18.74
2001 260   14.79   18.31   17.55   20.82   19.63   18.32
2001 261   14.56   17.97   17.59   20.76   19.99   18.21
2001 262   14.28   17.38   17.11   20.56   19.85   18.07
2001 263   14.06   16.97   16.73   20.31   19.49   17.97
2001 264   13.76   16.72   16.42   19.76   19.17   17.86
2001 265   13.38   16.22   16.18   19.41   18.90   17.54
2001 266   12.97   15.71   15.96   19.29   18.80   17.12
2001 267   12.58   15.21   15.64   19.00   18.49   16.51
2001 268   12.42   14.73   15.32   18.61   18.19   15.87
2001 269   12.11   14.06   14.97   18.21   17.83   15.25
2001 270   11.87   13.39   14.36   17.74   17.43   14.23
2001 271   11.78   13.17   14.31   17.36   17.07   13.92
2001 272   12.00   13.39   14.62   17.35   17.30   13.89
2001 273   12.14   13.61   14.62   17.29   17.21   14.23
2001 274   12.28   14.25   14.76   17.37   17.06   14.74
2001 275   12.13   14.31   14.75   17.31   17.34   15.30
2001 276   11.86   14.13   14.81   17.11   16.71   14.82
2001 277   11.70   13.64   14.42   16.85   16.62   14.39
2001 278   11.49   13.34   14.02   16.51   16.19   13.87
2001 279   11.18   13.04   13.54   16.10   15.53   13.35
2001 280   10.84   12.78   13.10   15.67   14.90   12.85
2001 281   10.56   12.65   12.96   15.47   14.46   12.65
2001 282   10.33   12.51   12.96   15.10   13.80   12.71
2001 283   10.29   12.32   12.74   14.98   13.49   12.56
2001 284   10.23   12.21   12.48   14.88   13.29   12.74
2001 285   10.43   12.13   12.31   14.90   13.29   12.94
2001 286   10.31   12.12   12.16   14.92   13.28   13.08
2001 287   10.22   12.10   12.06   15.01   13.31   13.53
2001 288   10.11   12.16   11.98   14.77   13.19   13.14
2001 289    9.90   11.97   11.70   14.39   12.76   12.36
2001 290    9.75   11.81   11.40   14.00   12.14   11.58
2001 291    9.70   11.64   11.16   13.94   11.79   10.77
2001 292    9.43   11.30   10.93   13.58   11.59   10.63
2001 293    9.30   11.33   10.71   13.53   11.55   10.52
2001 294    9.15   11.19   10.63   13.45   11.43   10.74
2001 295    8.96   11.08   10.79   13.57   11.33   11.22
2001 296    8.78   10.94   10.60   13.75   11.32   11.67
2001 297    8.56   10.75   10.42   13.96   11.26   11.97
2001 298    8.19   10.35   10.18   13.52   10.98   11.62
2001 299    7.81    9.96    9.93   12.98   10.54   10.81
2001 300    7.44    9.57    9.69   12.42   10.08   10.02
2001 301    7.14    9.18    9.45   11.92    9.70    9.64
2001 302    7.01    9.11    9.29   11.46    9.43    9.40
2001 303    6.97    9.11    9.15   11.29    9.34    9.27
2001 304    6.91    9.14    9.01   11.17    9.27    9.18
2001 305    6.87    9.15    8.97   11.12    9.26    9.16
2001 306    6.93    9.17    8.94   11.18    9.27    9.26
2001 307    6.87    9.33    8.91   11.27    9.28    9.40
2001 308    6.78    9.35    8.86   11.20    9.23    9.48
2001 309    6.36    9.28    8.86   10.95    9.19    9.05
2001 310    6.27    9.15    8.70   10.78    9.20    8.76
2001 311    6.52    8.97    8.65   10.78    9.04    8.91
2001 312    6.33    8.92    8.59   10.70    8.84    9.02
2001 313    6.26    8.81    8.50   10.49    8.66    8.67
2001 314    6.19    8.83    8.41   10.37    8.49    8.36
2001 315    6.13    8.74    8.34   10.24    8.36    8.18
2001 316    6.07    8.63    8.31   10.15    8.26    8.06
2001 317    6.04    8.52    8.36    9.97    8.16    7.99
2001 318    5.94    8.43    8.32    9.90    8.11    8.33
2001 319    5.81    8.32    8.32    9.79    8.14    8.58
2001 320    5.80    8.41    8.27    9.87    8.16    9.03
2001 321    5.65    8.45    8.03   10.00    8.22    9.02
2001 322    5.58    8.34    7.94   10.05    8.30    8.76
2001 323    5.74    8.32    7.93    9.91    8.11    8.39
2001 324    5.94    8.29    7.91    9.77    7.96    7.99
2001 325    5.91    8.17    7.89    9.66    7.85    7.58
2001 326    5.84    8.46    7.77    9.47    7.67    7.32
2001 327    5.70    8.38    7.63    9.47    7.58    7.33
2001 328    5.59    8.31    7.58    9.47    7.72    7.30
2001 329    5.54    8.25    7.56    9.45    7.72    7.30
2001 330    5.49    8.19    7.55    9.43    7.75    7.25
2001 331    5.44    8.12    7.52    9.41    7.77    7.26
2001 332    5.39    8.06    7.48    9.41    7.76    7.26
2001 333    5.34    8.00    7.45    9.38    7.79    7.26
2001 334    5.27    7.94    7.43    9.36    7.82    7.22
2001 335    5.21    7.88    7.39    9.35    7.82    7.21
2001 336    5.15    7.82    7.33    9.33    7.82    7.24
2001 337    5.10    7.84    7.30    9.09    7.82    7.38
2001 338    5.04    7.75    7.40    9.16    7.99    7.54
2001 339    5.02    7.72    7.29    9.37    8.14    7.65
2001 340    4.85    7.66    7.15    9.38    8.24    7.45
2001 341    4.71    7.55    7.11    9.01    8.03    7.59
2001 342    4.67    7.54    7.08    8.83    7.85    7.41
2001 343    4.68    7.47    7.05    8.56    7.54    6.94
2001 344    4.95    7.51    6.87    8.28    7.33    6.44
2001 345    4.84    7.41    6.81    8.27    7.20    6.28
2001 346    4.88    7.49    7.07    8.57    7.44    6.39
2001 347    4.69    7.39    6.95    8.42    7.40    6.32
2001 348    4.31    7.23    6.66    8.20    7.30    6.25
2001 349    4.25    7.11    6.45    8.02    7.23    6.16
2001 350    4.19    7.02    6.33    7.90    7.09    6.07
2001 351    4.16    6.96    6.25    7.80    7.01    5.97
2001 352    4.15    6.90    6.06    7.66    6.95    5.89
2001 353    4.13    6.87    6.01    7.52    6.88    5.64
2001 354    4.22    6.82    5.97    7.34    6.78    5.23
2001 355    4.08    6.67    5.92    7.14    6.66    4.67
2001 356    4.05    6.53    5.83    6.87    6.52    4.35
2001 357    3.99    6.32    5.70    6.69    6.34    4.26
2001 358    3.96    6.02    5.70    6.30    6.18    4.13
2001 359    3.89    5.76    5.27    5.87    6.03    2.73
2001 360    3.83    5.62    5.09    5.52    5.89    2.00
2001 361    3.89    5.50    4.96    5.20    5.76    1.45
2001 362    3.76    5.24    4.79    4.86    5.53    0.20
2001 363    3.72    5.13    4.67    4.56    5.40    0.20
2001 364    3.65    4.98    4.58    4.27    5.27    0.20
2001 365    3.60    4.78    4.51    3.96    5.04    0.20
