  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2000 052    1.22    2.16    0.88    0.20    1.54    0.20
2000 053    1.33    2.23    0.90    0.20    1.85    0.20
2000 054    1.30    2.21    0.87    0.20    1.84    0.20
2000 055    1.31    2.17    0.84    0.20    1.92    0.20
2000 056    1.37    2.17    0.85    0.20    2.01    0.20
2000 057    1.35    2.17    0.83    0.20    2.04    0.20
2000 058    1.33    2.20    0.79    0.20    2.16    0.20
2000 059    1.34    2.86    0.78    0.20    2.24    0.20
2000 060    1.41    2.66    1.04    0.20    2.45    0.20
2000 061    1.54    2.63    1.06    0.20    2.48    0.20
2000 062    1.76    2.61    1.11    0.20    2.55    0.20
2000 063    2.08    2.53    1.29    0.20    2.69    0.20
2000 064    1.70    2.42    1.36    0.20    2.69    0.20
2000 065    1.63    2.51    1.51    0.20    2.63    0.20
2000 066    1.93    2.78    1.36    0.20    2.64    0.20
2000 067    1.30    2.80    1.14    1.50    2.30    3.15
2000 068    1.05    2.67    1.10    1.51    2.16    3.55
2000 069    1.22    2.66    1.21    1.61    2.12    3.78
2000 070    1.39    2.64    1.24    1.65    2.17    3.85
2000 071    1.57    2.62    1.25    1.67    2.23    3.81
2000 072    1.60    2.55    1.21    1.68    2.28    3.74
2000 073    1.42    2.56    1.21    1.66    2.26    3.74
2000 074    1.40    2.60    1.24    1.63    2.19    3.74
2000 075    1.26    2.51    1.14    1.60    2.09    3.64
2000 076    1.23    2.41    1.07    1.57    1.97    3.56
2000 077    1.28    2.52    0.93    1.53    1.82    3.48
2000 078    1.26    2.55    1.46    2.17    2.06    3.49
2000 079    1.31    2.58    1.30    2.23    2.68    3.33
2000 080    1.33    2.60    1.30    2.20    2.55    3.57
2000 081    1.31    2.69    1.35    2.18    2.42    3.96
2000 082    1.28    2.68    1.27    2.19    2.30    4.48
2000 083    1.64    2.66    1.14    2.24    2.10    4.83
2000 084    1.49    2.76    1.07    2.46    2.46    5.19
2000 085    1.38    2.81    1.15    2.52    2.18    5.69
2000 086    1.46    3.15    1.12    2.98    2.30    6.16
2000 087    1.46    2.92    1.30    2.92    2.27    6.39
2000 088    1.48    2.96    1.52    3.23    2.41    6.68
2000 089    1.49    3.00    1.71    3.61    2.58    7.04
2000 090    1.66    2.99    1.90    3.91    2.74    7.44
2000 091    1.64    3.23    2.25    4.08    2.94    7.40
2000 092    1.50    3.20    1.73    4.14    2.92    7.30
2000 093    1.81    3.52    1.68    4.13    2.86    7.21
2000 094    1.78    3.31    1.85    4.13    2.81    6.96
2000 095    1.78    3.31    1.91    4.14    2.95    6.59
2000 096    1.79    3.35    1.95    4.13    2.90    6.52
2000 097    1.83    3.46    2.00    3.72    2.87    6.51
2000 098    1.92    3.41    2.21    4.15    2.95    6.41
2000 099    1.93    3.08    2.27    4.26    3.03    6.17
2000 100    1.67    3.24    2.28    4.24    3.11    5.56
2000 101    1.83    3.41    1.94    4.37    3.38    5.32
2000 102    1.60    3.28    1.94    4.59    3.35    5.20
2000 103    1.65    3.29    2.15    4.78    3.35    5.21
2000 104    1.65    3.40    2.07    4.78    3.70    5.73
2000 105    1.77    3.50    2.18    5.00    3.52    6.00
2000 106    1.88    3.59    2.37    5.30    3.78    6.46
2000 107    2.01    3.67    2.48    5.56    3.94    6.73
2000 108    2.21    3.72    2.55    5.68    3.94    6.94
2000 109    2.22    3.79    2.65    5.77    3.94    7.21
2000 110    2.34    3.86    2.72    5.90    3.95    7.42
2000 111    2.24    3.94    2.81    6.06    3.97    7.72
2000 112    2.16    4.03    2.91    6.19    3.98    8.27
2000 113    2.42    4.38    3.01    6.28    4.00    8.44
2000 114    2.80    4.58    3.52    6.52    4.00    8.79
2000 115    3.06    4.78    3.72    6.86    4.21    9.15
2000 116    2.40    4.68    4.29    6.76    4.13    9.23
2000 117    2.68    4.95    3.73    6.95    4.57    9.25
2000 118    2.28    5.21    3.87    7.18    4.52    9.57
2000 119    2.21    5.45    4.14    7.62    4.77    9.98
2000 120    2.48    5.08    4.19    8.47    4.69   10.11
2000 121    2.30    5.11    4.15    8.45    4.86   11.26
2000 122    2.44    5.46    4.15    8.29    4.83   11.18
2000 123    2.48    5.82    4.36    8.19    4.92   11.20
2000 124    2.75    5.66    4.63    8.27    5.13   11.45
2000 125    2.95    6.30    5.06    9.60    5.53   12.75
2000 126    3.39    6.83    5.53   10.56    6.09   13.58
2000 127    3.62    7.20    5.91   11.47    6.80   14.45
2000 128    3.64    7.44    6.09   11.99    6.98   14.97
2000 129    3.56    7.29    6.05   11.96    7.07   15.08
2000 130    3.49    7.11    5.93   11.71    7.09   15.34
2000 131    3.53    6.95    5.92   11.29    6.92   15.39
2000 132    3.42    6.98    5.83   11.00    6.73   15.17
2000 133    3.25    7.00    5.87   11.17    6.75   15.14
2000 134    3.11    7.01    5.90   11.15    6.75   15.12
2000 135    2.93    7.01    5.95   11.02    6.82   14.83
2000 136    3.77    7.26    6.07   10.94    6.78   14.31
2000 137    3.79    7.50    6.11   11.34    6.94   14.58
2000 138    3.75    7.58    6.41   11.60    7.30   14.55
2000 139    4.09    7.61    6.73   11.78    7.35   14.51
2000 140    4.24    7.67    7.02   12.01    7.41   14.44
2000 141    4.09    7.89    7.06   12.26    7.49   14.43
2000 142    3.80    8.09    7.09   12.62    7.63   14.36
2000 143    3.76    8.39    7.43   12.94    7.75   14.43
2000 144    3.71    8.75    7.56   12.94    7.84   14.52
2000 145    3.90    9.01    7.61   12.76    7.87   14.54
2000 146    4.09    8.95    7.64   12.80    7.86   14.71
2000 147    4.18    9.02    7.58   12.96    7.78   14.82
2000 148    4.26    9.16    7.77   12.86    8.26   14.63
2000 149    4.43    9.27    8.03   12.74    8.81   14.60
2000 150    4.63    9.50    8.30   12.70    9.25   14.49
2000 151    4.70    9.92    8.55   13.36    9.51   14.87
2000 152    4.72   10.18    8.70   14.01    9.71   15.33
2000 153    4.77   10.26    8.85   15.60   10.13   15.84
2000 154    4.80   10.26    8.98   15.76   10.18   16.14
2000 155    4.91   10.88    9.16   15.28   10.15   16.26
2000 156    4.75   11.00    9.71   15.16   10.48   15.96
2000 157    4.95   11.11    9.93   14.77   10.52   15.45
2000 158    5.01   11.19    9.97   14.40   10.69   15.00
2000 159    5.08   11.19   10.36   13.91   10.76   15.66
2000 160    5.23   11.82   10.70   14.46   11.09   17.03
2000 161    5.22   12.27   11.15   15.05   11.45   18.23
2000 162    5.29   13.19   11.62   16.40   12.06   19.31
2000 163    5.36   13.22   11.88   17.24   13.38   19.92
2000 164    5.45   13.08   11.90   17.56   13.51   19.95
2000 165    5.51   12.96   11.96   17.86   13.69   19.99
2000 166    5.44   12.80   12.08   18.18   13.80   20.06
2000 167    5.36   12.67   12.06   17.93   13.56   20.03
2000 168    5.35   12.82   12.19   18.01   13.66   20.04
2000 169    5.70   12.97   12.41   18.62   13.61   20.25
2000 170    6.16   13.54   13.02   18.21   13.61   20.58
2000 171    6.46   13.74   12.87   17.91   13.84   20.46
2000 172    6.41   13.64   13.14   18.81   14.48   20.65
2000 173    6.34   13.46   13.21   18.65   15.23   20.82
2000 174    6.57   13.82   13.29   18.47   15.01   20.83
2000 175    6.64   14.11   13.47   18.19   14.50   20.74
2000 176    6.89   14.51   14.21   19.16   15.09   21.38
2000 177    7.13   14.97   14.75   19.75   15.66   22.22
2000 178    7.09   15.38   14.80   19.53   16.13   21.94
2000 179    7.09   15.73   14.69   19.70   16.15   21.41
2000 180    7.71   16.00   14.84   20.09   16.10   21.51
2000 181    8.02   15.97   15.02   20.14   16.61   21.47
2000 182    8.04   15.89   15.21   20.06   17.01   21.24
2000 183    8.55   16.12   15.35   20.61   17.14   21.50
2000 184    8.79   16.41   15.56   20.59   17.52   21.83
2000 185    8.95   16.46   15.69   20.94   18.02   22.12
2000 186   10.20   17.15   16.13   21.33   18.50   22.33
2000 187   10.95   17.94   16.41   21.74   18.14   22.76
2000 188   10.98   18.44   17.14   21.67   18.76   22.69
2000 189   10.99   18.18   17.02   21.18   18.34   22.12
2000 190   11.35   18.24   17.19   21.25   18.76   21.61
2000 191   11.66   18.36   17.08   21.08   18.57   21.25
2000 192   11.78   18.49   16.98   21.00   18.28   21.42
2000 193   12.46   18.23   17.53   21.13   18.23   21.20
2000 194   13.09   18.89   17.78   21.17   18.40   21.10
2000 195   13.39   18.89   18.43   21.94   19.04   22.01
2000 196   13.83   19.38   18.75   22.43   19.46   22.02
2000 197   14.01   19.57   18.64   22.10   19.56   21.31
2000 198   14.61   19.43   18.77   22.16   19.72   21.54
2000 199   13.86   19.69   18.83   22.25   19.88   21.94
2000 200   13.13   19.45   18.03   22.25   19.74   22.13
2000 201   12.89   19.14   17.64   22.42   19.50   22.29
2000 202   13.23   19.12   17.31   22.01   19.46   21.42
2000 203   13.27   18.98   17.30   22.44   19.77   21.95
2000 204   13.52   18.92   17.24   21.89   18.84   21.66
2000 205   13.98   19.09   17.61   21.91   18.89   21.64
2000 206   14.32   19.28   18.23   22.08   19.37   22.40
2000 207   14.60   19.39   18.61   22.52   20.08   22.49
2000 208   14.89   19.52   18.61   22.00   20.87   22.39
2000 209   15.23   19.69   18.76   22.13   20.69   22.36
2000 210   15.68   19.79   18.93   22.23   20.79   22.52
2000 211   16.15   19.84   19.13   22.35   20.92   22.63
2000 212   17.46   19.94   19.39   22.46   21.05   22.69
2000 213   18.18   19.98   19.36   22.55   21.11   22.76
2000 214   17.81   20.05   19.31   22.62   21.19   22.90
2000 215   16.91   20.08   19.08   22.67   21.32   23.02
2000 216   16.42   20.10   18.92   22.71   21.56   23.04
2000 217   16.27   20.11   18.60   22.64   21.53   23.01
2000 218   16.42   19.98   18.67   22.53   21.27   23.04
2000 219   16.56   19.98   18.78   22.68   21.38   23.13
2000 220   16.68   20.03   18.91   22.81   21.41   23.08
2000 221   16.81   20.42   18.91   22.71   21.12   23.02
2000 222   16.93   20.49   19.18   22.70   21.24   23.07
2000 223   17.13   20.69   19.42   22.92   21.35   23.15
2000 224   17.21   20.75   19.64   23.24   21.89   23.18
2000 225   17.26   20.80   19.49   23.15   21.65   22.97
2000 226   17.33   21.17   19.73   22.96   21.31   23.36
2000 227   17.32   21.58   19.83   23.19   21.45   23.84
2000 228   17.16   21.64   19.77   23.14   21.53   23.54
2000 229   16.59   20.98   19.47   22.99   21.54   23.00
2000 230   16.39   20.74   19.32   22.91   21.10   22.83
2000 231   16.27   20.53   19.23   22.71   20.74   22.32
2000 232   16.25   20.33   19.04   22.56   20.58   21.80
2000 233   16.04   20.05   18.64   22.30   20.68   21.20
2000 234   16.24   20.09   18.56   22.11   20.49   21.21
2000 235   16.54   20.33   18.71   22.10   20.57   21.73
2000 236   17.22   20.57   18.95   22.16   20.47   22.37
2000 237   16.95   20.36   18.77   22.15   20.42   22.51
2000 238   17.19   20.62   19.21   22.46   21.04   22.52
2000 239   17.38   21.02   19.44   23.21   21.17   22.82
2000 240   17.40   21.04   19.44   22.98   20.89   22.75
2000 241   17.30   21.06   19.49   22.74   20.71   22.60
2000 242   17.05   21.02   19.34   22.53   20.97   22.42
2000 243   16.80   21.12   19.28   22.27   21.49   22.52
2000 244   16.52   21.59   19.50   22.66   21.37   22.91
2000 245   16.15   21.91   19.78   23.91   21.42   24.76
2000 246   15.79   21.56   19.53   23.91   21.22   24.54
2000 247   15.43   21.15   19.22   23.68   20.89   23.82
2000 248   15.18   20.77   18.98   23.59   20.63   23.06
2000 249   15.30   20.45   18.72   22.68   19.96   22.01
2000 250   15.08   20.13   18.51   21.90   19.63   21.15
2000 251   14.68   19.83   18.36   21.30   19.59   20.67
2000 252   14.51   19.93   18.38   21.52   19.77   20.71
2000 253   14.70   20.00   18.57   21.83   19.84   21.52
2000 254   14.85   20.23   18.82   22.01   19.97   21.57
2000 255   14.91   20.06   18.67   21.96   20.79   21.27
2000 256   14.83   19.82   18.51   22.02   20.67   20.96
2000 257   14.72   19.70   18.36   22.22   20.21   21.29
2000 258   14.64   19.47   18.08   21.97   20.01   20.64
2000 259   14.34   18.97   17.63   21.25   19.45   19.40
2000 260   13.96   18.49   17.08   20.52   18.87   17.97
2000 261   13.62   18.05   16.55   19.95   18.28   17.25
2000 262   13.66   18.19   16.28   19.56   17.73   17.11
2000 263   13.61   18.07   16.64   19.92   17.73   17.82
2000 264   13.50   17.75   16.42   19.88   17.54   17.55
2000 265   13.37   17.44   16.10   19.67   16.97   17.35
2000 266   13.21   17.13   15.83   19.50   16.55   17.17
2000 267   13.03   16.79   15.56   19.31   16.39   16.93
2000 268   12.86   16.46   15.33   19.08   16.24   16.58
2000 269   12.77   16.29   15.01   18.91   15.98   16.30
2000 270   12.79   16.22   14.94   18.88   15.93   15.91
2000 271   12.57   16.18   14.90   18.02   15.66   15.39
2000 272   12.46   15.87   14.53   17.85   15.41   15.21
2000 273   12.45   15.64   14.24   17.46   15.45   14.96
2000 274   12.47   15.54   14.29   17.60   15.39   15.55
2000 275   12.49   15.44   14.40   18.05   15.64   16.12
2000 276   12.48   15.36   14.42   17.80   15.66   16.23
2000 277   12.17   15.34   14.41   17.63   15.86   16.06
2000 278   11.90   15.38   14.57   17.54   15.95   15.64
2000 279   11.73   15.31   14.34   17.20   15.58   15.14
2000 280   11.51   15.00   14.08   16.84   15.24   14.70
2000 281   11.29   14.67   13.80   16.47   14.90   14.18
2000 282   11.04   14.37   13.55   16.11   14.61   13.71
2000 283   10.84   14.05   13.29   15.72   14.33   13.22
2000 284   10.75   13.74   13.05   15.35   14.10   12.66
2000 285   10.60   13.48   12.94   15.15   13.93   12.56
2000 286   10.52   13.39   12.91   15.00   13.79   12.76
2000 287   10.43   13.38   12.84   14.94   13.58   13.07
2000 288   10.37   13.37   12.78   14.98   13.68   13.12
2000 289   10.30   13.37   12.75   15.08   13.65   13.16
2000 290   10.24   13.37   12.75   15.17   13.61   13.11
2000 291   10.18   13.37   12.77   15.27   13.61   13.32
2000 292   10.18   13.47   12.76   15.36   13.62   13.49
2000 293   10.19   13.43   12.82   15.12   13.61   14.03
2000 294   10.13   13.48   12.81   15.09   13.67   14.21
2000 295   10.10   13.38   12.44   14.89   13.41   14.27
2000 296    9.94   13.21   12.47   14.81   13.16   13.92
2000 297    9.71   13.25   12.48   14.75   12.92   14.03
2000 298    9.67   13.24   12.20   14.86   12.62   13.93
2000 299    9.67   13.23   12.14   14.99   12.41   13.88
2000 300    9.65   13.22   12.18   15.20   12.83   13.79
2000 301    9.62   13.21   12.21   15.20   13.16   13.58
2000 302    9.57   13.18   12.15   14.92   13.01   13.22
2000 303    9.28   12.76   11.81   14.45   12.60   12.76
2000 304    9.27   12.75   11.65   14.12   12.33   12.22
2000 305    9.20   12.74   11.51   14.08   12.18   12.10
2000 306    9.17   12.55   11.45   13.81   11.93   11.97
2000 307    9.16   12.52   11.56   13.75   11.45   12.02
2000 308    9.17   12.56   11.66   13.94   11.85   12.45
2000 309    9.19   12.58   11.74   14.09   11.96   12.66
2000 310    9.26   12.70   11.79   14.19   11.98   12.60
2000 311    9.30   12.52   11.72   14.18   11.88   12.46
2000 312    9.33   12.12   11.59   14.11   11.81   12.41
2000 313    9.33   11.62   11.31   13.91   11.82   12.26
2000 314    9.31   11.29   11.14   13.64   11.82   11.94
2000 315    9.29   11.08   11.04   13.30   11.75   11.49
2000 316    9.27   10.88   10.91   12.95   11.64   10.99
2000 317    9.24   10.69   10.79   12.65   11.53   10.64
2000 318    9.22   10.47   10.68   12.30   11.44   10.08
2000 319    9.19   10.21   10.57   11.95   11.30    9.49
2000 320    8.77    9.92   10.37   11.53   11.13    8.92
2000 321    8.34    9.73   10.15   11.17   10.92    8.37
2000 322    7.91    9.59    9.94   10.89   10.65    7.87
2000 323    7.49    9.43    9.73   10.58   10.31    7.37
2000 324    7.07    9.25    9.53   10.27    9.96    6.86
2000 325    6.66    9.06    9.32    9.97    9.61    6.35
2000 326    6.24    8.87    9.12    9.62    9.30    5.70
2000 327    5.83    8.68    8.90    9.28    9.00    5.09
2000 328    5.46    8.22    8.64    8.88    8.74    4.54
2000 329    5.33    8.01    8.42    8.42    8.49    4.10
2000 330    5.34    7.89    8.22    8.06    8.25    3.69
2000 331    5.29    7.81    8.03    7.75    8.02    3.30
2000 332    5.24    7.71    7.84    7.45    7.76    2.93
2000 333    5.20    7.63    7.66    7.16    7.52    2.58
2000 334    5.16    7.55    7.48    6.89    7.30    2.24
2000 335    5.11    7.47    7.30    6.63    7.08    1.92
2000 336    5.05    7.26    6.84    6.33    6.63    1.65
2000 337    4.95    6.52    5.73    5.76    6.33    0.20
2000 338    4.93    6.39    5.64    5.69    6.30    0.20
2000 339    4.92    6.31    5.60    5.71    6.18    0.20
2000 340    4.91    6.25    5.59    5.72    6.02    0.20
2000 341    4.90    6.11    5.52    5.72    5.77    0.20
2000 342    4.95    6.09    5.77    5.78    5.54    0.20
2000 343    3.61    4.67    3.50    5.37    5.26    0.20
2000 344    3.59    4.50    3.33    5.25    5.08    0.20
2000 345    3.56    4.34    3.17    5.13    4.93    0.20
2000 346    3.54    4.17    3.01    5.03    4.77    0.20
2000 347    3.50    4.00    2.85    4.76    4.61    0.20
2000 348    3.43    3.90    2.62    4.54    4.42    0.20
2000 349    4.50    4.68    3.52    4.59    4.33    0.20
2000 350    4.35    4.37    3.17    4.11    4.22    0.20
2000 351    4.26    4.22    2.89    3.96    4.15    0.20
2000 352    4.17    3.98    2.61    3.63    4.10    0.20
2000 353    4.07    3.77    2.37    3.36    4.04    0.20
2000 354    3.97    3.57    2.17    3.15    3.98    0.20
2000 355    3.88    3.39    1.99    2.97    3.92    0.20
2000 356    3.77    3.32    1.84    2.83    3.86    0.20
2000 357    2.26    1.91    1.08    1.35    3.16    0.20
2000 358    2.15    1.85    0.98    1.12    3.05    0.20
2000 359    2.05    1.80    0.90    0.98    2.91    0.20
2000 360    1.96    1.77    0.84    0.90    2.79    0.20
2000 361    1.86    1.74    0.80    0.79    2.64    0.20
2000 362    1.77    1.67    0.76    0.67    2.55    0.20
2000 363    2.64    2.53    0.98    0.71    2.86    0.20
2000 364    1.44    1.07    0.59    0.20    1.45    0.20
2000 365    1.28    0.95    0.57    0.20    1.41    0.20
2000 366    1.09    1.06    0.59    0.20    1.38    0.20
