  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2012 052    1.89    2.92    1.98    1.54    3.34    0.95
2012 053    1.97    2.91    1.98    1.58    3.35    1.01
2012 054    1.97    2.89    2.01    1.62    3.38    1.18
2012 055    1.92    2.86    1.99    1.65    3.33    1.20
2012 056    1.91    2.83    1.94    1.67    3.25    1.21
2012 057    1.83    2.79    1.93    1.71    3.22    1.31
2012 058    1.76    2.78    1.93    1.76    3.23    1.40
2012 059    1.73    2.77    1.92    1.80    3.24    1.44
2012 060    1.69    2.82    1.95    1.83    3.28    1.48
2012 061    1.81    2.87    1.97    1.89    3.36    1.79
2012 062    1.93    2.93    2.06    2.00    3.48    1.99
2012 063    1.91    2.93    2.07    2.02    3.51    2.25
2012 064    1.84    2.94    1.99    2.22    3.45    2.43
2012 065    1.82    2.92    1.95    2.27    3.39    2.48
2012 066    1.86    2.97    2.03    2.22    3.42    2.52
2012 067    2.02    3.10    2.21    2.32    3.55    2.64
2012 068    2.35    3.28    2.26    2.52    3.64    2.95
2012 069    2.54    3.35    2.35    2.65    3.74    3.15
2012 070    2.63    3.44    2.43    2.83    3.81    3.35
2012 071    2.67    3.54    2.45    3.03    3.91    3.53
2012 072    2.71    3.78    2.52    3.33    4.02    3.76
2012 073    2.76    4.17    2.60    3.63    4.15    4.21
2012 074    2.89    4.64    2.67    3.76    4.11    4.53
2012 075    3.09    5.02    2.99    4.08    4.24    4.85
2012 076    3.50    5.33    3.31    4.57    4.59    5.54
2012 077    4.33    5.66    3.74    5.22    5.08    6.58
2012 078    4.90    5.94    4.09    5.49    5.67    7.36
2012 079    5.06    6.36    4.33    5.77    6.15    8.23
2012 080    4.92    6.56    4.82    6.31    6.60    8.99
2012 081    4.79    6.82    5.23    6.85    6.93   10.29
2012 082    4.62    6.80    5.14    6.96    7.04   10.62
2012 083    4.27    6.45    4.63    6.66    6.68   10.29
2012 084    3.80    5.93    4.08    6.28    5.90    9.83
2012 085    3.22    5.31    3.64    5.93    5.03    9.54
2012 086    2.84    4.81    3.42    5.64    4.46    9.13
2012 087    2.87    4.70    3.37    5.67    4.37    8.81
2012 088    2.99    4.68    3.45    6.03    4.56    8.67
2012 089    3.04    4.70    3.44    6.09    4.56    8.36
2012 090    2.96    4.77    3.42    6.01    4.44    7.98
2012 091    2.97    4.78    3.44    5.95    4.42    7.67
2012 092    2.99    4.78    3.47    5.94    4.46    7.37
2012 093    3.03    4.84    3.54    6.00    4.56    7.24
2012 094    3.08    4.89    3.55    6.04    4.58    7.39
2012 095    3.08    4.87    3.57    6.19    4.57    7.59
2012 096    3.04    4.87    3.63    6.25    4.63    7.60
2012 097    3.05    4.87    3.72    6.36    4.70    7.56
2012 098    3.00    4.78    3.80    6.51    4.78    7.63
2012 099    2.98    4.77    3.82    6.57    4.77    7.85
2012 100    2.97    4.81    3.78    6.57    4.79    7.98
2012 101    2.96    4.78    3.75    6.63    4.88    7.91
2012 102    2.96    4.78    3.72    6.72    4.94    7.71
2012 103    3.04    4.91    3.75    6.86    4.99    7.72
2012 104    3.09    5.01    3.87    7.14    5.10    7.96
2012 105    3.23    5.09    4.00    7.34    5.24    8.22
2012 106    3.26    5.16    4.11    7.53    5.56    8.66
2012 107    3.19    5.22    4.20    7.76    5.97    9.27
2012 108    3.13    5.29    4.25    7.83    5.85    9.77
2012 109    3.10    5.33    4.29    7.97    5.82   10.01
2012 110    3.10    5.33    4.36    8.05    6.18   10.07
2012 111    3.09    5.31    4.38    8.06    6.33    9.84
2012 112    3.09    5.31    4.37    8.01    6.15    9.46
2012 113    3.17    5.39    4.42    7.99    6.02    9.20
2012 114    3.27    5.52    4.49    7.97    5.92    8.98
2012 115    3.34    5.64    4.59    7.96    5.83    8.81
2012 116    3.34    5.67    4.72    8.05    5.78    8.82
2012 117    3.31    5.65    4.75    8.19    5.74    8.96
2012 118    3.32    5.63    4.74    8.26    5.62    9.11
2012 119    3.47    5.68    4.78    8.31    5.61    9.19
2012 120    3.60    5.75    4.89    8.44    5.81    9.31
2012 121    3.64    5.86    5.00    8.78    5.96    9.59
2012 122    3.68    6.15    5.22    9.44    6.19   10.18
2012 123    3.81    6.54    5.56   10.46    6.62   10.91
2012 124    3.90    6.90    5.86   11.20    7.07   11.43
2012 125    3.93    7.35    6.10   11.05    7.37   11.90
2012 126    4.01    7.62    6.21   10.71    7.57   12.68
2012 127    4.08    7.70    6.26   10.63    7.86   12.99
2012 128    4.18    7.82    6.49   10.90    8.01   13.42
2012 129    4.21    7.79    6.65   11.23    8.18   13.68
2012 130    4.24    7.77    6.73   11.35    8.27   13.66
2012 131    4.33    7.92    6.85   11.46    8.32   13.79
2012 132    4.48    8.23    7.22   11.76    8.36   14.24
2012 133    4.60    8.59    7.61   12.16    8.73   14.72
2012 134    4.72    9.01    8.04   12.89    9.56   15.29
2012 135    4.87    9.23    8.41   13.79   10.75   15.84
2012 136    4.80    9.16    8.46   14.24   11.53   16.08
2012 137    4.65    9.01    8.15   14.02   11.21   16.07
2012 138    4.79    9.22    8.19   13.93   10.91   16.15
2012 139    5.19    9.65    8.73   14.53   11.63   16.48
2012 140    5.51   10.16    9.26   15.40   13.12   17.05
2012 141    5.50   10.43    9.61   16.09   14.04   17.42
2012 142    5.23   10.44    9.75   16.64   14.39   17.70
2012 143    5.19   10.58    9.82   16.61   14.78   17.72
2012 144    5.29   10.87   10.15   16.55   15.44   17.83
2012 145    5.33   11.15   10.52   17.08   15.94   18.35
2012 146    5.32   11.36   10.65   17.48   16.13   18.85
2012 147    5.39   11.71   10.67   17.74   16.25   19.04
2012 148    5.57   12.29   10.93   18.15   16.51   19.10
2012 149    5.75   12.32   11.31   18.88   17.05   19.27
2012 150    5.73   12.14   11.38   18.80   17.17   19.11
2012 151    5.71   12.09   11.26   18.31   17.00   18.81
2012 152    5.87   12.21   11.18   18.11   16.95   18.64
2012 153    6.13   12.42   11.25   17.75   16.75   18.37
2012 154    6.48   12.46   11.27   17.07   15.99   18.03
2012 155    6.83   12.53   11.19   16.41   15.21   17.65
2012 156    7.30   12.80   11.25   16.15   14.76   17.38
2012 157    7.82   13.14   11.60   16.29   14.60   17.40
2012 158    8.40   13.61   12.09   16.51   14.84   17.69
2012 159    8.87   14.22   12.59   16.92   15.31   18.37
2012 160    9.04   14.55   13.12   17.32   15.77   19.06
2012 161    8.93   14.75   13.82   17.98   16.70   19.78
2012 162    8.89   14.83   14.36   18.63   17.59   20.45
2012 163    8.63   14.94   14.25   18.81   17.61   20.56
2012 164    8.15   14.91   13.78   18.64   17.01   20.35
2012 165    8.03   14.93   13.56   18.55   16.62   20.25
2012 166    8.22   15.05   13.82   18.61   16.76   20.34
2012 167    8.52   15.36   14.10   18.70   16.89   20.48
2012 168    8.88   15.83   14.46   19.02   17.33   20.74
2012 169    9.02   16.30   14.92   19.54   18.10   21.10
2012 170    9.31   16.70   15.33   20.05   18.93   21.45
2012 171    9.72   17.03   15.99   20.76   19.76   22.03
2012 172    9.90   17.16   16.34   21.34   20.35   22.47
2012 173    9.87   17.15   16.33   21.70   20.62   22.69
2012 174   10.09   17.27   16.30   21.85   20.46   22.66
2012 175   10.51   17.49   16.45   21.87   20.18   22.57
2012 176   10.84   17.70   16.50   21.74   19.97   22.45
2012 177   11.28   17.78   16.43   21.57   19.69   22.32
2012 178   11.85   18.04   16.57   21.49   19.36   22.27
2012 179   12.39   18.50   17.00   21.61   19.25   22.47
2012 180   12.81   19.19   17.78   22.04   19.44   22.98
2012 181   13.04   19.63   17.99   22.43   19.62   23.45
2012 182   13.43   20.09   18.17   22.70   19.90   23.83
2012 183   14.20   20.61   18.55   22.88   20.15   24.04
2012 184   15.00   21.16   19.11   23.27   20.38   24.37
2012 185   15.61   21.90   19.66   23.65   20.79   24.66
2012 186   15.84   22.73   20.22   23.99   21.32   24.90
2012 187   16.19   23.06   20.53   24.25   21.70   25.27
2012 188   16.33   23.02   20.75   24.55   21.94   25.78
2012 189   16.39   22.61   20.68   24.87   22.24   25.92
2012 190   16.60   22.25   20.51   24.75   22.40   25.54
2012 191   17.00   22.11   20.47   24.55   22.56   25.08
2012 192   17.59   22.09   20.54   24.48   22.76   24.86
2012 193   18.09   22.33   20.81   24.54   23.05   24.83
2012 194   18.56   22.61   21.11   24.78   23.49   25.04
2012 195   18.80   22.84   21.46   24.90   23.76   25.22
2012 196   18.93   23.10   21.73   24.90   23.93   25.32
2012 197   19.04   23.39   21.89   25.11   24.00   25.49
2012 198   19.16   23.58   22.00   25.34   24.10   25.69
2012 199   19.14   23.58   22.00   25.41   24.23   25.66
2012 200   19.10   23.43   21.90   25.31   24.06   25.41
2012 201   19.24   23.15   21.70   25.01   23.76   24.74
2012 202   19.38   23.00   21.51   24.52   23.39   24.13
2012 203   19.51   23.10   21.52   24.46   23.27   24.03
2012 204   19.70   23.42   21.77   24.70   23.56   24.21
2012 205   19.73   23.70   21.99   24.91   23.83   24.65
2012 206   19.71   23.63   21.83   24.82   23.66   24.80
2012 207   19.66   23.40   21.66   24.75   23.49   24.85
2012 208   19.50   23.22   21.55   24.85   23.62   24.83
2012 209   19.44   23.06   21.45   24.85   23.70   24.60
2012 210   19.55   22.98   21.42   24.73   23.74   24.43
2012 211   19.79   23.08   21.50   24.72   23.82   24.44
2012 212   19.89   23.38   21.66   24.98   23.95   24.72
2012 213   19.89   23.45   21.77   25.14   24.03   24.98
2012 214   19.89   23.53   21.90   25.24   24.10   25.15
2012 215   19.80   23.64   21.93   25.54   24.32   25.37
2012 216   19.63   23.76   21.92   25.96   24.82   25.73
2012 217   19.36   23.75   21.98   25.92   24.97   25.77
2012 218   18.93   23.58   21.84   25.56   24.68   25.49
2012 219   18.58   23.48   21.68   25.37   24.32   25.30
2012 220   18.49   23.44   21.55   25.26   24.18   25.07
2012 221   18.43   23.34   21.42   25.18   24.26   24.91
2012 222   18.28   23.05   21.34   25.10   24.23   24.78
2012 223   18.14   22.45   21.10   24.81   24.01   24.38
2012 224   18.14   21.82   20.64   24.38   23.77   23.69
2012 225   18.21   21.56   20.30   24.09   23.66   23.21
2012 226   18.34   21.45   20.38   23.95   23.64   23.20
2012 227   18.46   21.38   20.45   23.73   23.40   23.05
2012 228   18.46   21.44   20.48   23.71   23.17   23.11
2012 229   18.17   21.32   20.38   23.76   23.10   23.20
2012 230   17.69   21.08   20.09   23.69   22.99   23.04
2012 231   17.48   21.02   19.94   23.70   22.86   23.10
2012 232   17.44   21.14   19.91   23.72   22.83   23.19
2012 233   17.48   21.28   19.95   23.74   22.88   23.08
2012 234   17.57   21.41   20.02   23.84   22.96   23.01
2012 235   17.71   21.43   20.10   23.97   23.05   23.13
2012 236   17.84   21.40   20.24   24.01   23.10   23.32
2012 237   18.12   21.53   20.46   24.06   23.23   23.59
2012 238   18.34   21.67   20.72   24.13   23.36   23.87
2012 239   18.37   21.74   20.79   24.02   23.33   23.86
2012 240   18.38   21.77   20.75   23.82   23.15   23.71
2012 241   18.55   21.82   20.66   23.67   22.89   23.59
2012 242   18.72   21.86   20.65   23.70   22.75   23.53
2012 243   18.79   21.87   20.68   23.68   22.64   23.43
2012 244   18.81   21.93   20.72   23.68   22.63   23.44
2012 245   19.00   21.96   20.71   23.69   22.57   23.46
2012 246   19.11   21.97   20.80   23.72   22.60   23.45
2012 247   19.17   22.06   20.93   23.77   22.69   23.52
2012 248   19.22   22.22   21.02   23.70   22.68   23.47
2012 249   19.10   22.23   20.94   23.62   22.64   23.28
2012 250   18.92   22.11   20.89   23.71   22.63   23.29
2012 251   18.70   21.86   20.75   23.68   22.56   23.16
2012 252   18.36   21.52   20.53   23.43   22.35   22.65
2012 253   18.09   21.19   20.36   23.17   22.14   22.12
2012 254   17.93   20.99   20.21   22.99   21.94   21.75
2012 255   17.80   20.89   20.03   22.73   21.74   21.53
2012 256   17.54   20.72   19.82   22.58   21.67   21.43
2012 257   17.14   20.45   19.59   22.47   21.64   21.23
2012 258   16.86   20.27   19.40   22.24   21.39   20.87
2012 259   16.76   20.17   19.21   22.02   21.02   20.64
2012 260   16.69   20.07   19.06   21.88   20.80   20.43
2012 261   16.50   19.91   18.96   21.69   20.62   20.08
2012 262   16.10   19.55   18.70   21.41   20.22   19.38
2012 263   15.57   19.05   18.32   21.01   19.79   18.64
2012 264   14.87   18.50   17.84   20.75   19.67   18.12
2012 265   14.21   17.95   17.22   20.36   19.25   17.39
2012 266   13.70   17.40   16.59   19.69   18.22   17.01
2012 267   13.30   17.00   16.07   19.12   17.31   16.36
2012 268   13.03   16.73   15.84   18.87   17.00   15.90
2012 269   12.94   16.52   15.72   18.63   16.95   15.86
2012 270   12.98   16.49   15.72   18.40   16.95   15.85
2012 271   13.04   16.50   15.73   18.17   16.94   15.85
2012 272   13.14   16.52   15.75   18.11   16.97   16.02
2012 273   13.27   16.55   15.77   18.05   17.02   16.12
2012 274   13.31   16.55   15.74   17.93   16.89   16.14
2012 275   13.30   16.51   15.72   17.83   16.77   16.09
2012 276   13.31   16.52   15.84   17.82   16.83   16.23
2012 277   13.35   16.48   15.85   17.84   16.88   16.44
2012 278   13.32   16.37   15.77   17.90   16.98   16.62
2012 279   13.16   16.17   15.60   17.80   16.79   16.48
2012 280   12.82   15.85   15.30   17.45   16.26   16.00
2012 281   12.39   15.39   14.96   16.99   15.68   15.36
2012 282   12.05   15.06   14.73   16.66   15.21   14.80
2012 283   11.65   14.83   14.44   16.48   14.92   14.49
2012 284   11.06   14.31   13.96   16.23   14.54   14.11
2012 285   10.39   13.70   13.32   15.82   13.94   13.49
2012 286   10.05   13.31   12.86   15.45   13.35   13.12
2012 287    9.79   13.10   12.65   15.24   13.15   13.02
2012 288    9.49   12.89   12.51   15.23   13.10   12.88
2012 289    9.41   12.58   12.22   15.09   12.83   12.82
2012 290    9.41   12.52   12.06   15.02   12.62   12.84
2012 291    9.37   12.55   12.01   14.80   12.56   12.89
2012 292    9.34   12.47   11.92   14.50   12.61   12.84
2012 293    9.32   12.33   11.81   14.31   12.62   12.69
2012 294    9.36   12.25   11.83   14.27   12.61   12.56
2012 295    9.40   12.27   11.85   14.24   12.55   12.56
2012 296    9.38   12.29   11.88   14.33   12.60   12.79
2012 297    9.29   12.30   11.96   14.62   12.78   13.40
2012 298    9.15   12.32   12.15   14.97   13.07   14.16
2012 299    9.01   12.33   12.33   15.07   13.29   14.28
2012 300    8.84   12.20   12.25   15.00   13.28   14.16
2012 301    8.68   12.03   12.03   14.87   13.21   13.94
2012 302    8.59   11.85   11.91   14.63   13.13   13.57
2012 303    8.56   11.47   11.83   14.32   13.02   12.89
2012 304    8.51   11.07   11.60   13.77   12.62   12.03
2012 305    8.28   10.55   11.37   13.22   12.32   11.02
2012 306    8.14   10.05   10.92   12.45   11.89    9.71
2012 307    8.03    9.91   10.40   11.82   11.37    8.77
2012 308    7.96    9.76    9.98   11.37   10.95    8.28
2012 309    7.83    9.57    9.50   10.74   10.60    7.60
2012 310    7.76    9.43    8.94   10.33   10.15    6.77
2012 311    7.54    9.29    8.74   10.26   10.04    6.67
2012 312    7.35    9.22    8.64   10.23   10.00    6.68
2012 313    7.16    9.21    8.64   10.20   10.00    6.74
2012 314    7.05    9.21    8.64   10.21    9.97    6.85
2012 315    6.98    9.22    8.64   10.26    9.94    6.97
2012 316    6.90    9.22    8.62   10.27    9.95    7.08
2012 317    6.86    9.10    8.49   10.04    9.85    6.96
2012 318    6.84    8.98    8.30    9.71    9.60    6.75
2012 319    6.82    8.89    8.15    9.46    9.45    6.62
2012 320    6.81    8.80    8.08    9.36    9.38    6.61
2012 321    6.79    8.76    8.08    9.34    9.28    6.66
2012 322    6.74    8.77    8.08    9.30    9.21    6.75
2012 323    6.74    8.87    8.14    9.36    9.21    6.92
2012 324    6.73    8.87    8.15    9.39    9.26    7.04
2012 325    6.71    8.76    8.07    9.38    9.26    7.08
2012 326    6.70    8.69    8.03    9.41    9.28    7.17
2012 327    6.69    8.67    8.04    9.46    9.38    7.22
2012 328    6.67    8.56    8.04    9.42    9.35    7.13
2012 329    6.60    8.36    7.98    9.27    9.20    6.84
2012 330    6.53    8.13    7.89    9.01    9.03    6.39
2012 331    6.38    7.87    7.73    8.70    8.77    5.88
2012 332    6.25    7.69    7.57    8.31    8.45    5.42
2012 333    6.16    7.63    7.48    7.94    8.17    5.24
2012 334    5.76    7.55    7.34    7.68    7.93    5.23
2012 335    5.49    7.53    7.29    7.65    7.89    5.45
2012 336    5.35    7.51    7.15    7.63    7.87    5.75
2012 337    5.26    7.44    6.92    7.61    7.66    5.92
2012 338    5.24    7.34    6.59    7.52    7.26    6.12
2012 339    5.18    7.24    6.33    7.53    7.16    6.26
2012 340    5.08    7.14    6.26    7.49    7.08    6.12
2012 341    5.02    7.06    6.20    7.38    7.01    5.90
2012 342    4.96    6.95    6.11    7.20    6.94    5.58
2012 343    4.90    6.83    6.02    7.02    6.87    5.22
2012 344    4.84    6.70    5.93    6.88    6.81    4.89
2012 345    4.77    6.60    5.82    6.76    6.74    4.66
2012 346    4.76    6.53    5.79    6.71    6.73    4.51
2012 347    4.70    6.49    5.77    6.68    6.74    4.38
2012 348    4.66    6.45    5.74    6.65    6.76    4.27
2012 349    4.48    6.42    5.68    6.56    6.73    4.15
2012 350    4.36    6.36    5.63    6.48    6.70    4.10
2012 351    4.31    6.35    5.59    6.48    6.64    4.16
2012 352    4.32    6.31    5.57    6.43    6.58    4.27
2012 353    4.33    6.24    5.53    6.34    6.54    4.34
2012 354    4.27    6.15    5.48    6.20    6.51    4.25
2012 355    4.24    6.02    5.45    6.04    6.47    4.02
2012 356    4.22    5.86    5.39    5.87    6.44    3.73
2012 357    4.20    5.78    5.32    5.72    6.39    3.44
2012 358    4.16    5.73    5.23    5.62    6.25    3.34
2012 359    4.13    5.67    5.07    5.46    6.10    3.32
2012 360    4.08    5.57    4.95    5.26    5.81    3.27
2012 361    3.99    5.44    4.75    5.05    5.69    3.08
2012 362    3.91    5.32    4.62    4.83    5.57    1.90
2012 363    3.85    5.17    4.51    4.60    5.46    2.11
2012 364    3.76    4.99    4.29    4.24    5.37    1.37
2012 365    3.69    4.93    4.01    3.90    5.07    1.37
2012 366    3.66    4.88    3.90    3.59    5.00    1.21
