  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2005 052    0.81    2.02    0.68    0.20    1.46    0.20
2005 053    0.64    1.80    0.54    0.20    1.41    0.20
2005 054    0.58    1.65    0.48    0.20    1.39    0.20
2005 055    0.63    1.67    0.49    0.20    1.53    0.20
2005 056    0.56    1.55    0.45    0.20    1.35    0.20
2005 057    0.56    1.53    0.46    0.20    1.35    0.20
2005 058    0.55    1.51    0.45    0.20    1.35    0.20
2005 059    0.57    1.54    0.48    0.20    1.38    0.20
2005 060    0.54    1.42    0.45    0.20    1.23    0.20
2005 061    0.54    1.41    0.44    0.20    1.23    0.20
2005 062    0.60    1.44    0.49    0.20    1.31    0.20
2005 063    0.58    1.40    0.42    0.20    1.29    0.20
2005 064    0.58    1.47    0.42    0.20    1.31    0.20
2005 065    0.57    1.51    0.42    0.20    1.31    0.20
2005 066    0.69    1.51    0.45    0.20    1.58    0.20
2005 067    0.50    1.34    0.40    0.20    1.38    0.20
2005 068    0.50    1.28    0.40    0.20    1.33    0.20
2005 069    0.50    1.27    0.41    0.20    1.32    0.20
2005 070    0.44    1.22    0.36    0.20    1.28    0.20
2005 071    0.44    1.17    0.36    0.20    1.26    0.20
2005 072    0.44    1.14    0.36    0.20    1.24    0.20
2005 073    0.45    1.25    0.39    0.20    1.42    0.20
2005 074    0.39    1.28    0.36    0.20    1.46    0.20
2005 075    0.39    1.29    0.37    0.20    1.51    0.20
2005 076    0.41    1.55    0.41    0.20    1.61    0.20
2005 077    0.39    1.53    0.33    0.20    1.50    0.20
2005 078    0.41    1.61    0.34    0.20    1.50    0.20
2005 079    0.41    1.65    0.34    0.20    1.57    0.20
2005 080    0.61    1.71    0.46    0.20    1.82    0.20
2005 081    0.57    1.70    0.45    0.20    1.87    0.20
2005 082    0.59    1.77    0.47    0.20    1.90    0.20
2005 083    0.63    1.84    0.54    0.40    2.06    0.20
2005 084    0.58    1.88    0.52    0.38    1.98    0.20
2005 085    0.59    1.89    0.54    0.39    2.00    0.20
2005 086    0.61    1.94    0.57    0.41    1.98    0.20
2005 087    0.85    2.11    0.76    0.58    2.10    0.20
2005 088    0.79    2.16    0.75    0.60    2.22    0.20
2005 089    0.82    2.20    0.74    0.62    2.28    0.20
2005 090    0.99    2.37    0.84    1.36    2.58    0.20
2005 091    0.98    2.31    0.81    1.37    2.45    0.20
2005 092    1.02    2.39    0.82    1.45    2.48    0.20
2005 093    1.04    2.44    0.84    1.47    2.49    0.20
2005 094    1.33    2.55    1.11    2.38    2.49    0.25
2005 095    1.33    2.62    1.15    2.56    2.53    0.25
2005 096    1.40    2.72    1.22    2.87    2.76    0.26
2005 097    1.68    2.91    1.62    3.16    3.16    5.16
2005 098    1.65    2.94    1.67    3.20    3.16    5.53
2005 099    1.61    2.98    1.71    3.31    3.22    5.91
2005 100    1.63    3.04    1.73    3.47    3.22    6.28
2005 101    1.89    3.18    1.95    3.65    3.29    6.56
2005 102    1.96    3.22    1.97    3.71    3.28    6.79
2005 103    2.03    3.33    2.00    3.84    3.28    6.97
2005 104    2.19    3.59    2.39    4.28    3.36    7.30
2005 105    2.21    3.58    2.33    4.45    3.47    7.61
2005 106    2.27    3.68    2.39    4.65    3.56    7.91
2005 107    2.38    3.91    2.57    5.06    3.73    8.51
2005 108    2.56    4.37    2.81    5.60    4.05    9.26
2005 109    2.54    4.38    3.00    6.00    4.36    9.51
2005 110    2.36    4.15    2.96    6.03    4.27    9.35
2005 111    2.39    4.19    3.04    5.76    4.01    9.11
2005 112    2.37    4.11    3.00    5.63    3.94    8.92
2005 113    2.36    4.04    2.98    5.59    3.96    8.70
2005 114    2.38    3.96    2.95    5.56    4.00    8.28
2005 115    2.40    3.97    3.04    5.54    4.01    7.81
2005 116    2.45    4.09    3.06    5.60    4.02    7.42
2005 117    2.53    4.17    3.11    5.65    4.05    7.05
2005 118    2.60    4.24    3.36    5.79    4.05    6.99
2005 119    2.57    4.28    3.41    6.03    4.08    7.24
2005 120    2.59    4.36    3.49    6.15    4.19    7.47
2005 121    2.62    4.41    3.56    6.28    4.35    7.74
2005 122    2.66    4.42    3.68    6.67    4.47    7.94
2005 123    2.65    4.41    3.76    7.04    4.63    8.01
2005 124    2.68    4.47    3.81    7.21    4.73    8.05
2005 125    2.73    4.63    3.81    7.38    4.88    8.40
2005 126    2.88    4.80    3.87    7.72    5.11    8.74
2005 127    2.94    4.90    4.11    8.21    5.33    9.34
2005 128    2.93    5.02    4.26    8.56    5.52    9.95
2005 129    2.95    5.24    4.41    8.82    5.77   10.14
2005 130    2.94    5.49    4.74    8.92    6.03   10.33
2005 131    2.88    5.47    4.76    8.90    6.11   10.48
2005 132    2.88    5.37    4.66    8.71    5.96   10.47
2005 133    2.96    5.43    4.67    8.66    5.96   10.53
2005 134    3.14    5.53    4.81    8.72    5.96   10.72
2005 135    3.25    5.61    4.99    8.76    5.95   11.00
2005 136    3.28    5.81    5.12    9.08    6.04   11.41
2005 137    3.35    5.95    5.27    9.52    6.24   11.95
2005 138    3.44    6.19    5.51    9.81    6.62   11.98
2005 139    3.49    6.44    5.74   10.05    6.87   11.96
2005 140    3.52    6.56    5.92   10.24    7.20   12.01
2005 141    3.63    6.90    6.19   10.42    7.50   12.40
2005 142    3.84    7.38    6.45   10.69    7.71   12.76
2005 143    3.99    7.49    6.79   10.96    8.15   12.89
2005 144    4.03    7.59    7.03   11.17    8.48   12.87
2005 145    4.07    7.87    7.25   11.45    8.71   12.94
2005 146    4.13    8.31    7.57   11.88    9.07   13.37
2005 147    4.22    8.61    7.96   12.41    9.44   13.82
2005 148    4.31    9.02    8.28   12.89    9.77   14.28
2005 149    4.46    9.49    8.69   13.46   10.16   15.00
2005 150    4.67   10.19    9.15   14.19   10.64   15.96
2005 151    4.80   10.69    9.68   14.83   11.61   16.66
2005 152    4.89   10.95   10.29   15.21   12.67   16.95
2005 153    5.06   11.27   10.82   15.56   13.39   17.25
2005 154    5.27   11.75   11.51   16.18   13.95   17.76
2005 155    5.37   12.31   12.01   16.90   14.85   18.45
2005 156    5.35   12.63   12.18   17.75   15.94   18.94
2005 157    5.19   12.83   12.10   18.05   16.22   19.33
2005 158    5.15   13.46   12.48   18.37   16.18   20.12
2005 159    5.56   14.42   13.46   19.50   16.70   21.04
2005 160    6.04   15.33   14.59   21.00   17.61   22.05
2005 161    6.50   16.20   15.51   21.71   18.90   22.56
2005 162    6.75   16.53   16.01   21.62   20.23   22.39
2005 163    6.65   16.48   15.96   21.13   20.26   21.82
2005 164    6.53   16.60   15.85   20.82   19.36   21.40
2005 165    6.49   16.23   15.92   20.73   18.89   21.29
2005 166    6.29   15.51   15.53   20.36   18.51   20.93
2005 167    6.25   15.04   14.89   19.60   17.93   20.18
2005 168    6.39   15.00   14.52   19.02   17.66   19.31
2005 169    6.52   15.18   14.48   18.79   17.34   18.90
2005 170    6.79   15.49   14.89   18.85   17.25   19.22
2005 171    7.22   15.92   15.22   18.95   17.29   19.54
2005 172    7.41   16.32   15.37   19.34   17.54   19.94
2005 173    7.70   16.68   15.40   19.75   17.77   20.26
2005 174    8.34   17.01   15.62   20.10   18.06   20.65
2005 175    8.75   17.32   16.10   20.59   18.61   21.20
2005 176    8.54   17.81   16.71   21.46   19.34   21.82
2005 177    8.65   18.51   17.47   22.29   20.33   22.44
2005 178    9.15   19.04   18.01   22.81   21.27   22.91
2005 179    9.29   19.30   18.22   23.22   22.06   23.15
2005 180    9.05   19.21   18.18   23.44   21.96   23.34
2005 181    8.80   18.82   17.88   23.39   21.30   23.45
2005 182    8.40   18.45   17.24   22.79   20.57   23.10
2005 183    8.47   18.24   16.76   22.39   19.85   22.91
2005 184    9.05   18.40   16.91   22.44   19.85   22.92
2005 185    9.63   18.77   17.27   22.64   20.22   23.04
2005 186    9.87   19.09   17.49   22.83   20.60   23.19
2005 187   10.25   19.30   17.63   22.90   20.83   23.10
2005 188   11.15   19.53   18.07   22.88   20.85   23.02
2005 189   12.28   19.91   18.58   23.05   21.05   23.24
2005 190   13.81   20.37   18.92   23.26   21.27   23.56
2005 191   15.10   20.78   19.39   23.52   21.38   24.10
2005 192   16.09   21.07   19.81   23.76   21.67   24.58
2005 193   16.92   21.55   20.20   24.18   22.25   25.18
2005 194   17.19   22.04   20.76   24.87   22.97   25.78
2005 195   16.87   22.07   21.09   25.26   23.38   25.87
2005 196   17.09   22.29   21.35   25.44   23.39   25.91
2005 197   17.82   22.82   21.53   25.45   23.54   25.86
2005 198   17.95   23.06   21.57   25.43   23.87   25.82
2005 199   17.05   22.93   21.48   25.39   24.17   25.73
2005 200   15.83   22.63   21.25   25.30   24.07   25.61
2005 201   15.36   22.50   21.24   25.33   23.97   25.66
2005 202   15.13   22.54   21.58   25.58   24.21   25.92
2005 203   15.22   22.68   21.79   25.82   24.35   26.33
2005 204   15.38   22.76   21.81   25.84   24.25   26.40
2005 205   15.44   22.93   21.72   25.71   24.11   26.29
2005 206   15.41   22.83   21.60   25.59   23.94   26.14
2005 207   15.27   22.28   21.30   25.41   23.79   25.63
2005 208   15.14   21.84   20.97   25.09   23.55   25.02
2005 209   15.18   21.65   20.81   24.91   23.41   24.71
2005 210   15.31   21.59   20.73   24.91   23.42   24.61
2005 211   15.80   21.71   20.82   25.09   23.53   24.57
2005 212   16.62   22.03   21.02   25.39   23.65   24.74
2005 213   17.46   22.42   21.23   25.66   23.83   25.19
2005 214   17.71   22.59   21.54   25.81   24.03   25.54
2005 215   17.48   22.64   21.78   25.98   24.23   25.77
2005 216   17.08   22.56   21.52   26.02   24.26   25.77
2005 217   16.93   22.47   21.14   25.82   24.02   25.65
2005 218   17.21   22.48   21.07   25.59   23.79   25.50
2005 219   17.70   22.62   21.25   25.53   23.79   25.47
2005 220   17.94   22.83   21.50   25.58   23.98   25.58
2005 221   17.89   22.96   21.67   25.64   24.16   25.73
2005 222   17.80   23.08   21.67   25.65   24.23   25.79
2005 223   17.79   23.06   21.61   25.61   24.16   25.70
2005 224   17.77   22.89   21.50   25.57   24.09   25.49
2005 225   17.72   22.71   21.38   25.53   24.02   25.21
2005 226   17.68   22.59   21.29   25.41   23.88   24.90
2005 227   17.69   22.62   21.30   25.27   23.79   24.72
2005 228   17.70   22.75   21.40   25.28   23.85   24.71
2005 229   17.64   22.75   21.38   25.33   23.87   24.74
2005 230   17.61   22.60   21.17   25.21   23.68   24.63
2005 231   17.67   22.44   20.73   24.93   23.22   24.49
2005 232   17.63   22.36   20.39   24.84   22.79   24.47
2005 233   17.37   22.21   20.21   24.78   22.58   24.34
2005 234   17.02   21.88   19.86   24.56   22.40   23.85
2005 235   17.05   21.64   19.62   24.24   22.20   23.10
2005 236   17.20   21.56   19.71   24.05   22.08   22.77
2005 237   17.38   21.58   19.93   23.95   22.08   22.81
2005 238   17.45   21.59   20.13   23.92   22.26   22.90
2005 239   17.52   21.73   20.06   23.72   22.28   22.75
2005 240   17.47   21.78   20.01   23.63   22.34   22.75
2005 241   17.36   21.86   20.10   23.59   22.30   22.96
2005 242   17.31   21.78   20.13   23.28   22.03   22.92
2005 243   17.32   21.54   20.07   22.90   21.61   22.73
2005 244   17.20   21.45   20.03   22.71   21.35   22.66
2005 245   16.86   21.37   19.95   22.70   21.34   22.65
2005 246   16.59   21.30   19.79   22.68   21.29   22.63
2005 247   16.61   21.33   19.72   22.65   21.22   22.68
2005 248   16.70   21.39   19.71   22.55   21.22   22.60
2005 249   16.80   21.46   19.73   22.58   21.31   22.60
2005 250   16.82   21.46   19.79   22.69   21.43   22.73
2005 251   16.91   21.35   19.81   22.78   21.44   22.80
2005 252   17.00   21.38   19.88   22.82   21.37   22.75
2005 253   17.14   21.56   19.99   22.85   21.27   22.78
2005 254   17.32   21.68   20.11   22.93   21.21   22.91
2005 255   17.29   21.66   20.16   22.94   21.29   23.04
2005 256   17.18   21.56   20.05   22.80   21.39   22.95
2005 257   17.12   21.35   19.89   22.67   21.40   22.86
2005 258   17.10   21.17   19.77   22.54   21.42   22.60
2005 259   17.10   21.05   19.67   22.37   21.28   22.04
2005 260   17.12   21.00   19.60   22.13   20.99   21.32
2005 261   17.10   20.93   19.54   22.03   20.87   21.10
2005 262   16.98   20.71   19.36   22.02   20.85   21.16
2005 263   16.88   20.47   19.03   21.99   20.74   21.17
2005 264   16.84   20.30   18.88   22.05   20.65   21.21
2005 265   16.72   20.09   18.72   21.98   20.55   21.12
2005 266   16.58   19.81   18.49   21.75   20.37   20.87
2005 267   16.45   19.57   18.33   21.42   20.17   20.43
2005 268   16.22   19.29   18.13   21.13   19.86   20.04
2005 269   16.01   19.06   17.89   20.92   19.43   19.83
2005 270   15.92   18.96   17.80   20.88   19.24   19.80
2005 271   15.79   18.80   17.73   20.83   19.04   19.71
2005 272   15.49   18.33   17.38   20.58   18.43   19.39
2005 273   15.20   17.79   16.73   20.27   17.56   18.91
2005 274   14.96   17.51   16.35   20.10   17.08   18.69
2005 275   14.89   17.59   16.48   20.13   17.16   18.90
2005 276   14.67   17.82   16.78   20.35   17.52   19.47
2005 277   14.20   17.93   16.97   20.51   17.95   19.78
2005 278   13.65   17.91   17.01   20.48   18.08   19.80
2005 279   13.08   17.65   16.81   20.37   18.13   19.73
2005 280   12.58   17.07   16.34   20.23   18.00   19.41
2005 281   12.34   16.51   15.84   19.89   17.54   18.53
2005 282   12.30   16.20   15.49   19.45   17.07   17.65
2005 283   12.34   16.07   15.26   19.11   16.51   17.40
2005 284   12.34   15.99   15.04   18.67   15.64   17.11
2005 285   12.27   15.88   14.79   18.18   14.92   16.60
2005 286   12.14   15.81   14.61   17.86   14.51   16.14
2005 287   12.04   15.78   14.47   17.66   14.42   15.86
2005 288   11.92   15.65   14.31   17.47   14.18   15.61
2005 289   11.76   15.44   13.97   17.18   13.92   15.20
2005 290   11.58   15.20   13.65   16.86   13.51   14.86
2005 291   11.39   15.08   13.34   16.72   13.07   14.72
2005 292   11.21   14.87   12.95   16.58   12.54   14.58
2005 293   10.95   14.53   12.63   16.41   12.25   14.30
2005 294   10.75   14.23   12.48   16.24   12.23   13.98
2005 295   10.67   14.14   12.38   15.89   12.26   13.64
2005 296   10.56   13.93   12.20   15.50   12.16   13.22
2005 297   10.43   13.54   11.88   15.10   11.92   12.80
2005 298   10.36   13.14   11.59   14.58   11.59   12.32
2005 299   10.32   12.87   11.38   14.06   11.27   11.66
2005 300   10.29   12.69   11.26   13.78   11.08   11.17
2005 301   10.34   12.65   11.24   13.66   11.04   10.86
2005 302   10.30   12.62   11.25   13.62   11.11   10.78
2005 303   10.19   12.56   11.21   13.54   11.09   10.82
2005 304   10.05   12.43   11.12   13.40   10.97   10.88
2005 305    9.85   12.26   11.01   13.25   10.82   10.94
2005 306    9.68   12.17   10.91   13.14   10.74   11.01
2005 307    9.58   12.09   10.80   13.04   10.64   11.08
2005 308    9.50   11.91   10.69   12.94   10.55   11.28
2005 309    9.29   11.65   10.60   12.85   10.48   11.30
2005 310    9.01   11.39   10.41   12.83   10.34   11.23
2005 311    8.74   11.25   10.15   12.81   10.18   11.16
2005 312    8.40   11.08    9.88   12.74   10.04   11.11
2005 313    8.02   10.83    9.62   12.55    9.78   10.89
2005 314    7.69   10.56    9.44   12.24    9.50   10.43
2005 315    7.61   10.46    9.35   12.10    9.34   10.16
2005 316    7.65   10.41    9.32   12.06    9.37   10.07
2005 317    7.58   10.19    9.28   11.97    9.35    9.97
2005 318    7.50    9.96    9.24   11.78    9.15    9.84
2005 319    7.42    9.81    9.12   11.54    8.96    9.64
2005 320    7.31    9.52    8.92   11.13    8.67    9.22
2005 321    7.14    9.10    8.63   10.58    8.32    8.54
2005 322    6.88    8.75    8.32   10.10    8.10    7.73
2005 323    6.70    8.56    8.10    9.86    8.04    7.03
2005 324    6.53    8.48    8.02    9.74    8.01    6.77
2005 325    6.41    8.31    7.97    9.62    7.96    6.75
2005 326    5.95    7.95    7.82    9.57    7.89    6.78
2005 327    5.76    7.70    7.66    9.43    7.72    6.68
2005 328    5.64    7.44    7.37    9.23    7.55    6.03
2005 329    5.51    7.24    7.22    8.94    7.32    5.77
2005 330    5.40    7.12    7.08    8.66    7.15    5.73
2005 331    5.35    7.05    6.97    8.52    7.06    5.81
2005 332    5.33    6.96    6.89    8.50    7.05    5.88
2005 333    5.24    6.78    6.82    8.47    7.01    5.94
2005 334    5.20    6.25    6.35    8.19    6.84    5.84
2005 335    5.06    6.09    6.09    6.91    6.39    4.89
2005 336    4.64    5.81    5.92    6.62    6.28    4.04
2005 337    4.49    5.68    5.65    6.04    6.11    3.39
2005 338    4.42    5.53    5.44    5.38    5.91    3.03
2005 339    4.39    5.44    5.32    5.12    5.75    2.82
2005 340    4.27    5.14    4.73    4.37    5.51    0.20
2005 341    4.21    5.06    4.66    4.21    5.43    0.20
2005 342    4.23    5.03    4.63    4.11    5.40    0.20
2005 343    4.15    5.00    4.56    3.89    5.37    0.20
2005 344    4.12    4.81    4.38    3.74    5.26    0.20
2005 345    4.08    4.74    4.28    3.62    5.15    0.20
2005 346    4.26    4.89    4.55    3.67    5.11    0.20
2005 347    3.98    4.46    3.73    3.33    4.89    0.20
2005 348    3.96    4.36    3.69    3.28    4.78    0.20
2005 349    3.94    4.26    3.64    3.25    4.74    0.20
2005 350    3.92    4.18    3.58    3.23    4.74    0.20
2005 351    3.89    4.12    3.41    3.23    4.69    0.20
2005 352    3.88    4.07    3.33    3.18    4.56    0.20
2005 353    3.88    4.05    3.29    3.13    4.40    0.20
2005 354    4.09    4.14    3.74    3.38    4.36    0.20
2005 355    3.87    3.96    3.29    2.75    4.19    0.20
2005 356    3.85    3.96    3.25    2.70    4.23    0.20
2005 357    3.73    3.95    3.09    2.20    4.22    0.20
2005 358    3.70    3.94    3.04    1.99    4.16    0.20
2005 359    3.69    3.93    3.02    1.91    4.11    0.20
2005 360    3.71    3.94    3.06    1.93    4.18    0.20
2005 361    3.67    3.81    3.02    1.91    4.07    0.20
2005 362    3.66    3.82    3.02    1.90    4.06    0.20
2005 363    3.71    3.84    3.16    2.13    4.07    0.20
2005 364    3.44    2.76    2.67    1.93    3.96    0.20
2005 365    3.18    2.67    2.65    1.92    3.95    0.20
