  Daily Lake Average Surface Water Temperature
                     From
 Great Lakes Surface Environmental Analysis maps
  
--------------------------------------------------------
               Surf. Water Temp. (degrees C)
   
Year Day    Sup.   Mich.   Huron    Erie    Ont.  St.Clr
2002 052    1.57    2.85    1.50    0.91    2.87    0.42
2002 053    1.65    2.78    1.44    0.91    2.77    0.65
2002 054    1.64    2.81    1.41    0.91    2.68    0.75
2002 055    1.64    2.87    1.41    1.18    2.82    1.03
2002 056    1.64    2.98    1.44    1.43    2.86    1.65
2002 057    1.53    3.01    1.48    1.71    3.05    1.84
2002 058    1.39    3.04    1.51    1.87    3.17    2.03
2002 059    1.36    3.11    1.50    1.82    3.18    2.22
2002 060    1.32    2.93    1.41    1.71    3.16    1.43
2002 061    1.27    2.74    1.36    1.61    3.08    1.23
2002 062    1.22    2.70    1.33    1.28    2.99    0.90
2002 063    1.21    2.66    1.32    1.22    3.04    0.80
2002 064    1.19    2.55    1.31    1.07    3.04    0.20
2002 065    1.18    2.50    1.32    1.08    3.02    0.20
2002 066    1.26    2.51    1.36    1.11    3.04    0.20
2002 067    1.28    2.47    1.34    1.11    3.03    0.20
2002 068    1.30    2.36    1.31    1.12    3.01    0.20
2002 069    1.31    2.27    1.27    1.11    2.84    0.20
2002 070    1.32    2.36    1.16    0.93    2.83    0.68
2002 071    1.31    2.52    1.16    1.11    3.11    0.92
2002 072    1.31    2.80    1.48    1.20    3.45    1.10
2002 073    1.32    2.66    1.37    1.46    3.68    1.23
2002 074    1.40    2.60    1.38    1.61    3.37    1.96
2002 075    1.58    2.55    1.46    1.78    3.15    2.75
2002 076    1.33    2.86    1.48    1.89    3.15    3.24
2002 077    1.30    2.77    1.48    1.62    3.15    2.86
2002 078    1.09    2.73    1.48    1.51    3.13    2.17
2002 079    1.16    2.71    1.46    1.50    3.10    1.85
2002 080    1.20    2.72    1.51    1.48    3.10    1.69
2002 081    1.19    2.66    1.40    1.41    3.05    0.98
2002 082    1.20    2.76    1.38    1.36    3.05    0.84
2002 083    1.20    2.64    1.38    1.31    3.03    0.81
2002 084    1.24    2.60    1.34    1.24    3.01    0.87
2002 085    1.34    2.49    1.22    1.07    2.99    0.78
2002 086    1.34    2.18    1.08    0.96    2.95    0.66
2002 087    1.03    2.28    1.51    1.20    2.90    1.14
2002 088    1.23    2.52    1.38    1.38    2.97    1.43
2002 089    1.14    2.63    1.50    1.46    3.03    1.60
2002 090    1.09    2.50    1.74    1.47    3.30    1.81
2002 091    1.12    2.57    1.57    1.65    3.07    2.07
2002 092    1.10    2.56    1.53    1.94    3.03    2.68
2002 093    1.07    2.59    1.56    2.21    3.06    2.97
2002 094    1.04    2.49    1.70    2.50    3.08    3.26
2002 095    1.01    2.49    1.68    2.54    3.07    3.29
2002 096    1.12    2.62    1.69    2.68    2.93    3.43
2002 097    1.09    2.52    1.45    2.70    3.12    3.73
2002 098    1.15    2.59    1.62    2.81    3.18    4.11
2002 099    1.21    2.62    1.78    2.92    3.24    4.74
2002 100    1.21    2.76    1.98    3.08    3.30    5.33
2002 101    1.31    2.66    1.83    3.09    3.20    5.84
2002 102    1.38    2.61    1.98    3.40    3.44    6.39
2002 103    1.47    2.69    2.09    3.79    3.71    7.05
2002 104    1.50    2.98    2.20    4.20    4.01    7.29
2002 105    1.72    3.25    2.37    4.57    4.32    7.92
2002 106    2.17    3.71    2.62    4.72    4.59    8.26
2002 107    1.29    3.29    2.57    5.30    4.54    8.93
2002 108    1.87    3.47    2.60    5.44    4.42    9.21
2002 109    1.82    3.61    2.50    5.43    4.21    9.35
2002 110    2.09    4.07    2.80    5.41    4.18    9.41
2002 111    2.03    3.90    2.74    5.48    4.18    9.45
2002 112    2.02    3.83    2.93    5.59    4.28    9.15
2002 113    1.95    4.03    3.20    5.71    4.49    9.13
2002 114    1.90    4.24    3.17    5.86    4.78    8.98
2002 115    1.94    4.14    3.13    6.01    4.74    9.01
2002 116    1.80    3.84    3.08    6.49    4.56    9.04
2002 117    1.72    3.84    3.05    6.08    4.68    8.75
2002 118    1.85    3.94    3.13    6.12    4.58    8.65
2002 119    1.96    4.03    3.25    6.16    4.50    8.58
2002 120    2.08    4.14    3.41    6.19    4.46    8.55
2002 121    2.23    4.18    3.42    6.32    4.89    8.50
2002 122    2.13    4.18    3.62    6.57    4.72    8.56
2002 123    2.29    4.53    3.62    6.81    4.85    8.75
2002 124    2.53    4.76    4.23    7.04    5.12    9.11
2002 125    2.76    4.41    3.45    7.31    4.94    9.35
2002 126    2.79    4.47    3.53    7.50    5.16    9.52
2002 127    2.80    4.57    3.67    7.55    5.23    9.68
2002 128    2.46    4.65    3.96    7.58    5.29    9.82
2002 129    2.57    4.75    4.31    7.63    5.38   10.00
2002 130    2.68    5.17    4.75    8.09    5.37   10.30
2002 131    2.64    5.02    4.72    8.06    5.36   10.41
2002 132    2.57    5.11    4.77    8.14    5.35   10.32
2002 133    2.50    5.21    4.79    8.18    5.37   10.23
2002 134    2.68    5.60    4.81    8.24    5.38   10.20
2002 135    3.12    5.60    5.05    8.72    5.46   10.27
2002 136    3.06    5.40    4.74    8.48    5.54   10.40
2002 137    3.02    5.36    4.92    8.64    5.62   10.42
2002 138    3.09    5.40    4.86    8.67    5.66   10.18
2002 139    3.13    5.51    5.07    8.81    5.76    9.99
2002 140    3.29    5.54    5.16    8.99    6.08    9.89
2002 141    3.27    6.22    5.33    9.35    6.31   10.29
2002 142    3.17    5.70    5.34    9.83    6.85   10.85
2002 143    2.83    5.38    5.31    9.90    7.05   11.23
2002 144    3.38    5.54    5.25    9.83    7.01   11.38
2002 145    2.96    5.73    5.78   10.11    6.38   11.62
2002 146    3.11    5.93    5.69   10.29    6.75   11.95
2002 147    3.54    6.24    5.88   10.78    7.73   12.30
2002 148    3.34    6.78    6.52   11.48    9.32   13.20
2002 149    3.50    7.41    6.62   11.75    9.91   13.98
2002 150    3.63    7.79    6.69   12.08    9.61   14.69
2002 151    3.76    8.16    6.75   12.41    9.16   15.39
2002 152    3.88    8.64    7.25   12.70    9.06   15.89
2002 153    4.32    8.38    7.39   12.91    9.47   15.71
2002 154    4.14    8.40    7.18   12.87    9.48   15.66
2002 155    4.08    8.44    7.34   13.06    9.60   15.62
2002 156    4.07    8.47    7.54   13.25   10.01   15.61
2002 157    4.14    8.68    7.76   13.38   10.42   15.62
2002 158    4.08    9.46    8.22   13.71   11.25   15.90
2002 159    4.22    9.95    8.79   14.58   12.00   16.89
2002 160    4.34   10.66    9.48   17.30   12.89   18.70
2002 161    4.35   11.20   10.00   17.84   13.30   19.17
2002 162    4.39   11.27   10.25   17.72   14.22   18.80
2002 163    4.41   11.16   10.41   17.32   14.42   18.38
2002 164    4.44   11.09   10.57   17.12   14.40   18.07
2002 165    4.46   11.04   10.73   16.98   14.16   17.78
2002 166    4.49   11.16   10.87   16.54   13.69   17.42
2002 167    4.54   11.35   11.01   16.05   13.27   17.15
2002 168    5.12   12.11   11.24   15.99   12.90   16.93
2002 169    5.30   12.96   11.92   16.56   12.96   17.72
2002 170    4.65   12.88   11.91   17.19   14.49   18.50
2002 171    4.49   13.46   11.59   18.01   15.05   18.82
2002 172    4.91   14.18   12.31   18.51   15.75   19.42
2002 173    5.54   14.64   12.94   19.51   16.34   20.35
2002 174    6.13   15.00   13.51   20.46   17.19   21.27
2002 175    6.72   15.80   14.59   20.92   17.74   21.67
2002 176    7.19   16.25   15.36   21.66   18.54   21.89
2002 177    7.32   16.52   15.75   21.84   19.13   21.91
2002 178    7.30   16.86   15.63   21.37   18.66   22.13
2002 179    8.02   17.52   15.75   21.04   18.24   22.39
2002 180    9.07   18.00   16.40   21.32   18.07   22.94
2002 181    9.84   18.91   17.85   22.41   19.75   23.41
2002 182    9.65   19.37   18.93   23.29   21.00   24.17
2002 183    9.28   19.21   18.86   23.09   21.28   24.36
2002 184    9.27   20.03   19.49   23.77   21.66   24.75
2002 185    9.05   20.11   19.16   24.05   22.06   25.18
2002 186    9.64   18.94   17.41   23.53   20.18   24.50
2002 187   10.38   19.11   17.21   22.96   19.58   24.10
2002 188   11.17   19.82   17.73   22.81   19.51   23.54
2002 189   11.82   20.06   18.16   23.36   19.47   23.87
2002 190   11.33   19.82   18.31   23.25   19.74   23.61
2002 191   11.49   19.59   18.14   22.59   20.04   23.28
2002 192   12.14   19.65   18.24   22.06   20.06   22.65
2002 193   12.83   19.75   18.34   22.02   20.00   22.39
2002 194   13.03   20.33   19.17   22.24   20.53   22.94
2002 195   13.54   20.87   19.62   22.83   21.59   23.57
2002 196   14.20   21.75   19.99   23.30   21.37   23.95
2002 197   14.74   22.47   20.66   23.35   21.36   24.43
2002 198   14.65   22.80   20.96   23.92   22.12   24.72
2002 199   13.90   22.42   20.56   24.19   22.42   24.82
2002 200   14.10   22.28   20.11   24.40   22.29   24.53
2002 201   14.87   22.15   20.19   24.20   22.12   24.31
2002 202   14.93   22.62   20.45   24.22   22.59   24.39
2002 203   14.58   22.34   20.60   24.05   22.72   24.93
2002 204   13.60   21.47   19.91   23.93   22.26   24.55
2002 205   14.21   21.49   19.93   23.85   21.93   24.36
2002 206   14.76   21.66   20.43   23.85   21.98   24.25
2002 207   14.86   21.63   20.35   23.58   21.98   24.41
2002 208   15.18   21.86   20.45   23.46   22.05   24.41
2002 209   15.42   21.86   20.59   23.94   22.25   24.80
2002 210   15.93   21.84   20.74   24.38   22.37   24.97
2002 211   16.13   22.00   21.01   23.98   22.56   24.75
2002 212   16.14   22.25   21.66   24.83   23.02   25.46
2002 213   15.56   22.22   21.89   25.50   23.78   26.27
2002 214   15.02   21.80   21.06   25.31   23.56   26.16
2002 215   15.40   22.16   21.21   24.93   23.34   25.46
2002 216   15.67   22.51   21.63   25.27   23.99   25.49
2002 217   16.02   22.31   21.51   25.02   23.96   24.80
2002 218   15.78   21.61   20.55   24.33   22.87   24.11
2002 219   16.39   21.87   20.07   24.09   22.45   23.64
2002 220   16.81   21.82   20.26   24.00   22.30   23.46
2002 221   17.09   21.64   20.35   23.92   22.43   22.94
2002 222   17.10   21.70   20.51   23.80   22.90   23.22
2002 223   17.09   22.04   20.90   24.25   22.86   23.74
2002 224   17.26   22.22   21.43   24.47   23.57   24.09
2002 225   17.18   22.08   21.57   24.76   24.37   24.53
2002 226   17.06   21.98   21.25   24.68   24.39   24.21
2002 227   16.61   22.12   21.24   24.43   24.28   24.07
2002 228   15.97   21.59   21.17   24.27   24.14   24.17
2002 229   14.76   21.39   21.27   24.34   24.19   24.16
2002 230   12.77   21.05   20.89   24.25   23.89   24.11
2002 231   12.79   21.14   20.51   24.03   23.13   23.57
2002 232   13.30   20.96   20.70   24.04   23.16   23.06
2002 233   13.68   21.23   20.81   23.96   23.04   23.08
2002 234   13.67   21.19   20.66   24.19   22.75   23.02
2002 235   14.13   21.17   20.54   23.96   22.52   22.85
2002 236   14.32   21.21   20.72   23.70   22.40   22.71
2002 237   14.40   21.27   20.75   23.58   22.40   22.65
2002 238   14.24   21.45   20.85   23.46   22.29   22.53
2002 239   13.98   21.42   20.48   23.45   21.86   22.85
2002 240   14.10   21.40   20.29   23.21   21.26   22.64
2002 241   14.77   21.48   20.23   23.40   21.15   22.72
2002 242   15.58   21.47   20.88   23.30   21.36   23.28
2002 243   15.51   21.57   21.05   23.30   21.73   23.13
2002 244   15.81   21.95   21.01   23.07   21.61   23.05
2002 245   15.61   21.55   20.93   22.99   21.35   23.15
2002 246   14.68   21.30   20.97   23.01   21.45   23.46
2002 247   14.35   21.08   20.45   22.99   21.60   22.83
2002 248   14.92   21.26   20.41   23.00   21.63   22.42
2002 249   15.45   21.40   20.58   23.13   21.77   22.18
2002 250   15.83   21.82   20.62   23.60   21.68   23.21
2002 251   15.41   21.65   21.22   23.66   22.10   23.53
2002 252   16.21   22.25   21.43   23.76   22.54   23.57
2002 253   15.67   22.27   21.80   24.14   22.57   23.83
2002 254   15.49   21.36   20.67   23.73   22.20   23.57
2002 255   15.35   21.23   20.28   23.46   21.32   22.83
2002 256   15.07   20.65   19.34   22.60   20.88   21.96
2002 257   14.94   20.56   19.34   22.56   20.74   22.03
2002 258   14.99   20.39   19.17   22.55   20.73   21.90
2002 259   14.90   20.33   19.23   22.57   20.74   21.85
2002 260   14.91   20.13   19.31   22.23   20.55   21.17
2002 261   15.00   20.24   19.68   22.44   20.61   21.61
2002 262   14.82   20.01   19.60   22.27   20.90   21.55
2002 263   14.66   19.81   19.50   22.35   20.79   21.79
2002 264   14.52   19.87   19.44   22.35   20.74   21.90
2002 265   14.36   19.67   19.12   22.30   20.56   21.54
2002 266   14.00   19.46   18.92   22.07   20.47   20.69
2002 267   13.88   18.56   18.24   21.76   20.41   19.81
2002 268   13.70   18.18   18.27   21.10   19.48   19.06
2002 269   13.51   18.11   18.09   20.91   19.60   18.81
2002 270   13.71   18.07   18.01   20.68   19.35   18.78
2002 271   13.51   18.00   18.21   20.80   19.47   18.94
2002 272   13.39   17.96   17.83   20.69   19.22   19.16
2002 273   13.48   17.98   17.84   20.75   19.50   19.26
2002 274   13.58   17.72   17.83   20.72   19.35   19.49
2002 275   13.23   17.48   17.76   20.75   19.37   19.33
2002 276   13.05   17.19   17.32   20.53   18.92   19.10
2002 277   12.61   16.91   16.90   20.27   18.37   18.84
2002 278   12.09   16.78   16.51   20.16   17.87   18.63
2002 279   11.59   16.21   15.95   20.32   17.84   18.00
2002 280   11.12   15.69   15.31   19.61   16.87   17.12
2002 281   10.85   15.23   14.81   19.34   16.05   16.53
2002 282   10.64   14.83   14.44   19.01   15.67   15.86
2002 283   10.54   14.88   14.25   18.68   15.51   15.30
2002 284   10.41   14.96   14.25   18.47   15.48   15.71
2002 285   10.14   14.80   14.22   18.33   15.26   15.89
2002 286    9.89   14.40   13.99   18.22   15.04   15.60
2002 287    9.63   14.06   13.81   18.04   14.97   14.85
2002 288    9.41   13.76   13.24   17.33   14.30   14.01
2002 289    9.13   13.60   13.00   16.98   14.15   13.45
2002 290    8.94   13.28   12.71   16.60   14.01   12.80
2002 291    8.69   13.01   12.44   16.28   13.87   12.17
2002 292    8.60   12.70   12.16   15.94   13.63   11.60
2002 293    8.48   12.53   11.92   15.63   13.41   11.13
2002 294    8.36   12.33   11.67   15.61   13.30   10.77
2002 295    8.27   12.10   11.48   15.32   12.91   10.46
2002 296    8.16   11.94   11.30   14.95   12.59   10.19
2002 297    8.07   11.80   11.10   14.53   12.24    9.80
2002 298    7.97   11.62   10.99   14.13   12.08    9.48
2002 299    7.90   11.50   10.86   13.85   11.92    9.20
2002 300    7.83   11.38   10.69   13.57   11.75    8.91
2002 301    7.75   11.38   10.52   13.30   11.57    8.60
2002 302    7.58   10.88   10.26   12.89   11.36    8.20
2002 303    7.47   10.68   10.12   12.50   11.13    8.01
2002 304    7.34   10.49    9.97   12.08   10.71    7.65
2002 305    7.22   10.24    9.74   11.79   10.55    7.44
2002 306    7.13   10.10    9.47   11.43   10.35    7.28
2002 307    6.99    9.78    9.23   11.17   10.18    7.05
2002 308    6.87    9.65    9.03   10.97   10.03    6.95
2002 309    6.76    9.51    8.79   10.78    9.87    6.77
2002 310    6.69    9.40    8.56   10.53    9.68    6.76
2002 311    6.51    9.31    8.38   10.40    9.44    6.77
2002 312    6.43    9.15    8.22   10.21    9.41    6.89
2002 313    6.22    9.08    8.21   10.19    9.41    7.08
2002 314    6.15    9.02    8.16   10.29    9.36    7.30
2002 315    6.09    8.99    8.10   10.38    9.26    7.59
2002 316    6.00    8.95    8.03   10.35    9.21    7.57
2002 317    5.91    8.90    7.98   10.22    9.17    7.29
2002 318    5.82    8.75    7.86    9.80    9.14    7.02
2002 319    5.72    8.58    7.72    9.60    9.01    6.70
2002 320    5.71    8.47    7.60    9.37    8.83    6.31
2002 321    5.71    8.39    7.52    9.16    8.65    5.95
2002 322    5.64    8.21    7.40    8.94    8.47    5.60
2002 323    5.61    8.22    7.29    8.79    8.32    5.39
2002 324    5.55    8.02    7.20    8.56    8.26    5.46
2002 325    5.45    7.90    7.13    8.40    8.10    5.40
2002 326    5.34    7.73    7.03    8.18    7.96    5.31
2002 327    5.24    7.60    6.89    7.99    7.87    5.14
2002 328    5.14    7.51    6.74    7.76    7.71    4.86
2002 329    5.07    7.37    6.60    7.56    7.55    4.52
2002 330    4.97    7.17    6.45    7.34    7.38    4.21
2002 331    4.85    7.00    6.29    7.12    7.21    3.90
2002 332    4.73    6.84    6.13    6.85    7.02    3.64
2002 333    4.60    6.70    5.97    6.57    6.83    3.39
2002 334    4.46    6.52    5.82    6.31    6.61    3.14
2002 335    4.39    6.28    5.63    5.96    6.40    2.86
2002 336    4.32    6.00    5.39    5.58    6.21    2.35
2002 337    4.27    5.80    5.12    5.21    6.03    0.20
2002 338    4.31    5.63    5.00    4.94    5.88    0.20
2002 339    4.19    5.51    4.89    4.71    5.75    0.20
2002 340    4.11    5.46    4.71    4.54    5.64    0.20
2002 341    4.04    5.39    4.59    4.28    5.45    0.20
2002 342    3.99    5.26    4.46    4.07    5.26    0.20
2002 343    4.03    5.18    4.41    3.91    5.14    0.20
2002 344    4.00    5.06    4.29    3.96    5.28    0.20
2002 345    4.11    5.16    4.38    3.75    5.24    0.20
2002 346    4.14    5.19    4.36    3.76    5.19    0.20
2002 347    3.99    5.17    4.19    3.71    5.16    0.20
2002 348    3.85    5.16    4.16    3.64    5.14    0.20
2002 349    3.79    5.02    4.15    3.56    5.11    0.20
2002 350    3.74    4.92    4.11    3.49    5.09    0.20
2002 351    3.77    4.76    4.02    3.40    5.10    0.20
2002 352    3.81    4.74    4.12    3.31    5.18    0.20
2002 353    3.80    4.71    4.17    3.27    4.95    0.20
2002 354    3.74    4.68    4.03    3.21    4.90    0.20
2002 355    3.70    4.64    3.94    3.16    4.87    0.20
2002 356    3.64    4.60    3.86    3.12    4.84    0.20
2002 357    3.60    4.59    3.81    3.09    4.79    0.80
2002 358    3.55    4.49    3.71    3.06    4.76    0.20
2002 359    3.50    4.41    3.63    3.00    4.65    0.20
2002 360    3.46    4.36    3.57    2.91    4.57    0.20
2002 361    3.35    4.19    3.47    2.73    4.49    0.20
2002 362    3.36    4.22    3.39    2.64    4.41    0.20
2002 363    3.29    4.17    3.29    2.56    4.32    0.20
2002 364    3.30    4.21    3.27    2.50    4.26    0.20
2002 365    3.26    4.23    3.19    2.42    4.21    0.20
